variant_and_allele,p_value,trait,gene,location
rs2053079-<b>G</b>,2e-09,schizophrenia,ZNF536,19:30496516
rs2010476-<b>?</b>,2e-09,schizophrenia,UNKNOWN,16:64339990
rs13267290-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available
rs67575965-<b>?</b>,2e-09,schizophrenia,H1-12P,6:26196365
rs11740474-<b>?</b>,2e-09,schizophrenia,GALNT10,5:154301187
rs6918354-<b>?</b>,2e-09,schizophrenia,CARMIL1,6:25444386
rs6918354-<b>?</b>,2e-09,schizophrenia,CMAHP,6:25444386
rs9420-<b>A</b>,2e-09,schizophrenia,SELENOH,11:57742822
rs975025-<b>?</b>,2e-09,schizophrenia,AXDND1,1:179369192
rs6670165-<b>?</b>,2e-09,schizophrenia,BRINP2,1:177310985
rs6670165-<b>?</b>,2e-09,schizophrenia,LINC01645,1:177310985
rs2767713-<b>?</b>,2e-09,schizophrenia,DDX10P2,9:82184622
rs11210195-<b>C</b>,2e-09,schizophrenia,RN7SKP19,1:73283600
rs11210195-<b>C</b>,2e-09,schizophrenia,LINC01360,1:73283600
rs79210963-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available
rs7599488-<b>?</b>,2e-09,schizophrenia,BCL11A,2:60491212
rs867743-<b>?</b>,2e-09,schizophrenia,UNKNOWN,8:59782088
rs1043009-<b>?</b>,2e-09,schizophrenia,KLF6,10:3777522
rs72934586-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available
rs13261217-<b>G</b>,2e-09,schizophrenia,CSMD1,8:4325535
rs13233308-<b>?</b>,2e-09,schizophrenia,ABCB1,7:87615644
rs454822-<b>?</b>,2e-09,schizophrenia,TMEM161B,5:88254278
rs7626288-<b>A</b>,2e-09,schizophrenia,LTF,3:46443878
rs160593-<b>G</b>,2e-09,schizophrenia,LIN28B,6:105018457
rs6128857-<b>?</b>,2e-09,schizophrenia,ACTR5,20:38738094
rs6128857-<b>?</b>,2e-09,schizophrenia,SLC32A1,20:38738094
rs9332466-<b>T</b>,2e-09,schizophrenia,PCGF3,4:750310
rs1790135-<b>T</b>,2e-09,schizophrenia,MPHOSPH9,12:123184688
rs505061-<b>A</b>,2e-09,schizophrenia,LINC01239,9:22767165
rs13267290-<b>A</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available
rs35182064-<b>A</b>,2e-09,schizophrenia,GRM3,7:86617000
rs10515678-<b>T</b>,2e-09,schizophrenia,LINC01470,5:152943676
rs71407077-<b>C</b>,2e-09,schizophrenia,RNF111,15:58882001
rs71407077-<b>C</b>,2e-09,schizophrenia,SLTM,15:58882001
rs5943630-<b>?</b>,2e-09,schizophrenia,IL1RAPL1,X:29258095
rs1509378-<b>A</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available
rs9849438-<b>A</b>,2e-09,schizophrenia,UNKNOWN,3:80506314
rs867743-<b>G</b>,2e-09,schizophrenia,UNKNOWN,8:59782088
rs7112616-<b>T</b>,2e-09,schizophrenia,RN7SL167P,11:130935439
rs7112616-<b>T</b>,2e-09,schizophrenia,SNX19,11:130935439
rs12826178-<b>T</b>,3.0000000000000004e-09,schizophrenia,NXPH4,12:57228588
rs12826178-<b>T</b>,3.0000000000000004e-09,schizophrenia,SHMT2,12:57228588
rs17504622-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC01470,5:153274919
rs11717383-<b>G</b>,3.0000000000000004e-09,schizophrenia,PPM1M,3:52253452
rs11717383-<b>G</b>,3.0000000000000004e-09,schizophrenia,WDR82,3:52253452
rs7521492-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,1:163758686
rs72769124-<b>A</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,1:239046758
rs11139497-<b>?</b>,3.0000000000000004e-09,schizophrenia,DDX10P2,9:82125026
rs4523957-<b>?</b>,3.0000000000000004e-09,schizophrenia,SRR,17:2305605
rs2905424-<b>T</b>,3.0000000000000004e-09,schizophrenia,GATAD2A,19:19362636
rs2905424-<b>T</b>,3.0000000000000004e-09,schizophrenia,MAU2,19:19362636
rs6430095-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,2:145682377
rs4937935-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC02873,11:134710697
rs4937935-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC02706,11:134710697
rs9998799-<b>T</b>,3.0000000000000004e-09,schizophrenia,NAA11,4:79297258
rs9998799-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC01088,4:79297258
rs12898315-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,15:61561804
rs34269918-<b>?</b>,3.0000000000000004e-09,schizophrenia,RERE,1:8364925
rs832190-<b>?</b>,3.0000000000000004e-09,schizophrenia,THOC7,3:63856953
rs940174-<b>?</b>,3.0000000000000004e-09,schizophrenia,STAG1,3:136590868
rs11027857-<b>A</b>,3.0000000000000004e-09,schizophrenia,Y_RNA,11:24382074
rs13096176-<b>?</b>,3.0000000000000004e-09,schizophrenia,SOX2-OT,3:181034350
rs185071033-<b>?</b>,3.0000000000000004e-09,schizophrenia,RPSAP2,6:28746191
rs185071033-<b>?</b>,3.0000000000000004e-09,schizophrenia,NOP56P1,6:28746191
rs10883765-<b>?</b>,3.0000000000000004e-09,schizophrenia,ARL3,10:102696929
rs320696-<b>?</b>,3.0000000000000004e-09,schizophrenia,PTN,7:137362391
rs320696-<b>?</b>,3.0000000000000004e-09,schizophrenia,DGKI,7:137362391
rs217289-<b>A</b>,3.0000000000000004e-09,schizophrenia,SNAP91,6:83692088
rs942820-<b>?</b>,3.0000000000000004e-09,schizophrenia,PLCH2,1:2448266
rs679087-<b>?</b>,3.0000000000000004e-09,schizophrenia,TMTC1,12:29764332
rs111589530-<b>?</b>,3.0000000000000004e-09,schizophrenia,CCDC62,12:122830405
rs111589530-<b>?</b>,3.0000000000000004e-09,schizophrenia,HIP1R,12:122830405
rs147786161-<b>?</b>,3.0000000000000004e-09,schizophrenia,MLXIP,12:122099234
rs704364-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,Mapping not available
rs3001723-<b>A</b>,3.0000000000000004e-09,schizophrenia,PTPRF,1:43572014
rs17616243-<b>T</b>,3.0000000000000004e-09,schizophrenia,BMPR1B,4:94871365
rs59761926-<b>T</b>,3.0000000000000004e-09,schizophrenia,PTPRD,9:10238178
rs10517289-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,4:33645261
rs672107-<b>?</b>,3.0000000000000004e-09,schizophrenia,TMTC1,12:29764333
rs9922678-<b>?</b>,3.0000000000000004e-09,schizophrenia,GRIN2A,16:9852462
rs59979824-<b>C</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,2:192983614
rs35998080-<b>?</b>,4e-09,schizophrenia,LINC02797,1:72812932
rs10149407-<b>?</b>,4e-09,schizophrenia,PRKD1,14:29718199
rs7776707-<b>?</b>,4e-09,schizophrenia,LINC01004,7:104965083
rs1789567-<b>?</b>,4e-09,schizophrenia,LINC01539,18:56123888
rs1789567-<b>?</b>,4e-09,schizophrenia,LINC01905,18:56123888
rs1075195-<b>?</b>,4e-09,schizophrenia,Metazoa_SRP,20:38718108
rs1075195-<b>?</b>,4e-09,schizophrenia,SLC32A1,20:38718108
rs79210963-<b>T</b>,4e-09,schizophrenia,UNKNOWN,Mapping not available
rs11539637-<b>T</b>,4e-09,schizophrenia,FES,15:90885060
rs67981189-<b>G</b>,4e-09,schizophrenia,PCNX1,14:71005509
rs6479495-<b>C</b>,4e-09,schizophrenia,PHF2,9:93572320
rs6479495-<b>C</b>,4e-09,schizophrenia,FAM120A,9:93572320
rs7127399-<b>?</b>,4e-09,schizophrenia,OR8Q1P,11:124591378
rs7127399-<b>?</b>,4e-09,schizophrenia,OR8A1,11:124591378
rs7900775-<b>T</b>,4e-09,schizophrenia,SORCS3,10:104840585
rs3088186-<b>?</b>,4e-09,schizophrenia,MSRA,8:10368845
rs56205728-<b>A</b>,4e-09,schizophrenia,PAK6,15:40275036
rs9960767-<b>C</b>,4e-09,schizophrenia,TCF4,18:55487771
rs77149735-<b>A</b>,4e-09,schizophrenia,SDCCAG8,1:243391803
rs2293018-<b>?</b>,4e-09,schizophrenia,MST1R,3:49906323
rs2293018-<b>?</b>,4e-09,schizophrenia,MON1A,3:49906323
rs4632195-<b>?</b>,5e-09,schizophrenia,DCC,18:53220378
rs2693698-<b>G</b>,5e-09,schizophrenia,BCL11B,14:99252882
rs301797-<b>A</b>,5e-09,schizophrenia,RERE-AS1,1:8427263
rs301797-<b>A</b>,5e-09,schizophrenia,RERE,1:8427263
rs3849046-<b>T</b>,5e-09,schizophrenia,ETF1,5:138515503
rs7267348-<b>?</b>,5e-09,schizophrenia,UNKNOWN,Mapping not available
rs832187-<b>?</b>,5e-09,schizophrenia,THOC7,3:63847374
rs832187-<b>?</b>,5e-09,schizophrenia,C3orf49,3:63847374
rs10935185-<b>?</b>,5e-09,schizophrenia,STAG1,3:136571687
rs4479915-<b>G</b>,5e-09,schizophrenia,UNKNOWN,6:164654568
rs11147928-<b>G</b>,5e-09,schizophrenia,ENOX1,13:43777097
rs17234749-<b>G</b>,5e-09,schizophrenia,Y_RNA,11:24360352
rs17234749-<b>G</b>,5e-09,schizophrenia,LINC02686,11:24360352
rs10196799-<b>?</b>,5e-09,schizophrenia,ZNF804A,2:184776001
rs111364339-<b>C</b>,5e-09,schizophrenia,RNU6-543P,10:63098112
rs4660761-<b>?</b>,5e-09,schizophrenia,ATP6V0B,1:43974474
rs4660761-<b>?</b>,5e-09,schizophrenia,DPH2,1:43974474
rs10735362-<b>?</b>,5e-09,schizophrenia,ANKS1B,12:99101208
rs4630889-<b>?</b>,5e-09,schizophrenia,UNKNOWN,Mapping not available
rs12129037-<b>T</b>,5e-09,schizophrenia,FALEC,1:150519638
rs12129037-<b>T</b>,5e-09,schizophrenia,ADAMTSL4-AS2,1:150519638
rs9841616-<b>T</b>,5e-09,schizophrenia,SOX2-OT,3:181449797
rs4835691-<b>?</b>,5e-09,schizophrenia,CTNNA1,5:138602884
rs4835691-<b>?</b>,5e-09,schizophrenia,HSPA9,5:138602884
rs9665626-<b>G</b>,5e-09,schizophrenia,SUFU,10:102540881
rs113568682-<b>A</b>,5e-09,schizophrenia,LINC01470,5:152920194
rs72804786-<b>G</b>,5e-09,schizophrenia,LINC01470,5:152938239
rs113897692-<b>A</b>,5e-09,schizophrenia,LINC01470,5:152797226
rs16867576-<b>A</b>,5e-09,schizophrenia,MEF2C-AS1,5:89450514
rs4330281-<b>C</b>,5e-09,schizophrenia,TBC1D5,3:17817874
rs12823424-<b>A</b>,5e-09,schizophrenia,CACNA1C,12:2404946
rs12325245-<b>?</b>,5e-09,schizophrenia,CNOT1,16:58647489
rs12325245-<b>?</b>,5e-09,schizophrenia,SLC38A7,16:58647489
rs6938026-<b>?</b>,5e-09,schizophrenia,CUL9,6:43217995
rs1501357-<b>C</b>,5e-09,schizophrenia,HCN1,5:45364773
rs1137522-<b>C</b>,5e-09,schizophrenia,JRK,8:142657606
rs11903391-<b>?</b>,5e-09,schizophrenia,LINC01830,2:22418280
rs7673823-<b>?</b>,5e-09,schizophrenia,GPM6A,4:175804069
rs6500596-<b>G</b>,5e-09,schizophrenia,CORO7-PAM16,16:4420026
rs6500596-<b>G</b>,5e-09,schizophrenia,CORO7,16:4420026
rs419677-<b>?</b>,5e-09,schizophrenia,KRT18P42,5:109676609
rs419677-<b>?</b>,5e-09,schizophrenia,MAN2A1-DT,5:109676609
rs2238044-<b>A</b>,6.000000000000001e-09,schizophrenia,CACNA1C,12:2176565
rs12475492-<b>G</b>,6.000000000000001e-09,schizophrenia,RN7SKP224,2:48153579
rs73191547-<b>T</b>,6.000000000000001e-09,schizophrenia,MSRA,8:10175915
rs6738529-<b>G</b>,6.000000000000001e-09,schizophrenia,EFHD1,2:232686251
rs6738529-<b>G</b>,6.000000000000001e-09,schizophrenia,GIGYF2,2:232686251
rs4243617-<b>?</b>,6.000000000000001e-09,schizophrenia,RTN1,14:59698352
rs13017997-<b>T</b>,6.000000000000001e-09,schizophrenia,LINC01876,2:155988248
rs319227-<b>A</b>,6.000000000000001e-09,schizophrenia,PPP2R2B,5:146866199
rs1837495-<b>G</b>,6.000000000000001e-09,schizophrenia,PLCL1,2:198056477
rs62152284-<b>T</b>,6.000000000000001e-09,schizophrenia,AHCYP3,2:104367929
rs7801375-<b>?</b>,6.000000000000001e-09,schizophrenia,CAPZA1P4,7:131882504
rs7191183-<b>?</b>,6.000000000000001e-09,schizophrenia,GRIN2A,16:9806200
rs12541020-<b>T</b>,6.000000000000001e-09,schizophrenia,CSMD1,8:4960070
rs12421382-<b>?</b>,6.000000000000001e-09,schizophrenia,C11orf87,11:109507345
rs619091-<b>T</b>,6.000000000000001e-09,schizophrenia,LINC02730,11:134014242
rs72829007-<b>?</b>,6.000000000000001e-09,schizophrenia,RN7SL591P,10:62328196
rs72829007-<b>?</b>,6.000000000000001e-09,schizophrenia,LINC02621,10:62328196
rs7527939-<b>C</b>,6.000000000000001e-09,schizophrenia,HHAT,1:210362681
rs2239063-<b>A</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available
rs78681500-<b>C</b>,6.000000000000001e-09,schizophrenia,SPATS2L,2:200322593
rs3742658-<b>C</b>,6.000000000000001e-09,schizophrenia,TTC7B,14:90657500
rs9695226-<b>?</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available
rs72841270-<b>?</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available
rs215412-<b>?</b>,6.000000000000001e-09,schizophrenia,RFPL4AP3,4:23421963
rs117074560-<b>T</b>,7.000000000000001e-09,schizophrenia,FUT9,6:96011775
rs117074560-<b>T</b>,7.000000000000001e-09,schizophrenia,KRT18P50,6:96011775
rs1106568-<b>G</b>,7.000000000000001e-09,schizophrenia,GPM6A,4:175940150
rs946106-<b>?</b>,7.000000000000001e-09,schizophrenia,AGBL4,1:49462817
rs946106-<b>?</b>,7.000000000000001e-09,schizophrenia,AGBL4-IT1,1:49462817
rs4365348-<b>?</b>,7.000000000000001e-09,schizophrenia,ATPAF2,17:18009234
rs4365348-<b>?</b>,7.000000000000001e-09,schizophrenia,DRC3,17:18009234
rs144478515-<b>?</b>,7.000000000000001e-09,schizophrenia,ZBED9,6:28593450
rs9420-<b>?</b>,7.000000000000001e-09,schizophrenia,SELENOH,11:57742822
rs2373000-<b>T</b>,7.000000000000001e-09,schizophrenia,QPCT,2:37365485
rs7010876-<b>?</b>,7.000000000000001e-09,schizophrenia,MMP16,8:88252522
rs12691548-<b>?</b>,7.000000000000001e-09,schizophrenia,AKT3,1:243656826
rs7789569-<b>T</b>,7.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available
rs78895722-<b>?</b>,7.000000000000001e-09,schizophrenia,RPL10AP3,8:34223067
rs2018916-<b>C</b>,7.000000000000001e-09,schizophrenia,LINC02165,16:63666604
rs13019859-<b>?</b>,7.000000000000001e-09,schizophrenia,UNKNOWN,2:193062410
rs303739-<b>C</b>,7.000000000000001e-09,schizophrenia,CDCA4P1,9:14505994
rs3768644-<b>G</b>,7.000000000000001e-09,schizophrenia,CYP26B1,2:72134376
rs2016358-<b>?</b>,7.000000000000001e-09,schizophrenia,SNAP91,6:83574014
rs12485034-<b>?</b>,7.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available
rs73388146-<b>G</b>,7.000000000000001e-09,schizophrenia,CMAHP,6:25170440
rs12622667-<b>C</b>,8e-09,schizophrenia,EPC2,2:148762617
rs200450-<b>G</b>,8e-09,schizophrenia,DNAJC11,1:6665170
rs28419375-<b>?</b>,8e-09,schizophrenia,LINC02264,4:117906596
rs747462-<b>?</b>,8e-09,schizophrenia,NGEF,2:232925461
rs4908972-<b>?</b>,8e-09,schizophrenia,TBC1D5,3:17754700
rs7267348-<b>C</b>,8e-09,schizophrenia,UNKNOWN,Mapping not available
rs75575209-<b>T</b>,8e-09,schizophrenia,VRK2,2:57911057
rs1023500-<b>?</b>,8e-09,schizophrenia,CENPM,22:41944840
rs1676062-<b>?</b>,8e-09,schizophrenia,MTCYBP27,14:84178478
rs7288455-<b>A</b>,8e-09,schizophrenia,CACNA1I,22:39570542
rs7288455-<b>A</b>,8e-09,schizophrenia,RPS19BP1,22:39570542
rs60005721-<b>A</b>,8e-09,schizophrenia,CMAHP,6:25262991
rs10515678-<b>?</b>,8e-09,schizophrenia,LINC01470,5:152943676
rs12093576-<b>T</b>,8e-09,schizophrenia,SDCCAG8,1:243492595
rs12093576-<b>T</b>,8e-09,schizophrenia,AKT3,1:243492595
rs139425113-<b>?</b>,8e-09,schizophrenia,CSMD1,8:4323090
rs4388249-<b>T</b>,8e-09,schizophrenia,MAN2A1,5:109700365
rs11038391-<b>?</b>,8e-09,schizophrenia,LINC02696,11:45308670
rs11038391-<b>?</b>,8e-09,schizophrenia,SYT13,11:45308670
rs6704641-<b>A</b>,8e-09,schizophrenia,SATB2,2:199299529
rs7757969-<b>C</b>,8e-09,schizophrenia,FYN,6:111810829
rs75365967-<b>?</b>,8e-09,schizophrenia,LINC02326,14:29004453
rs11658257-<b>G</b>,8e-09,schizophrenia,GID4,17:18053145
rs73477270-<b>?</b>,8e-09,schizophrenia,TCF4,18:55425653
rs1023330-<b>?</b>,9.000000000000001e-09,schizophrenia,TLCD4-RWDD3,1:95121217
rs1023330-<b>?</b>,9.000000000000001e-09,schizophrenia,TLCD4,1:95121217
rs7584565-<b>T</b>,9.000000000000001e-09,schizophrenia,PRKD3,2:37323760
rs3858402-<b>?</b>,9.000000000000001e-09,schizophrenia,LINC02715,11:109685112
rs7801375-<b>G</b>,9.000000000000001e-09,schizophrenia,CAPZA1P4,7:131882504
rs10894308-<b>G</b>,9.000000000000001e-09,schizophrenia,RN7SL167P,11:131022000
rs1023497-<b>?</b>,9.000000000000001e-09,schizophrenia,CENPM,22:41944504
rs13266463-<b>G</b>,9.000000000000001e-09,schizophrenia,TSNARE1,8:142322332
rs2381759-<b>T</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,2:145670463
rs79527984-<b>?</b>,9.000000000000001e-09,schizophrenia,CALN1,7:72387188
rs2236989-<b>?</b>,9.000000000000001e-09,schizophrenia,CACNA2D2,3:50467964
rs2143757-<b>G</b>,9.000000000000001e-09,schizophrenia,LINC01725,1:83801108
rs4711350-<b>G</b>,9.000000000000001e-09,schizophrenia,LEMD2,6:33773939
rs11958187-<b>?</b>,9.000000000000001e-09,schizophrenia,PPP2R2B,5:147055600
rs783540-<b>G</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available
rs6878284-<b>C</b>,9.000000000000001e-09,schizophrenia,SLCO6A1,5:102434022
rs59721702-<b>?</b>,9.000000000000001e-09,schizophrenia,OSBPL10,3:32021957
rs2789605-<b>?</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available
rs4801131-<b>C</b>,1e-08,schizophrenia,LINC01929,18:55085469
rs78885399-<b>C</b>,1e-08,schizophrenia,SPPL3,12:120741095
rs78885399-<b>C</b>,1e-08,schizophrenia,ACADS,12:120741095
rs1483245-<b>?</b>,1e-08,schizophrenia,BCL11A,2:185182339
rs385492-<b>T</b>,1e-08,schizophrenia,ZFP57,6:29681770
rs385492-<b>T</b>,1e-08,schizophrenia,ZDHHC20P1,6:29681770
rs55833108-<b>T</b>,1e-08,schizophrenia,CNNM2,10:102981826
rs12446487-<b>C</b>,1e-08,schizophrenia,CNOT1,16:58637911
rs12446487-<b>C</b>,1e-08,schizophrenia,SLC38A7,16:58637911
rs73388146-<b>?</b>,1e-08,schizophrenia,CMAHP,6:25170440
rs10803138-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs832187-<b>C</b>,1e-08,schizophrenia,THOC7,3:63847374
rs832187-<b>C</b>,1e-08,schizophrenia,C3orf49,3:63847374
rs12991836-<b>C</b>,1e-08,schizophrenia,ZEB2,2:144383974
rs73229090-<b>?</b>,1e-08,schizophrenia,GULOP,8:27584610
rs10503253-<b>A</b>,1e-08,schizophrenia,CSMD1,8:4323322
rs4687552-<b>T</b>,1e-08,schizophrenia,ITIH3,3:52804386
rs11986274-<b>?</b>,1e-08,schizophrenia,FGFR1,8:38401963
rs11986274-<b>?</b>,1e-08,schizophrenia,LETM2,8:38401963
rs13194053-<b>T</b>,1e-08,schizophrenia,MIR3143,6:27176104
rs13194053-<b>T</b>,1e-08,schizophrenia,RPL10P2,6:27176104
rs11665111-<b>?</b>,1e-08,schizophrenia,KCNG2,18:79862996
rs11226509-<b>C</b>,1e-08,schizophrenia,CASP12,11:104802933
rs10489202-<b>A</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs13416544-<b>G</b>,1e-08,schizophrenia,TMEM17,2:62494761
rs13416544-<b>G</b>,1e-08,schizophrenia,RN7SL18P,2:62494761
rs17002069-<b>C</b>,1e-08,schizophrenia,MRTFA,22:40654982
rs17002069-<b>C</b>,1e-08,schizophrenia,GAPDHP37,22:40654982
rs1120004-<b>?</b>,1e-08,schizophrenia,SOX5,12:23480498
rs10940346-<b>G</b>,1e-08,schizophrenia,EMB,5:50510208
rs6848123-<b>A</b>,1e-08,schizophrenia,LINC01088,4:79282271
rs6848123-<b>A</b>,1e-08,schizophrenia,NAA11,4:79282271
rs215411-<b>?</b>,1e-08,schizophrenia,RFPL4AP3,4:23421980
rs2810117-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs7733403-<b>A</b>,1e-08,schizophrenia,PCDHA1,5:140774630
rs7733403-<b>A</b>,1e-08,schizophrenia,VTRNA1-3,5:140774630
rs12148337-<b>?</b>,1e-08,schizophrenia,UNKNOWN,15:70296933
rs3756766-<b>A</b>,1e-08,schizophrenia,FAM53C,5:138337478
rs3756766-<b>A</b>,1e-08,schizophrenia,CDC25C,5:138337478
rs4650963-<b>?</b>,1e-08,schizophrenia,LINC01645,1:177340354
rs4650963-<b>?</b>,1e-08,schizophrenia,BRINP2,1:177340354
rs2917568-<b>?</b>,1e-08,schizophrenia,OPCML,11:132698359
rs7267348-<b>T</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs2581109-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs9386072-<b>A</b>,1e-08,schizophrenia,UTRN,6:144538373
rs10178509-<b>T</b>,1e-08,schizophrenia,AGAP1,2:235884194
rs832187-<b>T</b>,1e-08,schizophrenia,THOC7,3:63847374
rs832187-<b>T</b>,1e-08,schizophrenia,C3orf49,3:63847374
rs72843506-<b>A</b>,1e-08,schizophrenia,SPECC1,17:20042974
rs11766321-<b>T</b>,1e-08,schizophrenia,DGKI,7:137392157
rs10791099-<b>?</b>,1e-08,schizophrenia,LINC02551,11:130848918
rs7819570-<b>T</b>,1e-08,schizophrenia,UNKNOWN,8:88576397
rs34312605-<b>?</b>,1e-08,schizophrenia,FXR1,3:180872509
rs6703335-<b>?</b>,1e-08,schizophrenia,SDCCAG8,1:243445665
rs28473013-<b>T</b>,1e-08,schizophrenia,RNF111,15:58920827
rs28473013-<b>T</b>,1e-08,schizophrenia,SLTM,15:58920827
rs9428966-<b>?</b>,1e-08,schizophrenia,AKT3,1:243504598
rs1106568-<b>?</b>,1e-08,schizophrenia,GPM6A,4:175940150
rs7010876-<b>T</b>,1e-08,schizophrenia,MMP16,8:88252522
rs62378245-<b>?</b>,1e-08,schizophrenia,MEF2C-AS1,5:89448145
rs7235891-<b>?</b>,1e-08,schizophrenia,LINC01415,18:55787543
rs7235891-<b>?</b>,1e-08,schizophrenia,LINC01416,18:55787543
rs61257528-<b>?</b>,1e-08,schizophrenia,SPECC1,17:20028279
rs1357318-<b>?</b>,1e-08,schizophrenia,SGCE,7:94638550
rs112973353-<b>T</b>,1e-08,schizophrenia,ASPG,14:104071343
rs112973353-<b>T</b>,1e-08,schizophrenia,TDRD9,14:104071343
rs13011472-<b>?</b>,1e-08,schizophrenia,ACTG1P22,2:57734467
rs59159185-<b>?</b>,1e-08,schizophrenia,VRK2,2:57874972
rs17439799-<b>C</b>,1e-08,schizophrenia,IMMP2L,7:111101521
rs17439799-<b>C</b>,1e-08,schizophrenia,LRRN3,7:111101521
rs62244881-<b>?</b>,1e-08,schizophrenia,FOXP1,3:71519926
rs9695226-<b>A</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs359260-<b>G</b>,1e-08,schizophrenia,MIR4432HG,2:60259801
rs13004237-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs9595066-<b>T</b>,1e-08,schizophrenia,LINC00390,13:44132132
rs9595066-<b>T</b>,1e-08,schizophrenia,SMIM2-AS1,13:44132132
rs10803138-<b>G</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs337718-<b>?</b>,1e-08,schizophrenia,UNKNOWN,18:72107043
rs13259407-<b>C</b>,1e-08,schizophrenia,PSD3,8:18565413
rs4762557-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs11778040-<b>C</b>,1e-08,schizophrenia,GULOP,8:27562290
rs12104272-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs74804370-<b>?</b>,1e-08,schizophrenia,UNKNOWN,8:34141053
rs62065467-<b>C</b>,1e-08,schizophrenia,ZNF207,17:32433299
rs62065467-<b>C</b>,1e-08,schizophrenia,PSMD11,17:32433299
rs2068012-<b>C</b>,1e-08,schizophrenia,PRKD1,14:29721110
rs7143919-<b>A</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available
rs62378245-<b>C</b>,1e-08,schizophrenia,MEF2C-AS1,5:89448145
rs10860960-<b>T</b>,2e-08,schizophrenia,C12orf42,12:103200284
rs72986630-<b>T</b>,2e-08,schizophrenia,ZNF823,19:11738921
rs7927176-<b>?</b>,2e-08,schizophrenia,GRAMD1B,11:123525156
rs6990941-<b>?</b>,2e-08,schizophrenia,UNKNOWN,8:88632202
rs890235-<b>G</b>,2e-08,schizophrenia,LINC01289,8:63803912
rs890235-<b>G</b>,2e-08,schizophrenia,LINC01414,8:63803912
rs2764766-<b>C</b>,2e-08,schizophrenia,CCDC192,5:127877933
rs4146645-<b>A</b>,2e-08,schizophrenia,PCDH15,10:54023386
rs13236223-<b>?</b>,2e-08,schizophrenia,BRAF,7:140967165
rs13236223-<b>?</b>,2e-08,schizophrenia,CCT4P1,7:140967165
rs34542576-<b>?</b>,2e-08,schizophrenia,PCNX1,14:71068776
rs11534004-<b>G</b>,2e-08,schizophrenia,PPP1R3A,7:113827389
rs3810449-<b>?</b>,2e-08,schizophrenia,THAP8,19:36040011
rs6903570-<b>C</b>,2e-08,schizophrenia,EYS,6:64156964
rs484201-<b>T</b>,2e-08,schizophrenia,MACROD1,11:64023459
rs11740474-<b>T</b>,2e-08,schizophrenia,GALNT10,5:154301187
rs7951870-<b>T</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available
rs492430-<b>T</b>,2e-08,schizophrenia,POP7,7:100715476
rs492430-<b>T</b>,2e-08,schizophrenia,EPO,7:100715476
rs7322886-<b>T</b>,2e-08,schizophrenia,RCBTB1,13:49605318
rs7322886-<b>T</b>,2e-08,schizophrenia,ARL11,13:49605318
rs61867294-<b>?</b>,2e-08,schizophrenia,SORCS3,10:104809449
rs6563592-<b>T</b>,2e-08,schizophrenia,LINC00571,13:38240802
rs61867294-<b>A</b>,2e-08,schizophrenia,SORCS3,10:104809449
rs7807720-<b>A</b>,2e-08,schizophrenia,UNKNOWN,7:110433698
rs111782145-<b>C</b>,2e-08,schizophrenia,GTF2H4,6:30905731
rs111782145-<b>C</b>,2e-08,schizophrenia,DDR1,6:30905731
