,variant_and_allele,p_value,trait,gene,location,maf
146,rs5754941-<b>C</b>,6e-07,bipolar disorder,MAPK1,22:21747706,0.5722504978977649
146,rs5754941-<b>C</b>,6e-07,bipolar disorder,YPEL1,22:21747706,0.5722504978977649
145,rs11709009-<b>A</b>,6e-07,bipolar disorder,VIPR1,3:42473630,0.06962873609435732
145,rs11709009-<b>A</b>,6e-07,bipolar disorder,RPL35AP8,3:42473630,0.06962873609435732
394,rs35425515-<b>C</b>,7e-07,bipolar disorder,SLIT1,10:97119904,0.11524277811923786
527,rs514636-<b>?</b>,7e-07,bipolar disorder,LAMP3,3:183152648,-1.0
390,rs186197500-<b>A</b>,7e-07,bipolar disorder,RASAL2,1:178131084,0.005510534846029173
150,rs10878840-<b>G</b>,7e-07,bipolar disorder,LINC02384,12:68487269,0.383676161757579
150,rs10878840-<b>G</b>,7e-07,bipolar disorder,RPSAP12,12:68487269,0.383676161757579
0,rs147650109-<b>G</b>,7e-07,bipolar ii disorder,ADGRE1,19:6908884,0.020063525674960298
571,rs2333194-<b>?</b>,7e-07,bipolar disorder,NUMB,14:73300506,-1.0
57,rs7613933-<b>G</b>,7e-07,bipolar i disorder,WDR49,3:167586401,0.4791178299765584
113,rs7914868-<b>?</b>,7e-07,bipolar i disorder,CUBN,10:16931723,-1.0
149,rs778433-<b>A</b>,7e-07,bipolar disorder,LGMNP1,13:65233151,0.42561736986519266
149,rs778433-<b>A</b>,7e-07,bipolar disorder,STARP1,13:65233151,0.42561736986519266
147,rs74577022-<b>A</b>,7e-07,bipolar disorder,BICRA,19:47601390,-1.0
147,rs74577022-<b>A</b>,7e-07,bipolar disorder,RN7SL322P,19:47601390,-1.0
148,rs116403057-<b>A</b>,7e-07,bipolar disorder,TSBP1-AS1,6:32335895,-1.0
148,rs116403057-<b>A</b>,7e-07,bipolar disorder,TSBP1,6:32335895,-1.0
58,rs6079463-<b>G</b>,8e-07,bipolar i disorder,MACROD2,20:14495111,0.2319551506657323
59,rs998817-<b>T</b>,8e-07,bipolar i disorder,LINC01378,4:117548415,0.5393210309117807
60,rs115858175-<b>G</b>,8e-07,bipolar i disorder,LINC01221,1:199032122,-1.0
61,rs111998037-<b>C</b>,8e-07,bipolar i disorder,ANKHD1-EIF4EBP3,5:140418422,0.2148724600086468
61,rs111998037-<b>C</b>,8e-07,bipolar i disorder,ANKHD1,5:140418422,0.2148724600086468
62,rs9521159-<b>G</b>,8e-07,bipolar i disorder,MYO16,13:109076822,0.5898283122772918
151,rs907162-<b>C</b>,8e-07,bipolar disorder,ASAP2,2:9270500,0.37390153520381153
152,rs13411201-<b>A</b>,8e-07,bipolar disorder,IFITM3P9,2:60680195,0.14257975716462665
152,rs13411201-<b>A</b>,8e-07,bipolar disorder,RN7SL361P,2:60680195,0.14257975716462665
153,rs2956395-<b>C</b>,8e-07,bipolar disorder,MYRF-AS1,11:61752514,0.8284306405853367
154,rs17680579-<b>A</b>,8e-07,bipolar disorder,LAMA4-AS1,6:112269480,0.8758422930894911
392,rs115769866-<b>A</b>,8e-07,bipolar disorder,ZBED9,6:28545105,-1.0
392,rs115769866-<b>A</b>,8e-07,bipolar disorder,GPX5,6:28545105,-1.0
399,rs61580878-<b>A</b>,9e-07,bipolar disorder,LINC01643,22:34102046,0.9903137502632133
262,rs62433108-<b>G</b>,9e-07,bipolar disorder,DCBLD1,6:117483634,0.2342513576415826
63,rs11917269-<b>G</b>,9e-07,bipolar i disorder,CACNA2D2,3:50443604,0.7791935318800532
480,rs17040430-<b>T</b>,9e-07,bipolar disorder,CMKLR1,12:108349043,0.05544255063789328
480,rs17040430-<b>T</b>,9e-07,bipolar disorder,LINC01498,12:108349043,0.05544255063789328
528,rs6844851-<b>?</b>,9e-07,bipolar disorder,UNKNOWN,4:179766847,-1.0
270,rs2345964-<b>A</b>,1e-06,bipolar disorder,UNKNOWN,1:163781667,0.4410269984118581
452,rs2242663-<b>T</b>,1e-06,bipolar disorder,CTSF,11:66567837,0.755741127348643
263,rs1819204-<b>A</b>,1e-06,bipolar disorder,CUL4A,13:113229001,0.6966649020645844
264,rs184148144-<b>T</b>,1e-06,bipolar disorder,SLAIN2,4:48443799,0.8071814254859612
264,rs184148144-<b>T</b>,1e-06,bipolar disorder,SLC10A4,4:48443799,0.8071814254859612
265,rs143577122-<b>C</b>,1e-06,bipolar disorder,UNKNOWN,7:145943513,0.965450755601876
266,rs4845399-<b>T</b>,1e-06,bipolar disorder,KCNN3,1:154893617,0.32192374350086655
266,rs4845399-<b>T</b>,1e-06,bipolar disorder,PMVK,1:154893617,0.32192374350086655
268,rs35955717-<b>T</b>,1e-06,bipolar disorder,AKAP6,14:32925854,0.8510141922104854
268,rs35955717-<b>T</b>,1e-06,bipolar disorder,NPAS3,14:32925854,0.8510141922104854
269,chr1_95580645_I-<b>?</b>,1e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
272,rs206949-<b>A</b>,1e-06,bipolar disorder,COX6A1,12:120384246,0.2634226411098168
272,rs206949-<b>A</b>,1e-06,bipolar disorder,RPS27P25,12:120384246,0.2634226411098168
273,rs6529693-<b>G</b>,1e-06,bipolar disorder,HUWE1,X:53707621,0.6211663066954644
274,rs976498-<b>T</b>,1e-06,bipolar disorder,PPIAP48,16:64687040,0.8196225253872192
275,rs3911862-<b>A</b>,1e-06,bipolar disorder,RPS15AP15,2:65532537,0.4676943584735081
275,rs3911862-<b>A</b>,1e-06,bipolar disorder,RN7SL635P,2:65532537,0.4676943584735081
276,rs12153740-<b>C</b>,1e-06,bipolar disorder,LINC01470,5:152697204,-1.0
277,chr12_110877946_I-<b>?</b>,1e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
278,rs142370491-<b>C</b>,1e-06,bipolar disorder,AKAP6,14:32749087,0.007741436036384749
569,rs11710433-<b>?</b>,1e-06,bipolar disorder,UNKNOWN,3:5663365,-1.0
532,rs914715-<b>?</b>,1e-06,bipolar disorder,TLE4,9:79695983,-1.0
542,rs12618769-<b>T</b>,1e-06,bipolar disorder,MGAT4A,2:98623468,0.16150526623756584
672,rs62009532-<b>A</b>,1e-06,bipolar disorder,TUBGCP5,15:22996158,-1.0
550,rs2070615-<b>G</b>,1e-06,bipolar disorder,CACNB3,12:48824388,0.5825529578920176
536,rs10134944-<b>?</b>,1e-06,bipolar disorder,SLC35F4,14:57652478,-1.0
64,rs7858026-<b>T</b>,1e-06,bipolar i disorder,ASTN2,9:117186184,0.5060878771836951
520,rs3761218-<b>?</b>,1e-06,bipolar disorder,CDC25B,20:3795528,-1.0
65,rs143685090-<b>C</b>,1e-06,bipolar i disorder,RPSAP74,8:89152810,0.0011433322939403388
131,rs10168049-<b>G</b>,1e-06,bipolar disorder,CLASP1,2:121320830,0.10312334568554792
131,rs10168049-<b>G</b>,1e-06,bipolar disorder,RPS17P7,2:121320830,0.10312334568554792
282,rs62002181-<b>C</b>,2e-06,bipolar disorder,KRT8P2,14:43505794,0.06039098493338314
281,rs13006127-<b>C</b>,2e-06,bipolar disorder,CERS6,2:168535393,0.5878547579298832
283,rs4906364-<b>G</b>,2e-06,bipolar disorder,PPP1R13B,14:103748005,0.3161564440570868
516,rs2111504-<b>T</b>,2e-06,bipolar disorder,DPY19L3,19:32426549,0.832048118445404
521,rs2989476-<b>?</b>,2e-06,bipolar disorder,LINC01748,1:60593587,-1.0
165,rs10122788-<b>G</b>,2e-06,bipolar disorder,MVB12B,9:126444553,0.4490807625846293
284,rs77626951-<b>G</b>,2e-06,bipolar disorder,LINC02149,5:15113630,0.0032616832424339644
120,rs2245641-<b>?</b>,2e-06,bipolar disorder,TTC39B,9:15309930,-1.0
120,rs2245641-<b>?</b>,2e-06,bipolar disorder,RPL7P33,9:15309930,-1.0
280,rs5990908-<b>C</b>,2e-06,bipolar disorder,UNKNOWN,X:20638387,0.8909287257019438
285,rs181957530-<b>?</b>,2e-06,bipolar disorder,FSTL5,4:161420812,-1.0
538,rs11622475-<b>?</b>,2e-06,bipolar disorder,TDRD9,14:104042739,-1.0
166,rs6714647-<b>A</b>,2e-06,bipolar disorder,LYARP1,2:82237883,0.8944566813509545
167,rs814197-<b>G</b>,2e-06,bipolar disorder,LINC01748,1:60626784,0.4585272958104105
168,rs10136228-<b>G</b>,2e-06,bipolar disorder,SLC8A3,14:70118552,0.482881928349116
170,rs28627084-<b>C</b>,2e-06,bipolar disorder,INSYN1,15:73731297,0.8493615865254007
170,rs28627084-<b>C</b>,2e-06,bipolar disorder,CD276,15:73731297,0.8493615865254007
163,rs10860416-<b>G</b>,2e-06,bipolar disorder,ANKS1B,12:99298229,0.30449160369020545
161,rs6902652-<b>G</b>,2e-06,bipolar disorder,OFCC1,6:10167324,0.9772705383800443
160,rs56397913-<b>C</b>,2e-06,bipolar disorder,TMEM131,2:97983036,0.9271042879830598
159,rs191580074-<b>A</b>,2e-06,bipolar disorder,RNA5SP149,3:180084126,0.02631578947368421
159,rs191580074-<b>A</b>,2e-06,bipolar disorder,PEX5L,3:180084126,0.02631578947368421
158,rs76420936-<b>A</b>,2e-06,bipolar disorder,KCNN2,5:114086246,0.012677081954190388
157,rs115462819-<b>C</b>,2e-06,bipolar disorder,RNU6-239P,1:154293485,0.9800416883793642
157,rs115462819-<b>C</b>,2e-06,bipolar disorder,HAX1,1:154293485,0.9800416883793642
526,rs4627791-<b>?</b>,2e-06,bipolar disorder,CMTM8,3:32306332,-1.0
524,rs1375144-<b>?</b>,2e-06,bipolar disorder,DPP10,2:115483610,-1.0
535,rs1568889-<b>?</b>,2e-06,bipolar disorder,HSP90AA2P,11:27987916,-1.0
535,rs1568889-<b>?</b>,2e-06,bipolar disorder,KIF18A,11:27987916,-1.0
279,rs75580062-<b>T</b>,2e-06,bipolar disorder,CFAP221,2:119565915,0.008382936507936508
539,rs1344484-<b>?</b>,2e-06,bipolar disorder,PHBP21,16:52878387,-1.0
164,rs3004668-<b>G</b>,2e-06,bipolar disorder,IL9RP1,9:138141056,0.49883663972569187
547,rs8099939-<b>T</b>,2e-06,bipolar disorder,GRIK5,19:42016956,0.4747208480565371
444,rs7250872-<b>T</b>,2e-06,bipolar disorder,ATP8B3,19:1811604,0.30859203111470707
564,rs736408-<b>C</b>,2e-06,bipolar disorder,ITIH3,3:52801338,0.6254552273422619
540,rs7247513-<b>?</b>,2e-06,bipolar disorder,ZNF490,19:12580371,-1.0
572,rs4450798-<b>T</b>,2e-06,bipolar disorder,LINC00620,3:13695501,0.18269665096470283
545,rs17197037-<b>A</b>,2e-06,bipolar disorder,HNRNPC,14:21257495,0.4009477267270236
558,rs6746896-<b>A</b>,2e-06,bipolar disorder,UNKNOWN,Mapping not available,0.7031384715149996
574,rs10865974-<b>?</b>,2e-06,bipolar disorder,PBRM1,3:52684264,-1.0
574,rs10865974-<b>?</b>,2e-06,bipolar disorder,GNL3,3:52684264,-1.0
552,rs3845817-<b>T</b>,2e-06,bipolar disorder,RPS15AP15,2:65531391,0.40005394049511694
552,rs3845817-<b>T</b>,2e-06,bipolar disorder,RN7SL635P,2:65531391,0.40005394049511694
573,rs11773966-<b>A</b>,2e-06,bipolar disorder,ATP6V1H,8:53642640,0.013410749152194019
461,rs7041940-<b>?</b>,3e-06,bipolar disorder,GARNL3,9:127347467,-1.0
523,rs7570682-<b>?</b>,3e-06,bipolar disorder,TCF23,2:104366809,-1.0
523,rs7570682-<b>?</b>,3e-06,bipolar disorder,AHCYP3,2:104366809,-1.0
458,rs2314398-<b>?</b>,3e-06,bipolar disorder,CNNM4,2:96747751,-1.0
458,rs2314398-<b>?</b>,3e-06,bipolar disorder,LMAN2L,2:96747751,-1.0
575,rs3744728-<b>C</b>,3e-06,bipolar disorder,WSCD1,17:6190631,0.07548967707781895
575,rs3744728-<b>C</b>,3e-06,bipolar disorder,RNU6-1264P,17:6190631,0.07548967707781895
565,rs12912251-<b>G</b>,3e-06,bipolar disorder,LINC02694,15:38694167,0.7091270489571421
576,rs2860031-<b>?</b>,3e-06,bipolar disorder,LINC01648,1:30052867,-1.0
562,rs7578035-<b>G</b>,3e-06,bipolar disorder,LINC02611,2:98766429,0.4787151382896064
548,rs6122972-<b>A</b>,3e-06,bipolar disorder,PARD6B,20:50758705,0.8202840794837577
548,rs6122972-<b>A</b>,3e-06,bipolar disorder,BCAS4,20:50758705,0.8202840794837577
541,rs2989476-<b>C</b>,3e-06,bipolar disorder,LINC01748,1:60593587,0.43413649851632047
554,rs4660531-<b>T</b>,3e-06,bipolar disorder,FOXO6,1:41374150,0.3322856156117701
555,rs2287921-<b>C</b>,3e-06,bipolar disorder,RASIP1,19:48725015,0.4835548201095208
171,rs140643378-<b>G</b>,3e-06,bipolar disorder,PABPC1L2B,X:73035874,-1.0
171,rs140643378-<b>G</b>,3e-06,bipolar disorder,PABPC1L2A,X:73035874,-1.0
172,rs59811079-<b>G</b>,3e-06,bipolar disorder,DLGAP2,8:1677566,0.7689652269091521
173,chr7_131863813_D-<b>?</b>,3e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
174,chr10_116615129_I-<b>?</b>,3e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
184,rs17073012-<b>G</b>,3e-06,bipolar disorder,FYN,6:111858435,0.13091221695970934
175,rs190905111-<b>A</b>,3e-06,bipolar disorder,SEMG1,20:45212068,0.9967776584317938
175,rs190905111-<b>A</b>,3e-06,bipolar disorder,SEMG2,20:45212068,0.9967776584317938
177,rs78781559-<b>A</b>,3e-06,bipolar disorder,C12orf76,12:110075511,0.07022544700699664
177,rs78781559-<b>A</b>,3e-06,bipolar disorder,IFT81,12:110075511,0.07022544700699664
178,rs4938784-<b>T</b>,3e-06,bipolar disorder,LAYN,11:111542740,0.324377926353023
179,rs56662938-<b>A</b>,3e-06,bipolar disorder,TNKS,8:9836046,0.13795659078877712
179,rs56662938-<b>A</b>,3e-06,bipolar disorder,MIR124-1HG,8:9836046,0.13795659078877712
181,chr20_33361359_I-<b>?</b>,3e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
182,rs68093531-<b>C</b>,3e-06,bipolar disorder,SLAMF9,1:159954778,0.8802172977624785
182,rs68093531-<b>C</b>,3e-06,bipolar disorder,LINC01133,1:159954778,0.8802172977624785
176,rs142204301-<b>A</b>,3e-06,bipolar disorder,LINC01203,X:13358691,0.012008501594048884
183,rs79032349-<b>T</b>,3e-06,bipolar disorder,HIVEP2,6:142872951,0.9729949874686716
665,rs72734311-<b>A</b>,3e-06,bipolar disorder,TLE4,9:79664433,0.059979155810317875
522,rs4027132-<b>?</b>,3e-06,bipolar disorder,MIR3681HG,2:11897366,-1.0
493,rs4130590-<b>?</b>,3e-06,bipolar disorder,GARNL3,9:127345685,-1.0
450,rs13409348-<b>G</b>,3e-06,bipolar disorder,CTNNA2,2:79312862,0.7474854420328216
445,rs6733011-<b>G</b>,3e-06,bipolar disorder,CRACDL,2:98849039,0.5494377522737572
587,rs17099448-<b>?</b>,3e-06,bipolar disorder,TPI1P1,1:76682734,-1.0
587,rs17099448-<b>?</b>,3e-06,bipolar disorder,ST6GALNAC3,1:76682734,-1.0
194,rs12468729-<b>G</b>,4e-06,bipolar disorder,SLC4A10,2:161476919,0.604807063440157
185,rs436129-<b>G</b>,4e-06,bipolar disorder,VAV3-AS1,1:107969525,0.8004620759607799
476,rs16966460-<b>?</b>,4e-06,bipolar disorder,SPRED1,15:38219782,-1.0
531,rs4739466-<b>?</b>,4e-06,bipolar disorder,SMARCE1P4,8:37084024,-1.0
186,rs77516904-<b>G</b>,4e-06,bipolar disorder,NRF1,7:129627460,0.0347273689782954
187,rs58377812-<b>T</b>,4e-06,bipolar disorder,KPNA4,3:160530034,0.053839599531366494
188,rs113123846-<b>G</b>,4e-06,bipolar disorder,LINC00970,1:168967834,0.008547008547008548
189,rs78785751-<b>C</b>,4e-06,bipolar disorder,SRPK2,7:105230141,0.02465496015032722
460,rs17082664-<b>?</b>,4e-06,bipolar disorder,SYNE1,6:152417619,-1.0
494,rs16966460-<b>G</b>,4e-06,bipolar disorder,SPRED1,15:38219782,0.10275064779748853
464,rs12290811-<b>?</b>,4e-06,bipolar disorder,TENM4,11:79372576,-1.0
191,chr12_49463279_D-<b>?</b>,4e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
508,rs6458307-<b>?</b>,4e-06,bipolar disorder,BICRAL,6:42763377,-1.0
190,rs1889339-<b>G</b>,4e-06,bipolar disorder,WNK2,9:93291646,0.21638307021315806
470,rs216345-<b>?</b>,4e-06,bipolar disorder,UBE2R2-AS1,9:33799372,-1.0
496,rs4380451-<b>?</b>,4e-06,bipolar disorder,CMTM8,3:32288005,-1.0
451,rs2537859-<b>T</b>,4e-06,bipolar disorder,KIT,4:54616651,0.43540248904633166
451,rs2537859-<b>T</b>,4e-06,bipolar disorder,LINC02260,4:54616651,0.43540248904633166
505,rs17082664-<b>G</b>,4e-06,bipolar disorder,SYNE1,6:152417619,0.07410207939508506
577,rs3934861-<b>?</b>,4e-06,bipolar disorder,MYOM3,1:24105466,-1.0
497,rs216345-<b>T</b>,4e-06,bipolar disorder,UBE2R2-AS1,9:33799372,0.3833415024670784
195,rs7210415-<b>G</b>,4e-06,bipolar disorder,KCTD2,17:75041773,0.37647554806070826
195,rs7210415-<b>G</b>,4e-06,bipolar disorder,ATP5PD,17:75041773,0.37647554806070826
195,rs7210415-<b>G</b>,4e-06,bipolar disorder,RN7SL573P,17:75041773,0.37647554806070826
553,rs2176528-<b>C</b>,4e-06,bipolar disorder,UNKNOWN,2:194007459,0.7246430111345017
537,rs6574988-<b>?</b>,4e-06,bipolar disorder,LINC01146,14:88093648,-1.0
588,rs17622252-<b>?</b>,4e-06,bipolar disorder,CDKAL1,6:21331676,-1.0
192,rs17730333-<b>G</b>,4e-06,bipolar disorder,RNA5SP272,8:88364075,0.010265763418447107
192,rs17730333-<b>G</b>,4e-06,bipolar disorder,MMP16,8:88364075,0.010265763418447107
489,rs11720452-<b>?</b>,4.9999999999999996e-06,bipolar disorder,SGO1-AS1,3:21207150,-1.0
509,rs683395-<b>G</b>,4.9999999999999996e-06,bipolar disorder,LAMP3,3:183152030,0.0983046946916232
495,rs12436436-<b>C</b>,4.9999999999999996e-06,bipolar disorder,LINC00596,14:23912306,0.09503384118318803
126,rs2287375-<b>?</b>,4.9999999999999996e-06,bipolar disorder,TMEM63C,14:77218499,-1.0
122,rs3750552-<b>?</b>,4.9999999999999996e-06,bipolar disorder,FAM189A2,9:69328086,-1.0
119,rs10237317-<b>?</b>,4.9999999999999996e-06,bipolar disorder,AUTS2,7:70580955,-1.0
498,rs3821396-<b>A</b>,4.9999999999999996e-06,bipolar disorder,ZNF385D,3:21664877,0.11144281688396147
196,rs2117096-<b>T</b>,4.9999999999999996e-06,bipolar disorder,MIR378C,10:130881981,0.7409417264985807
197,rs7015455-<b>C</b>,4.9999999999999996e-06,bipolar disorder,MSRA,8:10367649,0.5732743483689714
202,rs75677206-<b>C</b>,4.9999999999999996e-06,bipolar disorder,IL12A-AS1,3:160083194,0.018422445738485973
474,rs307660-<b>?</b>,4.9999999999999996e-06,bipolar disorder,UBAP2,9:33942932,-1.0
580,rs2962370-<b>G</b>,4.9999999999999996e-06,bipolar disorder,BASP1-AS1,5:17215335,0.44632086851628466
580,rs2962370-<b>G</b>,4.9999999999999996e-06,bipolar disorder,BASP1,5:17215335,0.44632086851628466
579,rs1775715-<b>G</b>,4.9999999999999996e-06,bipolar disorder,KIF5B,10:32020077,0.5051727315708917
578,rs10255295-<b>G</b>,4.9999999999999996e-06,bipolar disorder,RCC2P3,7:138174020,0.11945550725078284
578,rs10255295-<b>G</b>,4.9999999999999996e-06,bipolar disorder,Y_RNA,7:138174020,0.11945550725078284
589,rs9359856-<b>?</b>,4.9999999999999996e-06,bipolar disorder,LYRM2,6:89598266,-1.0
589,rs9359856-<b>?</b>,4.9999999999999996e-06,bipolar disorder,ANKRD6,6:89598266,-1.0
491,rs8015959-<b>T</b>,4.9999999999999996e-06,bipolar disorder,NPAS3,14:33011716,0.03666949226856859
534,rs17600642-<b>?</b>,4.9999999999999996e-06,bipolar disorder,ADAMTS14,10:70703238,-1.0
662,rs12933065-<b>T</b>,4.9999999999999996e-06,bipolar disorder,CMTR2,16:71347976,0.6132498217741115
662,rs12933065-<b>T</b>,4.9999999999999996e-06,bipolar disorder,CALB2,16:71347976,0.6132498217741115
447,rs7427021-<b>G</b>,4.9999999999999996e-06,bipolar disorder,UNKNOWN,3:164044176,0.4625245737436557
198,rs10492859-<b>A</b>,4.9999999999999996e-06,bipolar disorder,CDH13,16:82828209,0.7885112819640732
292,rs188076915-<b>G</b>,4.9999999999999996e-06,bipolar disorder,AIFM1,X:130151035,0.006349901467046201
293,rs7707252-<b>G</b>,4.9999999999999996e-06,bipolar disorder,Y_RNA,5:79544787,0.26814607058292933
291,rs11162556-<b>A</b>,4.9999999999999996e-06,bipolar disorder,ADGRL4,1:78795698,0.6644095030414323
459,rs3821396-<b>?</b>,4.9999999999999996e-06,bipolar disorder,ZNF385D,3:21664877,-1.0
482,rs289585-<b>?</b>,4.9999999999999996e-06,bipolar disorder,DLC1,8:13403027,-1.0
294,rs6829845-<b>A</b>,4.9999999999999996e-06,bipolar disorder,IL21,4:122589611,0.26295108259823574
481,rs271738-<b>A</b>,4.9999999999999996e-06,bipolar disorder,LINC01354,1:234527144,0.4946505901333107
481,rs271738-<b>A</b>,4.9999999999999996e-06,bipolar disorder,TARBP1,1:234527144,0.4946505901333107
467,rs12436436-<b>?</b>,4.9999999999999996e-06,bipolar disorder,LINC00596,14:23912306,-1.0
557,rs12730292-<b>C</b>,4.9999999999999996e-06,bipolar disorder,UNKNOWN,1:78789077,0.6754585795306234
206,rs942516-<b>A</b>,4.9999999999999996e-06,bipolar disorder,BRINP1,9:119363076,0.14502662546841102
200,rs7581349-<b>G</b>,4.9999999999999996e-06,bipolar disorder,LINC02611,2:98773244,0.4914198827021939
205,rs1013191-<b>T</b>,4.9999999999999996e-06,bipolar disorder,LINC02096,17:15025416,0.4172578083642139
205,rs1013191-<b>T</b>,4.9999999999999996e-06,bipolar disorder,CDRT7,17:15025416,0.4172578083642139
204,chr2_186025770_D-<b>?</b>,4.9999999999999996e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
201,rs3843751-<b>T</b>,4.9999999999999996e-06,bipolar disorder,SLC44A2,19:10637445,0.7262958280657396
475,rs7042161-<b>?</b>,6e-06,bipolar disorder,SVEP1,9:110434983,-1.0
499,rs1948368-<b>?</b>,6e-06,bipolar disorder,LINC01307,1:101472921,-1.0
472,rs1419103-<b>?</b>,6e-06,bipolar disorder,LINC01307,1:101475100,-1.0
501,rs2278702-<b>?</b>,6e-06,bipolar disorder,LINC00927,15:80402580,-1.0
501,rs2278702-<b>?</b>,6e-06,bipolar disorder,ARNT2,15:80402580,-1.0
525,rs2953174-<b>?</b>,6e-06,bipolar disorder,CAPN10-DT,2:240582850,-1.0
500,rs544368-<b>T</b>,6e-06,bipolar disorder,SIAE,11:124668099,0.11937884935345457
465,rs544368-<b>?</b>,6e-06,bipolar disorder,SIAE,11:124668099,-1.0
300,rs10005422-<b>T</b>,6e-06,bipolar disorder,LINC02264,4:117740497,0.4849442379182156
300,rs10005422-<b>T</b>,6e-06,bipolar disorder,LINC01378,4:117740497,0.4849442379182156
442,rs2905072-<b>A</b>,6e-06,bipolar disorder,GFI1B,9:132969648,0.7955581275411684
302,chr6_18802039_I-<b>?</b>,6e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
299,rs8066384-<b>C</b>,6e-06,bipolar disorder,RPTOR,17:80651956,0.6630157921548651
303,rs189574365-<b>A</b>,6e-06,bipolar disorder,GNA14,9:77685834,0.013822894168466522
303,rs189574365-<b>A</b>,6e-06,bipolar disorder,GNAQ,9:77685834,0.013822894168466522
298,rs7971456-<b>C</b>,6e-06,bipolar disorder,WSCD2,12:108202622,0.44065643197458976
297,rs12392936-<b>A</b>,6e-06,bipolar disorder,RNU6-133P,X:21304805,1.0
297,rs12392936-<b>A</b>,6e-06,bipolar disorder,CNKSR2,X:21304805,1.0
585,rs8040009-<b>C</b>,6e-06,bipolar disorder,C15orf32,15:92501109,0.1862277240977423
296,rs72673100-<b>C</b>,6e-06,bipolar disorder,LINC00641,14:21205210,0.5491659635230739
295,chr6_84351889_I-<b>?</b>,6e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
441,rs6990255-<b>T</b>,6e-06,bipolar disorder,PPP1R3B,8:34269430,0.048947371735529904
441,rs6990255-<b>T</b>,6e-06,bipolar disorder,RPL10AP3,8:34269430,0.048947371735529904
301,rs142920219-<b>C</b>,6e-06,bipolar disorder,CAMK1D,10:12489159,0.9388565378507147
664,rs74680417-<b>T</b>,6e-06,bipolar disorder,TTC39B,9:15216096,0.11048173636844892
304,rs77015885-<b>A</b>,7e-06,bipolar disorder,LINC02751,11:15509462,0.04053398058252427
513,rs3761218-<b>C</b>,7e-06,bipolar disorder,CDC25B,20:3795528,0.39219547031218116
502,rs7226677-<b>G</b>,7e-06,bipolar disorder,COLEC12,18:278796,0.1508956034014836
502,rs7226677-<b>G</b>,7e-06,bipolar disorder,THOC1-DT,18:278796,0.1508956034014836
305,rs117450257-<b>G</b>,7e-06,bipolar disorder,SLC12A9,7:100848615,0.04335627316040233
305,rs117450257-<b>G</b>,7e-06,bipolar disorder,SLC12A9-AS1,7:100848615,0.04335627316040233
121,rs9995093-<b>?</b>,7e-06,bipolar disorder,PPM1K-DT,4:88299792,-1.0
306,rs9895770-<b>T</b>,7e-06,bipolar disorder,PRKCA,17:66538700,0.25739605365318197
307,rs1378559-<b>T</b>,7e-06,bipolar disorder,CNKSR2,X:21362148,0.8667296786389413
308,chr16_60146407_D-<b>?</b>,7e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
311,rs1552246-<b>G</b>,7e-06,bipolar disorder,U2,8:109796715,0.5986273620987619
314,chr12_57483523_I-<b>?</b>,7e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
125,rs4467006-<b>?</b>,7e-06,bipolar disorder,TMEM63C,14:77218327,-1.0
313,rs7307046-<b>G</b>,7e-06,bipolar disorder,HDAC7,12:47784411,0.5797953315290933
511,rs10134944-<b>T</b>,7e-06,bipolar disorder,SLC35F4,14:57652478,0.1019239942757195
581,rs1680005-<b>A</b>,7e-06,bipolar disorder,PIM1,6:37206969,0.35213281992298845
581,rs1680005-<b>A</b>,7e-06,bipolar disorder,TMEM217,6:37206969,0.35213281992298845
582,rs12617721-<b>C</b>,7e-06,bipolar disorder,INPP4A,2:98467429,0.274135830668494
671,chr11:108892250-<b>?</b>,7e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
530,rs2609653-<b>?</b>,7e-06,bipolar disorder,RPL10AP3,8:34379474,-1.0
510,rs2953145-<b>C</b>,7e-06,bipolar disorder,RNPEPL1,2:240576179,0.7744421440073614
590,rs4761053-<b>?</b>,7e-06,bipolar disorder,LINC00508,12:128021656,-1.0
590,rs4761053-<b>?</b>,7e-06,bipolar disorder,LINC02441,12:128021656,-1.0
473,rs1601875-<b>?</b>,7e-06,bipolar disorder,SUMF1,3:3617156,-1.0
449,rs6494849-<b>A</b>,7e-06,bipolar disorder,RNU6-745P,15:70188275,0.1317971156337258
449,rs6494849-<b>A</b>,7e-06,bipolar disorder,TLE3,15:70188275,0.1317971156337258
663,rs1906292-<b>T</b>,7e-06,bipolar disorder,LINC02513,4:38371374,0.572664944265408
478,rs7226677-<b>?</b>,7e-06,bipolar disorder,COLEC12,18:278796,-1.0
478,rs7226677-<b>?</b>,7e-06,bipolar disorder,THOC1-DT,18:278796,-1.0
469,rs722667-<b>?</b>,7e-06,bipolar disorder,SEPTIN7P14,4:119514966,-1.0
