variant_and_allele,p_value,trait,gene,location
rs17073012-<b>G</b>,3e-06,bipolar disorder,FYN,6:111858435
rs190905111-<b>A</b>,3e-06,bipolar disorder,SEMG1,20:45212068
rs190905111-<b>A</b>,3e-06,bipolar disorder,SEMG2,20:45212068
rs78781559-<b>A</b>,3e-06,bipolar disorder,C12orf76,12:110075511
rs78781559-<b>A</b>,3e-06,bipolar disorder,IFT81,12:110075511
rs4938784-<b>T</b>,3e-06,bipolar disorder,LAYN,11:111542740
rs56662938-<b>A</b>,3e-06,bipolar disorder,TNKS,8:9836046
rs56662938-<b>A</b>,3e-06,bipolar disorder,MIR124-1HG,8:9836046
chr20_33361359_I-<b>?</b>,3e-06,bipolar disorder,UNKNOWN,Mapping not available
rs68093531-<b>C</b>,3e-06,bipolar disorder,SLAMF9,1:159954778
rs68093531-<b>C</b>,3e-06,bipolar disorder,LINC01133,1:159954778
rs142204301-<b>A</b>,3e-06,bipolar disorder,LINC01203,X:13358691
rs79032349-<b>T</b>,3e-06,bipolar disorder,HIVEP2,6:142872951
rs72734311-<b>A</b>,3e-06,bipolar disorder,TLE4,9:79664433
rs4027132-<b>?</b>,3e-06,bipolar disorder,MIR3681HG,2:11897366
rs4130590-<b>?</b>,3e-06,bipolar disorder,GARNL3,9:127345685
rs13409348-<b>G</b>,3e-06,bipolar disorder,CTNNA2,2:79312862
rs6733011-<b>G</b>,3e-06,bipolar disorder,CRACDL,2:98849039
rs17099448-<b>?</b>,3e-06,bipolar disorder,TPI1P1,1:76682734
rs17099448-<b>?</b>,3e-06,bipolar disorder,ST6GALNAC3,1:76682734
rs12468729-<b>G</b>,4e-06,bipolar disorder,SLC4A10,2:161476919
rs436129-<b>G</b>,4e-06,bipolar disorder,VAV3-AS1,1:107969525
rs16966460-<b>?</b>,4e-06,bipolar disorder,SPRED1,15:38219782
rs4739466-<b>?</b>,4e-06,bipolar disorder,SMARCE1P4,8:37084024
rs77516904-<b>G</b>,4e-06,bipolar disorder,NRF1,7:129627460
rs58377812-<b>T</b>,4e-06,bipolar disorder,KPNA4,3:160530034
rs113123846-<b>G</b>,4e-06,bipolar disorder,LINC00970,1:168967834
rs78785751-<b>C</b>,4e-06,bipolar disorder,SRPK2,7:105230141
rs17082664-<b>?</b>,4e-06,bipolar disorder,SYNE1,6:152417619
rs16966460-<b>G</b>,4e-06,bipolar disorder,SPRED1,15:38219782
rs12290811-<b>?</b>,4e-06,bipolar disorder,TENM4,11:79372576
chr12_49463279_D-<b>?</b>,4e-06,bipolar disorder,UNKNOWN,Mapping not available
rs6458307-<b>?</b>,4e-06,bipolar disorder,BICRAL,6:42763377
rs1889339-<b>G</b>,4e-06,bipolar disorder,WNK2,9:93291646
rs216345-<b>?</b>,4e-06,bipolar disorder,UBE2R2-AS1,9:33799372
rs4380451-<b>?</b>,4e-06,bipolar disorder,CMTM8,3:32288005
rs2537859-<b>T</b>,4e-06,bipolar disorder,KIT,4:54616651
rs2537859-<b>T</b>,4e-06,bipolar disorder,LINC02260,4:54616651
rs17082664-<b>G</b>,4e-06,bipolar disorder,SYNE1,6:152417619
rs3934861-<b>?</b>,4e-06,bipolar disorder,MYOM3,1:24105466
rs216345-<b>T</b>,4e-06,bipolar disorder,UBE2R2-AS1,9:33799372
rs7210415-<b>G</b>,4e-06,bipolar disorder,KCTD2,17:75041773
rs7210415-<b>G</b>,4e-06,bipolar disorder,ATP5PD,17:75041773
rs7210415-<b>G</b>,4e-06,bipolar disorder,RN7SL573P,17:75041773
rs2176528-<b>C</b>,4e-06,bipolar disorder,UNKNOWN,2:194007459
rs6574988-<b>?</b>,4e-06,bipolar disorder,LINC01146,14:88093648
rs17622252-<b>?</b>,4e-06,bipolar disorder,CDKAL1,6:21331676
rs17730333-<b>G</b>,4e-06,bipolar disorder,RNA5SP272,8:88364075
rs17730333-<b>G</b>,4e-06,bipolar disorder,MMP16,8:88364075
rs11720452-<b>?</b>,4.9999999999999996e-06,bipolar disorder,SGO1-AS1,3:21207150
rs683395-<b>G</b>,4.9999999999999996e-06,bipolar disorder,LAMP3,3:183152030
rs12436436-<b>C</b>,4.9999999999999996e-06,bipolar disorder,LINC00596,14:23912306
rs2287375-<b>?</b>,4.9999999999999996e-06,bipolar disorder,TMEM63C,14:77218499
rs3750552-<b>?</b>,4.9999999999999996e-06,bipolar disorder,FAM189A2,9:69328086
rs10237317-<b>?</b>,4.9999999999999996e-06,bipolar disorder,AUTS2,7:70580955
rs3821396-<b>A</b>,4.9999999999999996e-06,bipolar disorder,ZNF385D,3:21664877
rs2117096-<b>T</b>,4.9999999999999996e-06,bipolar disorder,MIR378C,10:130881981
rs7015455-<b>C</b>,4.9999999999999996e-06,bipolar disorder,MSRA,8:10367649
rs75677206-<b>C</b>,4.9999999999999996e-06,bipolar disorder,IL12A-AS1,3:160083194
rs307660-<b>?</b>,4.9999999999999996e-06,bipolar disorder,UBAP2,9:33942932
rs2962370-<b>G</b>,4.9999999999999996e-06,bipolar disorder,BASP1-AS1,5:17215335
rs2962370-<b>G</b>,4.9999999999999996e-06,bipolar disorder,BASP1,5:17215335
rs1775715-<b>G</b>,4.9999999999999996e-06,bipolar disorder,KIF5B,10:32020077
rs10255295-<b>G</b>,4.9999999999999996e-06,bipolar disorder,RCC2P3,7:138174020
rs10255295-<b>G</b>,4.9999999999999996e-06,bipolar disorder,Y_RNA,7:138174020
rs9359856-<b>?</b>,4.9999999999999996e-06,bipolar disorder,LYRM2,6:89598266
rs9359856-<b>?</b>,4.9999999999999996e-06,bipolar disorder,ANKRD6,6:89598266
rs8015959-<b>T</b>,4.9999999999999996e-06,bipolar disorder,NPAS3,14:33011716
rs17600642-<b>?</b>,4.9999999999999996e-06,bipolar disorder,ADAMTS14,10:70703238
rs12933065-<b>T</b>,4.9999999999999996e-06,bipolar disorder,CMTR2,16:71347976
rs12933065-<b>T</b>,4.9999999999999996e-06,bipolar disorder,CALB2,16:71347976
rs7427021-<b>G</b>,4.9999999999999996e-06,bipolar disorder,UNKNOWN,3:164044176
rs10492859-<b>A</b>,4.9999999999999996e-06,bipolar disorder,CDH13,16:82828209
rs188076915-<b>G</b>,4.9999999999999996e-06,bipolar disorder,AIFM1,X:130151035
rs7707252-<b>G</b>,4.9999999999999996e-06,bipolar disorder,Y_RNA,5:79544787
rs11162556-<b>A</b>,4.9999999999999996e-06,bipolar disorder,ADGRL4,1:78795698
rs3821396-<b>?</b>,4.9999999999999996e-06,bipolar disorder,ZNF385D,3:21664877
rs289585-<b>?</b>,4.9999999999999996e-06,bipolar disorder,DLC1,8:13403027
rs6829845-<b>A</b>,4.9999999999999996e-06,bipolar disorder,IL21,4:122589611
rs271738-<b>A</b>,4.9999999999999996e-06,bipolar disorder,LINC01354,1:234527144
rs271738-<b>A</b>,4.9999999999999996e-06,bipolar disorder,TARBP1,1:234527144
rs12436436-<b>?</b>,4.9999999999999996e-06,bipolar disorder,LINC00596,14:23912306
rs12730292-<b>C</b>,4.9999999999999996e-06,bipolar disorder,UNKNOWN,1:78789077
rs942516-<b>A</b>,4.9999999999999996e-06,bipolar disorder,BRINP1,9:119363076
rs7581349-<b>G</b>,4.9999999999999996e-06,bipolar disorder,LINC02611,2:98773244
rs1013191-<b>T</b>,4.9999999999999996e-06,bipolar disorder,LINC02096,17:15025416
rs1013191-<b>T</b>,4.9999999999999996e-06,bipolar disorder,CDRT7,17:15025416
chr2_186025770_D-<b>?</b>,4.9999999999999996e-06,bipolar disorder,UNKNOWN,Mapping not available
rs3843751-<b>T</b>,4.9999999999999996e-06,bipolar disorder,SLC44A2,19:10637445
rs7042161-<b>?</b>,6e-06,bipolar disorder,SVEP1,9:110434983
rs1948368-<b>?</b>,6e-06,bipolar disorder,LINC01307,1:101472921
rs1419103-<b>?</b>,6e-06,bipolar disorder,LINC01307,1:101475100
rs2278702-<b>?</b>,6e-06,bipolar disorder,LINC00927,15:80402580
rs2278702-<b>?</b>,6e-06,bipolar disorder,ARNT2,15:80402580
rs2953174-<b>?</b>,6e-06,bipolar disorder,CAPN10-DT,2:240582850
rs544368-<b>T</b>,6e-06,bipolar disorder,SIAE,11:124668099
rs544368-<b>?</b>,6e-06,bipolar disorder,SIAE,11:124668099
rs10005422-<b>T</b>,6e-06,bipolar disorder,LINC02264,4:117740497
rs10005422-<b>T</b>,6e-06,bipolar disorder,LINC01378,4:117740497
rs2905072-<b>A</b>,6e-06,bipolar disorder,GFI1B,9:132969648
chr6_18802039_I-<b>?</b>,6e-06,bipolar disorder,UNKNOWN,Mapping not available
rs8066384-<b>C</b>,6e-06,bipolar disorder,RPTOR,17:80651956
rs189574365-<b>A</b>,6e-06,bipolar disorder,GNA14,9:77685834
rs189574365-<b>A</b>,6e-06,bipolar disorder,GNAQ,9:77685834
rs7971456-<b>C</b>,6e-06,bipolar disorder,WSCD2,12:108202622
rs12392936-<b>A</b>,6e-06,bipolar disorder,RNU6-133P,X:21304805
rs12392936-<b>A</b>,6e-06,bipolar disorder,CNKSR2,X:21304805
rs8040009-<b>C</b>,6e-06,bipolar disorder,C15orf32,15:92501109
rs72673100-<b>C</b>,6e-06,bipolar disorder,LINC00641,14:21205210
chr6_84351889_I-<b>?</b>,6e-06,bipolar disorder,UNKNOWN,Mapping not available
rs6990255-<b>T</b>,6e-06,bipolar disorder,PPP1R3B,8:34269430
rs6990255-<b>T</b>,6e-06,bipolar disorder,RPL10AP3,8:34269430
rs142920219-<b>C</b>,6e-06,bipolar disorder,CAMK1D,10:12489159
rs74680417-<b>T</b>,6e-06,bipolar disorder,TTC39B,9:15216096
rs77015885-<b>A</b>,7e-06,bipolar disorder,LINC02751,11:15509462
rs3761218-<b>C</b>,7e-06,bipolar disorder,CDC25B,20:3795528
rs7226677-<b>G</b>,7e-06,bipolar disorder,COLEC12,18:278796
rs7226677-<b>G</b>,7e-06,bipolar disorder,THOC1-DT,18:278796
rs117450257-<b>G</b>,7e-06,bipolar disorder,SLC12A9,7:100848615
rs117450257-<b>G</b>,7e-06,bipolar disorder,SLC12A9-AS1,7:100848615
rs9995093-<b>?</b>,7e-06,bipolar disorder,PPM1K-DT,4:88299792
rs9895770-<b>T</b>,7e-06,bipolar disorder,PRKCA,17:66538700
rs1378559-<b>T</b>,7e-06,bipolar disorder,CNKSR2,X:21362148
chr16_60146407_D-<b>?</b>,7e-06,bipolar disorder,UNKNOWN,Mapping not available
rs1552246-<b>G</b>,7e-06,bipolar disorder,U2,8:109796715
chr12_57483523_I-<b>?</b>,7e-06,bipolar disorder,UNKNOWN,Mapping not available
rs4467006-<b>?</b>,7e-06,bipolar disorder,TMEM63C,14:77218327
rs7307046-<b>G</b>,7e-06,bipolar disorder,HDAC7,12:47784411
rs10134944-<b>T</b>,7e-06,bipolar disorder,SLC35F4,14:57652478
rs1680005-<b>A</b>,7e-06,bipolar disorder,PIM1,6:37206969
rs1680005-<b>A</b>,7e-06,bipolar disorder,TMEM217,6:37206969
rs12617721-<b>C</b>,7e-06,bipolar disorder,INPP4A,2:98467429
chr11:108892250-<b>?</b>,7e-06,bipolar disorder,UNKNOWN,Mapping not available
rs2609653-<b>?</b>,7e-06,bipolar disorder,RPL10AP3,8:34379474
rs2953145-<b>C</b>,7e-06,bipolar disorder,RNPEPL1,2:240576179
rs4761053-<b>?</b>,7e-06,bipolar disorder,LINC00508,12:128021656
rs4761053-<b>?</b>,7e-06,bipolar disorder,LINC02441,12:128021656
rs1601875-<b>?</b>,7e-06,bipolar disorder,SUMF1,3:3617156
rs6494849-<b>A</b>,7e-06,bipolar disorder,RNU6-745P,15:70188275
rs6494849-<b>A</b>,7e-06,bipolar disorder,TLE3,15:70188275
rs1906292-<b>T</b>,7e-06,bipolar disorder,LINC02513,4:38371374
rs7226677-<b>?</b>,7e-06,bipolar disorder,COLEC12,18:278796
rs7226677-<b>?</b>,7e-06,bipolar disorder,THOC1-DT,18:278796
rs722667-<b>?</b>,7e-06,bipolar disorder,SEPTIN7P14,4:119514966
rs722667-<b>?</b>,7e-06,bipolar disorder,PDE5A,4:119514966
rs12677998-<b>G</b>,7e-06,bipolar disorder,LETM2,8:38391683
rs17079247-<b>T</b>,8e-06,bipolar disorder,LINC00375,13:85091744
rs66506713-<b>T</b>,8e-06,bipolar disorder,RPA1,17:1916217
rs66506713-<b>T</b>,8e-06,bipolar disorder,RTN4RL1,17:1916217
rs703965-<b>?</b>,8e-06,bipolar disorder,ZMIZ1,10:79195310
rs7550853-<b>C</b>,8e-06,bipolar disorder,SMYD3,1:246455643
rs7897194-<b>?</b>,8e-06,bipolar disorder,MIR4675,10:20503405
rs255353-<b>A</b>,8e-06,bipolar disorder,MCTP1,5:94785878
rs73068042-<b>G</b>,8e-06,bipolar disorder,TRANK1,3:36876910
rs16842765-<b>G</b>,8e-06,bipolar disorder,UNKNOWN,2:209292126
rs11622475-<b>C</b>,8e-06,bipolar disorder,TDRD9,14:104042739
rs2286492-<b>?</b>,8e-06,bipolar disorder,FAM126A,7:22945391
rs6510489-<b>?</b>,8e-06,bipolar disorder,KRTDAP,19:35482387
rs6510489-<b>?</b>,8e-06,bipolar disorder,FFAR2,19:35482387
rs1038094-<b>G</b>,9e-06,bipolar disorder,INSYN1,15:73720096
rs1038094-<b>G</b>,9e-06,bipolar disorder,CD276,15:73720096
rs7827290-<b>G</b>,9e-06,bipolar disorder,SLC45A4,8:141290216
rs2289700-<b>A</b>,9e-06,bipolar disorder,CTSH,15:78932341
rs312273-<b>?</b>,9e-06,bipolar disorder,CNTN1,12:40853940
rs7747960-<b>A</b>,9e-06,bipolar disorder,SYNE1,6:152470339
rs1930961-<b>?</b>,9e-06,bipolar disorder,CRYBB2P1,22:25479298
chr7_130876812_D-<b>?</b>,9e-06,bipolar disorder,UNKNOWN,Mapping not available
rs111930716-<b>A</b>,9e-06,bipolar disorder,LINC01505,9:105992588
rs4770394-<b>A</b>,9e-06,bipolar disorder,HMGA1P6,13:23118839
rs6788153-<b>T</b>,9e-06,bipolar disorder,FGF12,3:192499942
rs10982256-<b>?</b>,9e-06,bipolar disorder,WHRN,9:114498554
rs149898505-<b>T</b>,9e-06,bipolar disorder,PHAX,5:126622335
rs1035050-<b>T</b>,9e-06,bipolar disorder,NGFR,17:49486650
rs1035050-<b>T</b>,9e-06,bipolar disorder,LINC02075,17:49486650
rs6124684-<b>?</b>,9e-06,bipolar disorder,KCNS1,20:45092852
chr15_96034210_I-<b>?</b>,9e-06,bipolar disorder,UNKNOWN,Mapping not available
