,variant_and_allele,p_value,trait,gene,location,maf
1969,rs17620999-<b>?</b>,5e-10,schizophrenia,CNTN4,3:2519872,-1.0
530,rs13355485-<b>?</b>,5e-10,schizophrenia,UNKNOWN,5:45904032,-1.0
742,rs6430491-<b>G</b>,5e-10,schizophrenia,MGAT5,2:134083396,0.7833360696109013
2490,rs7405404-<b>?</b>,5e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
1239,rs12908161-<b>A</b>,5e-10,schizophrenia,SEC11A,15:84664594,0.7786130227633669
1239,rs12908161-<b>A</b>,5e-10,schizophrenia,NMB,15:84664594,0.7786130227633669
2170,rs7216638-<b>?</b>,5e-10,schizophrenia,SMG6,17:2253159,-1.0
2478,rs11057189-<b>?</b>,5e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
2098,rs73022874-<b>?</b>,5e-10,schizophrenia,LINC02551,11:130861542,-1.0
414,rs117074560-<b>?</b>,5e-10,schizophrenia,FUT9,6:96011775,-1.0
414,rs117074560-<b>?</b>,5e-10,schizophrenia,KRT18P50,6:96011775,-1.0
1129,rs115070292-<b>?</b>,5e-10,schizophrenia,GABBR1,6:29563197,-1.0
533,rs72639203-<b>?</b>,5e-10,schizophrenia,SNORD3A,17:19188139,-1.0
332,rs12363019-<b>?</b>,5e-10,schizophrenia,LINC02686,11:24352999,-1.0
481,rs9841616-<b>?</b>,5e-10,schizophrenia,SOX2-OT,3:181449797,-1.0
375,rs13335685-<b>?</b>,6e-10,schizophrenia,CORO7-PAM16,16:4419283,-1.0
375,rs13335685-<b>?</b>,6e-10,schizophrenia,CORO7,16:4419283,-1.0
1431,rs6002655-<b>T</b>,6e-10,schizophrenia,TCF20,22:42207808,0.43688187576397375
695,rs6704768-<b>A</b>,6e-10,schizophrenia,GIGYF2,2:232727791,0.5495045760532487
460,rs76442143-<b>?</b>,6e-10,schizophrenia,DOCK3,3:51006168,-1.0
452,rs6721549-<b>?</b>,6e-10,schizophrenia,MGAT5,2:134084736,-1.0
2499,rs133047-<b>?</b>,6e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
1133,rs6918586-<b>T</b>,6e-10,schizophrenia,HFE,6:26097156,0.5950292549598329
382,rs6986895-<b>?</b>,6e-10,schizophrenia,CSMD1,8:4959350,-1.0
1424,rs5757717-<b>C</b>,6e-10,schizophrenia,CACNA1I,22:39546229,0.5652854511970534
1424,rs5757717-<b>C</b>,6e-10,schizophrenia,RPS19BP1,22:39546229,0.5652854511970534
561,rs12928842-<b>C</b>,6e-10,schizophrenia,SLC38A8,16:84044382,0.677280120105092
561,rs12928842-<b>C</b>,6e-10,schizophrenia,MBTPS1,16:84044382,0.677280120105092
859,rs12148337-<b>T</b>,6e-10,schizophrenia,UNKNOWN,15:70296933,0.4998411689961881
340,rs77502336-<b>?</b>,6e-10,schizophrenia,GRAMD1B,11:123523928,-1.0
874,rs832190-<b>C</b>,6e-10,schizophrenia,THOC7,3:63856953,0.4083807610757728
8,rs215411-<b>A</b>,6e-10,schizophrenia,RFPL4AP3,4:23421980,0.33806246691371095
358,rs71428218-<b>?</b>,6e-10,schizophrenia,UNKNOWN,13:56374126,-1.0
2172,rs12991836-<b>?</b>,6e-10,schizophrenia,ZEB2,2:144383974,-1.0
2171,rs10156310-<b>?</b>,6e-10,schizophrenia,NSD3,8:38351611,-1.0
1137,rs6984242-<b>G</b>,7.000000000000001e-10,schizophrenia,UNKNOWN,8:59787910,0.34965590259396506
1343,rs1498232-<b>T</b>,7.000000000000001e-10,schizophrenia,LINC01648,1:29961104,0.39468743096973713
2174,rs13169274-<b>?</b>,7.000000000000001e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
648,rs926914-<b>T</b>,7.000000000000001e-10,schizophrenia,RBX1,22:41022150,0.26997108391506264
648,rs926914-<b>T</b>,7.000000000000001e-10,schizophrenia,Y_RNA,22:41022150,0.26997108391506264
1364,rs133047-<b>T</b>,7.000000000000001e-10,schizophrenia,UNKNOWN,Mapping not available,0.09538493164765136
384,rs17687067-<b>?</b>,7.000000000000001e-10,schizophrenia,ZDHHC2,8:17178692,-1.0
102,rs8082590-<b>G</b>,7.000000000000001e-10,schizophrenia,GID4,17:18055088,0.38954591096731006
357,rs9567393-<b>?</b>,7.000000000000001e-10,schizophrenia,FRY,13:32189620,-1.0
461,rs10935182-<b>?</b>,7.000000000000001e-10,schizophrenia,STAG1,3:136418580,-1.0
909,rs2332700-<b>C</b>,7.000000000000001e-10,schizophrenia,RGS6,14:71950609,0.25145579671784013
2492,rs12969453-<b>?</b>,7.000000000000001e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
839,rs758117-<b>C</b>,8e-10,schizophrenia,CACNA1C,12:2404143,0.7578613022763366
2082,rs5758265-<b>?</b>,8e-10,schizophrenia,L3MBTL2-AS1,22:41221893,-1.0
2082,rs5758265-<b>?</b>,8e-10,schizophrenia,L3MBTL2,22:41221893,-1.0
2555,rs198806-<b>?</b>,8e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
125,rs6804239-<b>C</b>,8e-10,schizophrenia,UNKNOWN,3:162062700,0.6764066549619597
373,rs758129-<b>?</b>,8e-10,schizophrenia,POLG-DT,15:89357656,-1.0
373,rs758129-<b>?</b>,8e-10,schizophrenia,MIR9-3HG,15:89357656,-1.0
1123,rs10883795-<b>?</b>,8e-10,schizophrenia,AS3MT,10:102894820,-1.0
1123,rs10883795-<b>?</b>,8e-10,schizophrenia,BORCS7-ASMT,10:102894820,-1.0
296,rs2905426-<b>?</b>,9e-10,schizophrenia,MAU2,19:19367213,-1.0
296,rs2905426-<b>?</b>,9e-10,schizophrenia,GATAD2A,19:19367213,-1.0
2109,rs7143919-<b>?</b>,9e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
2110,rs2693698-<b>?</b>,9e-10,schizophrenia,BCL11B,14:99252882,-1.0
2458,rs11665242-<b>G</b>,9e-10,schizophrenia,DCC,18:53380757,0.3872382100346542
412,rs9342117-<b>?</b>,9e-10,schizophrenia,EYS,6:64081515,-1.0
1396,rs210152-<b>A</b>,9e-10,schizophrenia,GGNBP1,6:33547743,0.8366746745701192
1082,rs4648845-<b>T</b>,9e-10,schizophrenia,PLCH2,1:2455662,0.4755091566838159
876,rs2577831-<b>A</b>,9e-10,schizophrenia,PBRM1,3:52594040,0.4314764604387478
2175,rs12908161-<b>?</b>,9e-10,schizophrenia,SEC11A,15:84664594,-1.0
2175,rs12908161-<b>?</b>,9e-10,schizophrenia,NMB,15:84664594,-1.0
1659,rs3798869-<b>G</b>,9e-10,schizophrenia,SNAP91,6:83618941,0.5996823716251986
881,rs7719676-<b>G</b>,1e-09,schizophrenia,ZSWIM6,5:61441122,0.732199588861895
880,rs34796896-<b>G</b>,1e-09,schizophrenia,FXR1,3:180905467,0.8234975636166757
403,rs112222723-<b>?</b>,1e-09,schizophrenia,RNU6-543P,10:63102717,-1.0
2447,rs4615688-<b>G</b>,1e-09,schizophrenia,CDCA4P1,9:14505863,0.09811954331766286
546,rs72986630-<b>?</b>,1e-09,schizophrenia,ZNF823,19:11738921,-1.0
842,rs4240748-<b>G</b>,1e-09,schizophrenia,LINC02404,12:91853010,0.5531125387682765
878,rs202904-<b>C</b>,1e-09,schizophrenia,ZSCAN16-AS1,6:28050847,0.7079003558718862
849,rs2383377-<b>A</b>,1e-09,schizophrenia,AKAP6,14:32788708,0.1323222194367845
2396,rs793571-<b>A</b>,1e-09,schizophrenia,MINDY2,15:58849507,0.7611964002117523
913,rs13176930-<b>T</b>,1e-09,schizophrenia,LINC01470,5:153285161,0.6935944944415035
912,rs2015244-<b>A</b>,1e-09,schizophrenia,LINC01648,1:29956096,0.48183180370855966
398,rs13284900-<b>?</b>,1e-09,schizophrenia,RALGPS1,9:126943228,-1.0
914,rs8055219-<b>A</b>,1e-09,schizophrenia,MIR4719,16:13659527,0.2223302859365882
492,rs13164092-<b>?</b>,1e-09,schizophrenia,ETF1,5:138505171,-1.0
492,rs13164092-<b>?</b>,1e-09,schizophrenia,RPL7P19,5:138505171,-1.0
381,rs13261217-<b>?</b>,1e-09,schizophrenia,CSMD1,8:4325535,-1.0
1024,rs6466055-<b>A</b>,1e-09,schizophrenia,SRPK2,7:105288617,0.3705134992059291
451,rs62152284-<b>?</b>,1e-09,schizophrenia,AHCYP3,2:104367929,-1.0
449,rs12328348-<b>?</b>,1e-09,schizophrenia,RN7SL361P,2:60558802,-1.0
449,rs12328348-<b>?</b>,1e-09,schizophrenia,BCL11A,2:60558802,-1.0
1085,rs10520163-<b>T</b>,1e-09,schizophrenia,CLCN3,4:169705401,0.5009815357478165
2177,rs7129727-<b>?</b>,1e-09,schizophrenia,TMX2,11:57717188,-1.0
298,rs1498232-<b>?</b>,1e-09,schizophrenia,LINC01648,1:29961104,-1.0
2176,rs1899543-<b>?</b>,1e-09,schizophrenia,Y_RNA,11:24384873,-1.0
2533,rs1509378-<b>?</b>,1e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
693,rs35657897-<b>A</b>,1e-09,schizophrenia,PLCL1,2:198064362,0.31183228029867893
1982,rs35017470-<b>?</b>,1e-09,schizophrenia,LINC02060,5:88431287,-1.0
1982,rs35017470-<b>?</b>,1e-09,schizophrenia,TMEM161B-AS1,5:88431287,-1.0
688,rs12474906-<b>A</b>,1e-09,schizophrenia,UNKNOWN,Mapping not available,0.8576148136063301
1954,rs8139773-<b>?</b>,1e-09,schizophrenia,CACNA1I,22:39579686,-1.0
677,rs6694545-<b>A</b>,1e-09,schizophrenia,UNKNOWN,Mapping not available,0.2687491369473738
2525,rs2239063-<b>?</b>,1e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
1930,rs35274053-<b>?</b>,1e-09,schizophrenia,LINC02551,11:130848319,-1.0
1925,rs11027827-<b>?</b>,1e-09,schizophrenia,LINC02686,11:24353633,-1.0
1624,rs2973155-<b>C</b>,1e-09,schizophrenia,LINC01470,5:153229059,0.539367088607595
1630,rs3132565-<b>A</b>,1e-09,schizophrenia,PSORS1C1,6:31135187,0.49509472259810555
2556,rs12214031-<b>?</b>,1e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
36,rs56007784-<b>C</b>,1e-09,schizophrenia,YWHAE,17:1387656,0.7240166293572113
5,rs6846161-<b>A</b>,1e-09,schizophrenia,GPM6A,4:175945308,0.24759131815775542
1926,rs61882743-<b>?</b>,1e-09,schizophrenia,AMBRA1,11:46527204,-1.0
122,rs2910032-<b>C</b>,1e-09,schizophrenia,LINC01470,5:153160794,0.47030071193284456
300,rs6466055-<b>?</b>,1e-09,schizophrenia,SRPK2,7:105288617,-1.0
297,rs6984242-<b>?</b>,1e-09,schizophrenia,UNKNOWN,8:59787910,-1.0
254,rs4873803-<b>?</b>,1e-09,schizophrenia,MROH6,8:143572424,-1.0
2484,rs17270962-<b>?</b>,1e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
2099,rs11223656-<b>?</b>,1e-09,schizophrenia,IGSF9B,11:133973078,-1.0
2099,rs11223656-<b>?</b>,1e-09,schizophrenia,LINC02730,11:133973078,-1.0
2509,rs75836205-<b>?</b>,1e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
535,rs4793885-<b>?</b>,1e-09,schizophrenia,MSI2,17:57650863,-1.0
2086,rs10491964-<b>?</b>,1e-09,schizophrenia,CACNA1C,12:2391265,-1.0
2021,rs6748251-<b>?</b>,2e-09,schizophrenia,UNKNOWN,2:193603800,-1.0
1862,rs7940866-<b>T</b>,2e-09,schizophrenia,SNX19,11:130947684,0.5045692633455924
1862,rs7940866-<b>T</b>,2e-09,schizophrenia,RN7SL167P,11:130947684,0.5045692633455924
2553,rs72804781-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
2073,rs11874716-<b>?</b>,2e-09,schizophrenia,LINC01929,18:55083457,-1.0
301,rs2910032-<b>?</b>,2e-09,schizophrenia,LINC01470,5:153160794,-1.0
885,rs67575965-<b>A</b>,2e-09,schizophrenia,H1-12P,6:26196365,0.7896717500098515
1842,rs12807809-<b>T</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,0.8271619292941941
1810,rs12666575-<b>?</b>,2e-09,schizophrenia,MAD1L1,7:1964786,-1.0
1805,rs11191580-<b>?</b>,2e-09,schizophrenia,NT5C2,10:103146454,-1.0
303,rs3849046-<b>?</b>,2e-09,schizophrenia,ETF1,5:138515503,-1.0
2564,rs217320-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
1718,rs11139497-<b>A</b>,2e-09,schizophrenia,DDX10P2,9:82125026,0.39126521969295924
2179,rs211829-<b>?</b>,2e-09,schizophrenia,UNKNOWN,7:110408836,-1.0
2178,rs11409090-<b>?</b>,2e-09,schizophrenia,TBC1D5,3:17846144,-1.0
1096,rs117074560-<b>C</b>,2e-09,schizophrenia,FUT9,6:96011775,0.9559239424754798
1096,rs117074560-<b>C</b>,2e-09,schizophrenia,KRT18P50,6:96011775,0.9559239424754798
1390,rs2053079-<b>G</b>,2e-09,schizophrenia,ZNF536,19:30496516,0.22542413414737078
379,rs2010476-<b>?</b>,2e-09,schizophrenia,UNKNOWN,16:64339990,-1.0
2510,rs13267290-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
2004,rs67575965-<b>?</b>,2e-09,schizophrenia,H1-12P,6:26196365,-1.0
2040,rs11740474-<b>?</b>,2e-09,schizophrenia,GALNT10,5:154301187,-1.0
1989,rs6918354-<b>?</b>,2e-09,schizophrenia,CARMIL1,6:25444386,-1.0
1989,rs6918354-<b>?</b>,2e-09,schizophrenia,CMAHP,6:25444386,-1.0
1038,rs9420-<b>A</b>,2e-09,schizophrenia,SELENOH,11:57742822,0.31674518546914565
441,rs975025-<b>?</b>,2e-09,schizophrenia,AXDND1,1:179369192,-1.0
440,rs6670165-<b>?</b>,2e-09,schizophrenia,BRINP2,1:177310985,-1.0
440,rs6670165-<b>?</b>,2e-09,schizophrenia,LINC01645,1:177310985,-1.0
397,rs2767713-<b>?</b>,2e-09,schizophrenia,DDX10P2,9:82184622,-1.0
118,rs11210195-<b>C</b>,2e-09,schizophrenia,RN7SKP19,1:73283600,0.536791953414505
118,rs11210195-<b>C</b>,2e-09,schizophrenia,LINC01360,1:73283600,0.536791953414505
2057,rs79210963-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
1962,rs7599488-<b>?</b>,2e-09,schizophrenia,BCL11A,2:60491212,-1.0
391,rs867743-<b>?</b>,2e-09,schizophrenia,UNKNOWN,8:59782088,-1.0
399,rs1043009-<b>?</b>,2e-09,schizophrenia,KLF6,10:3777522,-1.0
2494,rs72934586-<b>?</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
93,rs13261217-<b>G</b>,2e-09,schizophrenia,CSMD1,8:4325535,0.22634613098775705
2059,rs13233308-<b>?</b>,2e-09,schizophrenia,ABCB1,7:87615644,-1.0
2035,rs454822-<b>?</b>,2e-09,schizophrenia,TMEM161B,5:88254278,-1.0
2463,rs7626288-<b>A</b>,2e-09,schizophrenia,LTF,3:46443878,0.10989881750579056
705,rs160593-<b>G</b>,2e-09,schizophrenia,LIN28B,6:105018457,0.48552844516369975
550,rs6128857-<b>?</b>,2e-09,schizophrenia,ACTR5,20:38738094,-1.0
550,rs6128857-<b>?</b>,2e-09,schizophrenia,SLC32A1,20:38738094,-1.0
2441,rs9332466-<b>T</b>,2e-09,schizophrenia,PCGF3,4:750310,0.7490653616735277
664,rs1790135-<b>T</b>,2e-09,schizophrenia,MPHOSPH9,12:123184688,0.6605879752431476
2424,rs505061-<b>A</b>,2e-09,schizophrenia,LINC01239,9:22767165,0.5079264985937875
633,rs13267290-<b>A</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,0.7987838948233361
626,rs35182064-<b>A</b>,2e-09,schizophrenia,GRM3,7:86617000,0.01315353155742235
617,rs10515678-<b>T</b>,2e-09,schizophrenia,LINC01470,5:152943676,0.24156358238495795
2392,rs71407077-<b>C</b>,2e-09,schizophrenia,RNF111,15:58882001,0.687465149994424
2392,rs71407077-<b>C</b>,2e-09,schizophrenia,SLTM,15:58882001,0.687465149994424
558,rs5943630-<b>?</b>,2e-09,schizophrenia,IL1RAPL1,X:29258095,-1.0
687,rs1509378-<b>A</b>,2e-09,schizophrenia,UNKNOWN,Mapping not available,0.3513566653558789
2418,rs9849438-<b>A</b>,2e-09,schizophrenia,UNKNOWN,3:80506314,0.714716781365802
789,rs867743-<b>G</b>,2e-09,schizophrenia,UNKNOWN,8:59782088,0.39399154983290346
676,rs7112616-<b>T</b>,2e-09,schizophrenia,RN7SL167P,11:130935439,0.5272252472496944
676,rs7112616-<b>T</b>,2e-09,schizophrenia,SNX19,11:130935439,0.5272252472496944
662,rs12826178-<b>T</b>,3.0000000000000004e-09,schizophrenia,NXPH4,12:57228588,0.061566966649020644
662,rs12826178-<b>T</b>,3.0000000000000004e-09,schizophrenia,SHMT2,12:57228588,0.061566966649020644
1863,rs17504622-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC01470,5:153274919,0.03365112327732679
1225,rs11717383-<b>G</b>,3.0000000000000004e-09,schizophrenia,PPM1M,3:52253452,0.4994841872441569
1225,rs11717383-<b>G</b>,3.0000000000000004e-09,schizophrenia,WDR82,3:52253452,0.4994841872441569
2011,rs7521492-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,1:163758686,-1.0
683,rs72769124-<b>A</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,1:239046758,0.07524091919940697
307,rs11139497-<b>?</b>,3.0000000000000004e-09,schizophrenia,DDX10P2,9:82125026,-1.0
306,rs4523957-<b>?</b>,3.0000000000000004e-09,schizophrenia,SRR,17:2305605,-1.0
1864,rs2905424-<b>T</b>,3.0000000000000004e-09,schizophrenia,GATAD2A,19:19362636,0.4138431425485961
1864,rs2905424-<b>T</b>,3.0000000000000004e-09,schizophrenia,MAU2,19:19362636,0.4138431425485961
305,rs6430095-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,2:145682377,-1.0
2428,rs4937935-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC02873,11:134710697,0.4821598729486501
2428,rs4937935-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC02706,11:134710697,0.4821598729486501
2419,rs9998799-<b>T</b>,3.0000000000000004e-09,schizophrenia,NAA11,4:79297258,0.5438856537850715
2419,rs9998799-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC01088,4:79297258,0.5438856537850715
2180,rs12898315-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,15:61561804,-1.0
2181,rs34269918-<b>?</b>,3.0000000000000004e-09,schizophrenia,RERE,1:8364925,-1.0
1972,rs832190-<b>?</b>,3.0000000000000004e-09,schizophrenia,THOC7,3:63856953,-1.0
1973,rs940174-<b>?</b>,3.0000000000000004e-09,schizophrenia,STAG1,3:136590868,-1.0
1037,rs11027857-<b>A</b>,3.0000000000000004e-09,schizophrenia,Y_RNA,11:24382074,0.5061573160860374
463,rs13096176-<b>?</b>,3.0000000000000004e-09,schizophrenia,SOX2-OT,3:181034350,-1.0
1977,rs185071033-<b>?</b>,3.0000000000000004e-09,schizophrenia,RPSAP2,6:28746191,-1.0
1977,rs185071033-<b>?</b>,3.0000000000000004e-09,schizophrenia,NOP56P1,6:28746191,-1.0
1131,rs10883765-<b>?</b>,3.0000000000000004e-09,schizophrenia,ARL3,10:102696929,-1.0
467,rs320696-<b>?</b>,3.0000000000000004e-09,schizophrenia,PTN,7:137362391,-1.0
467,rs320696-<b>?</b>,3.0000000000000004e-09,schizophrenia,DGKI,7:137362391,-1.0
621,rs217289-<b>A</b>,3.0000000000000004e-09,schizophrenia,SNAP91,6:83692088,0.3916207548721322
477,rs942820-<b>?</b>,3.0000000000000004e-09,schizophrenia,PLCH2,1:2448266,-1.0
1934,rs679087-<b>?</b>,3.0000000000000004e-09,schizophrenia,TMTC1,12:29764332,-1.0
355,rs111589530-<b>?</b>,3.0000000000000004e-09,schizophrenia,CCDC62,12:122830405,-1.0
355,rs111589530-<b>?</b>,3.0000000000000004e-09,schizophrenia,HIP1R,12:122830405,-1.0
354,rs147786161-<b>?</b>,3.0000000000000004e-09,schizophrenia,MLXIP,12:122099234,-1.0
2547,rs704364-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
1627,rs3001723-<b>A</b>,3.0000000000000004e-09,schizophrenia,PTPRF,1:43572014,0.33631941434282137
329,rs17616243-<b>T</b>,3.0000000000000004e-09,schizophrenia,BMPR1B,4:94871365,0.14368910430782927
2377,rs59761926-<b>T</b>,3.0000000000000004e-09,schizophrenia,PTPRD,9:10238178,0.5549840803330884
525,rs10517289-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,4:33645261,-1.0
2101,rs672107-<b>?</b>,3.0000000000000004e-09,schizophrenia,TMTC1,12:29764333,-1.0
2069,rs9922678-<b>?</b>,3.0000000000000004e-09,schizophrenia,GRIN2A,16:9852462,-1.0
886,rs59979824-<b>C</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,2:192983614,0.6796462351062523
2007,rs35998080-<b>?</b>,4e-09,schizophrenia,LINC02797,1:72812932,-1.0
2107,rs10149407-<b>?</b>,4e-09,schizophrenia,PRKD1,14:29718199,-1.0
2060,rs7776707-<b>?</b>,4e-09,schizophrenia,LINC01004,7:104965083,-1.0
1952,rs1789567-<b>?</b>,4e-09,schizophrenia,LINC01539,18:56123888,-1.0
1952,rs1789567-<b>?</b>,4e-09,schizophrenia,LINC01905,18:56123888,-1.0
549,rs1075195-<b>?</b>,4e-09,schizophrenia,Metazoa_SRP,20:38718108,-1.0
549,rs1075195-<b>?</b>,4e-09,schizophrenia,SLC32A1,20:38718108,-1.0
624,rs79210963-<b>T</b>,4e-09,schizophrenia,UNKNOWN,Mapping not available,0.8993225638353309
864,rs11539637-<b>T</b>,4e-09,schizophrenia,FES,15:90885060,0.5238182362529523
888,rs67981189-<b>G</b>,4e-09,schizophrenia,PCNX1,14:71005509,0.349528451838508
2425,rs6479495-<b>C</b>,4e-09,schizophrenia,PHF2,9:93572320,0.18967707781895182
2425,rs6479495-<b>C</b>,4e-09,schizophrenia,FAM120A,9:93572320,0.18967707781895182
341,rs7127399-<b>?</b>,4e-09,schizophrenia,OR8Q1P,11:124591378,-1.0
341,rs7127399-<b>?</b>,4e-09,schizophrenia,OR8A1,11:124591378,-1.0
2450,rs7900775-<b>T</b>,4e-09,schizophrenia,SORCS3,10:104840585,0.3568027637066605
383,rs3088186-<b>?</b>,4e-09,schizophrenia,MSRA,8:10368845,-1.0
1056,rs56205728-<b>A</b>,4e-09,schizophrenia,PAK6,15:40275036,0.2782399299474606
1838,rs9960767-<b>C</b>,4e-09,schizophrenia,TCF4,18:55487771,0.06708588957055214
1090,rs77149735-<b>A</b>,4e-09,schizophrenia,SDCCAG8,1:243391803,0.026701119724375538
510,rs2293018-<b>?</b>,4e-09,schizophrenia,MST1R,3:49906323,-1.0
510,rs2293018-<b>?</b>,4e-09,schizophrenia,MON1A,3:49906323,-1.0
2072,rs4632195-<b>?</b>,5e-09,schizophrenia,DCC,18:53220378,-1.0
1054,rs2693698-<b>G</b>,5e-09,schizophrenia,BCL11B,14:99252882,0.5600811485642946
1628,rs301797-<b>A</b>,5e-09,schizophrenia,RERE-AS1,1:8427263,0.3054526204340921
1628,rs301797-<b>A</b>,5e-09,schizophrenia,RERE,1:8427263,0.3054526204340921
1091,rs3849046-<b>T</b>,5e-09,schizophrenia,ETF1,5:138515503,0.5090961593993647
2079,rs7267348-<b>?</b>,5e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
2028,rs832187-<b>?</b>,5e-09,schizophrenia,THOC7,3:63847374,-1.0
2028,rs832187-<b>?</b>,5e-09,schizophrenia,C3orf49,3:63847374,-1.0
2030,rs10935185-<b>?</b>,5e-09,schizophrenia,STAG1,3:136571687,-1.0
205,rs4479915-<b>G</b>,5e-09,schizophrenia,UNKNOWN,6:164654568,0.32235421166306694
2432,rs11147928-<b>G</b>,5e-09,schizophrenia,ENOX1,13:43777097,0.5256749602964531
121,rs17234749-<b>G</b>,5e-09,schizophrenia,Y_RNA,11:24360352,0.2856788899900892
121,rs17234749-<b>G</b>,5e-09,schizophrenia,LINC02686,11:24360352,0.2856788899900892
2183,rs10196799-<b>?</b>,5e-09,schizophrenia,ZNF804A,2:184776001,-1.0
63,rs111364339-<b>C</b>,5e-09,schizophrenia,RNU6-543P,10:63098112,0.010831509846827134
456,rs4660761-<b>?</b>,5e-09,schizophrenia,ATP6V0B,1:43974474,-1.0
456,rs4660761-<b>?</b>,5e-09,schizophrenia,DPH2,1:43974474,-1.0
2104,rs10735362-<b>?</b>,5e-09,schizophrenia,ANKS1B,12:99101208,-1.0
2548,rs4630889-<b>?</b>,5e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
27,rs12129037-<b>T</b>,5e-09,schizophrenia,FALEC,1:150519638,0.9592482562645311
27,rs12129037-<b>T</b>,5e-09,schizophrenia,ADAMTSL4-AS2,1:150519638,0.9592482562645311
81,rs9841616-<b>T</b>,5e-09,schizophrenia,SOX2-OT,3:181449797,0.7836950767601906
2037,rs4835691-<b>?</b>,5e-09,schizophrenia,CTNNA1,5:138602884,-1.0
2037,rs4835691-<b>?</b>,5e-09,schizophrenia,HSPA9,5:138602884,-1.0
1158,rs9665626-<b>G</b>,5e-09,schizophrenia,SUFU,10:102540881,0.8956310679611651
604,rs113568682-<b>A</b>,5e-09,schizophrenia,LINC01470,5:152920194,0.8493440830828095
890,rs72804786-<b>G</b>,5e-09,schizophrenia,LINC01470,5:152938239,0.7614902130420677
889,rs113897692-<b>A</b>,5e-09,schizophrenia,LINC01470,5:152797226,0.7719554401903526
1089,rs16867576-<b>A</b>,5e-09,schizophrenia,MEF2C-AS1,5:89450514,0.8460557347066467
1098,rs4330281-<b>C</b>,5e-09,schizophrenia,TBC1D5,3:17817874,0.38365420214735285
1232,rs12823424-<b>A</b>,5e-09,schizophrenia,CACNA1C,12:2404946,0.7629534601952819
309,rs12325245-<b>?</b>,5e-09,schizophrenia,CNOT1,16:58647489,-1.0
309,rs12325245-<b>?</b>,5e-09,schizophrenia,SLC38A7,16:58647489,-1.0
411,rs6938026-<b>?</b>,5e-09,schizophrenia,CUL9,6:43217995,-1.0
1087,rs1501357-<b>C</b>,5e-09,schizophrenia,HCN1,5:45364773,0.19828376451415766
2446,rs1137522-<b>C</b>,5e-09,schizophrenia,JRK,8:142657606,0.4565691837625491
2014,rs11903391-<b>?</b>,5e-09,schizophrenia,LINC01830,2:22418280,-1.0
488,rs7673823-<b>?</b>,5e-09,schizophrenia,GPM6A,4:175804069,-1.0
109,rs6500596-<b>G</b>,5e-09,schizophrenia,CORO7-PAM16,16:4420026,0.25224534908560653
109,rs6500596-<b>G</b>,5e-09,schizophrenia,CORO7,16:4420026,0.25224534908560653
491,rs419677-<b>?</b>,5e-09,schizophrenia,KRT18P42,5:109676609,-1.0
491,rs419677-<b>?</b>,5e-09,schizophrenia,MAN2A1-DT,5:109676609,-1.0
658,rs2238044-<b>A</b>,6.000000000000001e-09,schizophrenia,CACNA1C,12:2176565,0.3940160309563295
2438,rs12475492-<b>G</b>,6.000000000000001e-09,schizophrenia,RN7SKP224,2:48153579,0.1054956436970694
952,rs73191547-<b>T</b>,6.000000000000001e-09,schizophrenia,MSRA,8:10175915,0.2872948650079407
951,rs6738529-<b>G</b>,6.000000000000001e-09,schizophrenia,EFHD1,2:232686251,0.4979694115613929
951,rs6738529-<b>G</b>,6.000000000000001e-09,schizophrenia,GIGYF2,2:232686251,0.4979694115613929
