variant_and_allele,p_value,trait,gene,location,af,tissues
rs11717383-<b>G</b>,3.0000000000000004e-09,schizophrenia,WDR82,3:52253452,0.4994841872441569,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary&Pancreas&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs7521492-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,1:163758686,-1.0,Brain_Cortex
rs72769124-<b>A</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,1:239046758,0.07524091919940698,
rs11139497-<b>?</b>,3.0000000000000004e-09,schizophrenia,DDX10P2,9:82125026,-1.0,
rs4523957-<b>?</b>,3.0000000000000004e-09,schizophrenia,SRR,17:2305605,-1.0,
rs2905424-<b>T</b>,3.0000000000000004e-09,schizophrenia,GATAD2A,19:19362636,0.4138431425485961,
rs2905424-<b>T</b>,3.0000000000000004e-09,schizophrenia,MAU2,19:19362636,0.4138431425485961,
rs6430095-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,2:145682377,-1.0,
rs4937935-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC02873,11:134710697,0.4821598729486501,
rs4937935-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC02706,11:134710697,0.4821598729486501,
rs9998799-<b>T</b>,3.0000000000000004e-09,schizophrenia,NAA11,4:79297258,0.5438856537850715,Testis&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis
rs9998799-<b>T</b>,3.0000000000000004e-09,schizophrenia,LINC01088,4:79297258,0.5438856537850715,Testis&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis
rs12898315-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,15:61561804,-1.0,
rs34269918-<b>?</b>,3.0000000000000004e-09,schizophrenia,RERE,1:8364925,-1.0,
rs832190-<b>?</b>,3.0000000000000004e-09,schizophrenia,THOC7,3:63856953,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Prostate&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs940174-<b>?</b>,3.0000000000000004e-09,schizophrenia,STAG1,3:136590868,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus
rs11027857-<b>A</b>,3.0000000000000004e-09,schizophrenia,Y_RNA,11:24382074,0.5061573160860374,
rs13096176-<b>?</b>,3.0000000000000004e-09,schizophrenia,SOX2-OT,3:181034350,-1.0,Testis
rs185071033-<b>?</b>,3.0000000000000004e-09,schizophrenia,RPSAP2,6:28746191,-1.0,
rs185071033-<b>?</b>,3.0000000000000004e-09,schizophrenia,NOP56P1,6:28746191,-1.0,
rs10883765-<b>?</b>,3.0000000000000004e-09,schizophrenia,ARL3,10:102696929,-1.0,
rs320696-<b>?</b>,3.0000000000000004e-09,schizophrenia,PTN,7:137362391,-1.0,Testis&Nerve_Tibial&Pituitary&Thyroid&Artery_Aorta&Esophagus_Mucosa
rs320696-<b>?</b>,3.0000000000000004e-09,schizophrenia,DGKI,7:137362391,-1.0,Testis&Nerve_Tibial&Pituitary&Thyroid&Artery_Aorta&Esophagus_Mucosa
rs217289-<b>A</b>,3.0000000000000004e-09,schizophrenia,SNAP91,6:83692088,0.3916207548721322,Pituitary&Adrenal_Gland&Stomach&Cells_Cultured_fibroblasts
rs942820-<b>?</b>,3.0000000000000004e-09,schizophrenia,PLCH2,1:2448266,-1.0,Thyroid
rs679087-<b>?</b>,3.0000000000000004e-09,schizophrenia,TMTC1,12:29764332,-1.0,
rs111589530-<b>?</b>,3.0000000000000004e-09,schizophrenia,CCDC62,12:122830405,-1.0,
rs111589530-<b>?</b>,3.0000000000000004e-09,schizophrenia,HIP1R,12:122830405,-1.0,
rs147786161-<b>?</b>,3.0000000000000004e-09,schizophrenia,MLXIP,12:122099234,-1.0,
rs704364-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs3001723-<b>A</b>,3.0000000000000004e-09,schizophrenia,PTPRF,1:43572014,0.33631941434282137,Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Brain_Cerebellar_Hemisphere&Nerve_Tibial&Colon_Sigmoid&Thyroid&Brain_Cerebellum&Muscle_Skeletal&Prostate
rs17616243-<b>T</b>,3.0000000000000004e-09,schizophrenia,BMPR1B,4:94871365,0.14368910430782927,
rs59761926-<b>T</b>,3.0000000000000004e-09,schizophrenia,PTPRD,9:10238178,0.5549840803330884,
rs10517289-<b>?</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,4:33645261,-1.0,
rs672107-<b>?</b>,3.0000000000000004e-09,schizophrenia,TMTC1,12:29764333,-1.0,
rs9922678-<b>?</b>,3.0000000000000004e-09,schizophrenia,GRIN2A,16:9852462,-1.0,
rs59979824-<b>C</b>,3.0000000000000004e-09,schizophrenia,UNKNOWN,2:192983614,0.6796462351062523,
rs35998080-<b>?</b>,4e-09,schizophrenia,LINC02797,1:72812932,-1.0,Testis
rs10149407-<b>?</b>,4e-09,schizophrenia,PRKD1,14:29718199,-1.0,
rs7776707-<b>?</b>,4e-09,schizophrenia,LINC01004,7:104965083,-1.0,Heart_Atrial_Appendage&Whole_Blood&Lung&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Spleen
rs1789567-<b>?</b>,4e-09,schizophrenia,LINC01539,18:56123888,-1.0,
rs1789567-<b>?</b>,4e-09,schizophrenia,LINC01905,18:56123888,-1.0,
rs1075195-<b>?</b>,4e-09,schizophrenia,Metazoa_SRP,20:38718108,-1.0,
rs1075195-<b>?</b>,4e-09,schizophrenia,SLC32A1,20:38718108,-1.0,
rs79210963-<b>T</b>,4e-09,schizophrenia,UNKNOWN,Mapping not available,0.8993225638353309,
rs11539637-<b>T</b>,4e-09,schizophrenia,FES,15:90885060,0.5238182362529523,
rs67981189-<b>G</b>,4e-09,schizophrenia,PCNX1,14:71005509,0.349528451838508,
rs6479495-<b>C</b>,4e-09,schizophrenia,PHF2,9:93572320,0.18967707781895185,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs6479495-<b>C</b>,4e-09,schizophrenia,FAM120A,9:93572320,0.18967707781895185,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs7127399-<b>?</b>,4e-09,schizophrenia,OR8Q1P,11:124591378,-1.0,
rs7127399-<b>?</b>,4e-09,schizophrenia,OR8A1,11:124591378,-1.0,
rs7900775-<b>T</b>,4e-09,schizophrenia,SORCS3,10:104840585,0.3568027637066605,
rs3088186-<b>?</b>,4e-09,schizophrenia,MSRA,8:10368845,-1.0,Artery_Tibial&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Whole_Blood&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pancreas&Brain_Cerebellum
rs56205728-<b>A</b>,4e-09,schizophrenia,PAK6,15:40275036,0.2782399299474606,
rs9960767-<b>C</b>,4e-09,schizophrenia,TCF4,18:55487771,0.06708588957055214,
rs77149735-<b>A</b>,4e-09,schizophrenia,SDCCAG8,1:243391803,0.026701119724375538,Skin_Not_Sun_Exposed_Suprapubic&Skin_Sun_Exposed_Lower_leg&Adipose_Subcutaneous
rs2293018-<b>?</b>,4e-09,schizophrenia,MST1R,3:49906323,-1.0,
rs2293018-<b>?</b>,4e-09,schizophrenia,MON1A,3:49906323,-1.0,
rs4632195-<b>?</b>,5e-09,schizophrenia,DCC,18:53220378,-1.0,
rs2693698-<b>G</b>,5e-09,schizophrenia,BCL11B,14:99252882,0.5600811485642946,
rs301797-<b>A</b>,5e-09,schizophrenia,RERE-AS1,1:8427263,0.3054526204340921,Brain_Caudate_basal_ganglia&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Heart_Left_Ventricle&Nerve_Tibial&Pancreas
rs301797-<b>A</b>,5e-09,schizophrenia,RERE,1:8427263,0.3054526204340921,Brain_Caudate_basal_ganglia&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Heart_Left_Ventricle&Nerve_Tibial&Pancreas
rs3849046-<b>T</b>,5e-09,schizophrenia,ETF1,5:138515503,0.5090961593993647,Heart_Atrial_Appendage&Whole_Blood&Esophagus_Gastroesophageal_Junction&Artery_Tibial&Esophagus_Muscularis&Nerve_Tibial&Colon_Sigmoid&Small_Intestine_Terminal_Ileum&Esophagus_Mucosa
rs7267348-<b>?</b>,5e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs832187-<b>?</b>,5e-09,schizophrenia,THOC7,3:63847374,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs832187-<b>?</b>,5e-09,schizophrenia,C3orf49,3:63847374,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs10935185-<b>?</b>,5e-09,schizophrenia,STAG1,3:136571687,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus
rs4479915-<b>G</b>,5e-09,schizophrenia,UNKNOWN,6:164654568,0.3223542116630669,
rs11147928-<b>G</b>,5e-09,schizophrenia,ENOX1,13:43777097,0.5256749602964531,
rs17234749-<b>G</b>,5e-09,schizophrenia,Y_RNA,11:24360352,0.2856788899900892,
rs17234749-<b>G</b>,5e-09,schizophrenia,LINC02686,11:24360352,0.2856788899900892,
rs10196799-<b>?</b>,5e-09,schizophrenia,ZNF804A,2:184776001,-1.0,Thyroid
rs111364339-<b>C</b>,5e-09,schizophrenia,RNU6-543P,10:63098112,0.010831509846827134,
rs4660761-<b>?</b>,5e-09,schizophrenia,ATP6V0B,1:43974474,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Brain_Cerebellum
rs4660761-<b>?</b>,5e-09,schizophrenia,DPH2,1:43974474,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Testis&Brain_Cerebellum
rs10735362-<b>?</b>,5e-09,schizophrenia,ANKS1B,12:99101208,-1.0,
rs4630889-<b>?</b>,5e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs12129037-<b>T</b>,5e-09,schizophrenia,FALEC,1:150519638,0.9592482562645313,Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pancreas
rs12129037-<b>T</b>,5e-09,schizophrenia,ADAMTSL4-AS2,1:150519638,0.9592482562645313,Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pancreas
rs9841616-<b>T</b>,5e-09,schizophrenia,SOX2-OT,3:181449797,0.7836950767601906,Nerve_Tibial&Brain_Caudate_basal_ganglia
rs4835691-<b>?</b>,5e-09,schizophrenia,CTNNA1,5:138602884,-1.0,Whole_Blood&Artery_Tibial&Esophagus_Muscularis&Nerve_Tibial&Esophagus_Mucosa
rs4835691-<b>?</b>,5e-09,schizophrenia,HSPA9,5:138602884,-1.0,Whole_Blood&Artery_Tibial&Esophagus_Muscularis&Nerve_Tibial&Esophagus_Mucosa
rs9665626-<b>G</b>,5e-09,schizophrenia,SUFU,10:102540881,0.8956310679611651,
rs113568682-<b>A</b>,5e-09,schizophrenia,LINC01470,5:152920194,0.8493440830828095,Nerve_Tibial&Thyroid&Stomach&Brain_Caudate_basal_ganglia
rs72804786-<b>G</b>,5e-09,schizophrenia,LINC01470,5:152938239,0.7614902130420677,Nerve_Tibial&Thyroid&Stomach&Brain_Caudate_basal_ganglia
rs113897692-<b>A</b>,5e-09,schizophrenia,LINC01470,5:152797226,0.7719554401903526,Brain_Caudate_basal_ganglia&Brain_Frontal_Cortex_BA9&Stomach&Nerve_Tibial&Thyroid
rs16867576-<b>A</b>,5e-09,schizophrenia,MEF2C-AS1,5:89450514,0.8460557347066467,
rs4330281-<b>C</b>,5e-09,schizophrenia,TBC1D5,3:17817874,0.3836542021473529,Artery_Tibial
rs12823424-<b>A</b>,5e-09,schizophrenia,CACNA1C,12:2404946,0.7629534601952819,
rs12325245-<b>?</b>,5e-09,schizophrenia,CNOT1,16:58647489,-1.0,
rs12325245-<b>?</b>,5e-09,schizophrenia,SLC38A7,16:58647489,-1.0,
rs6938026-<b>?</b>,5e-09,schizophrenia,CUL9,6:43217995,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Whole_Blood&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pancreas
rs1501357-<b>C</b>,5e-09,schizophrenia,HCN1,5:45364773,0.19828376451415766,Nerve_Tibial&Thyroid&Esophagus_Muscularis&Lung
rs1137522-<b>C</b>,5e-09,schizophrenia,JRK,8:142657606,0.4565691837625491,Artery_Tibial&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Stomach&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Cerebellum
rs11903391-<b>?</b>,5e-09,schizophrenia,LINC01830,2:22418280,-1.0,
rs7673823-<b>?</b>,5e-09,schizophrenia,GPM6A,4:175804069,-1.0,Brain_Amygdala&Brain_Cortex&Brain_Cerebellum&Brain_Hippocampus&Brain_Caudate_basal_ganglia&Brain_Frontal_Cortex_BA9&Esophagus_Muscularis&Brain_Putamen_basal_ganglia&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Brain_Nucleus_accumbens_basal_ganglia&Brain_Hypothalamus
rs6500596-<b>G</b>,5e-09,schizophrenia,CORO7-PAM16,16:4420026,0.2522453490856065,
rs6500596-<b>G</b>,5e-09,schizophrenia,CORO7,16:4420026,0.2522453490856065,
rs419677-<b>?</b>,5e-09,schizophrenia,KRT18P42,5:109676609,-1.0,Whole_Blood&Testis&Artery_Tibial&Esophagus_Muscularis&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Esophagus_Mucosa
rs419677-<b>?</b>,5e-09,schizophrenia,MAN2A1-DT,5:109676609,-1.0,Whole_Blood&Testis&Artery_Tibial&Esophagus_Muscularis&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Esophagus_Mucosa
rs2238044-<b>A</b>,6.000000000000001e-09,schizophrenia,CACNA1C,12:2176565,0.3940160309563295,
rs12475492-<b>G</b>,6.000000000000001e-09,schizophrenia,RN7SKP224,2:48153579,0.1054956436970694,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs73191547-<b>T</b>,6.000000000000001e-09,schizophrenia,MSRA,8:10175915,0.2872948650079407,Skin_Not_Sun_Exposed_Suprapubic&Heart_Atrial_Appendage&Whole_Blood&Adipose_Subcutaneous&Lung&Brain_Hippocampus&Testis&Colon_Transverse&Esophagus_Muscularis&Stomach&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid&Thyroid&Cells_Cultured_fibroblasts&Artery_Aorta&Adipose_Visceral_Omentum&Spleen&Esophagus_Mucosa
rs6738529-<b>G</b>,6.000000000000001e-09,schizophrenia,EFHD1,2:232686251,0.4979694115613929,Artery_Tibial&Artery_Aorta&Esophagus_Mucosa
rs6738529-<b>G</b>,6.000000000000001e-09,schizophrenia,GIGYF2,2:232686251,0.4979694115613929,Artery_Tibial&Artery_Aorta&Esophagus_Mucosa
rs4243617-<b>?</b>,6.000000000000001e-09,schizophrenia,RTN1,14:59698352,-1.0,
rs13017997-<b>T</b>,6.000000000000001e-09,schizophrenia,LINC01876,2:155988248,0.8196523053665911,Esophagus_Mucosa
rs319227-<b>A</b>,6.000000000000001e-09,schizophrenia,PPP2R2B,5:146866199,0.6598084886128365,Skin_Not_Sun_Exposed_Suprapubic&Heart_Atrial_Appendage&Whole_Blood&Testis&Artery_Tibial&Colon_Sigmoid&Skin_Sun_Exposed_Lower_leg&Artery_Aorta&Esophagus_Mucosa
