"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs1805576-<b>G</b>,"1 x 10-6",,0.21,1.79,'-,[NR],FXR1,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,3:180949777
rs4854912-<b>T</b>,"9 x 10-8",,0.19,1.91,'-,[NR],SOX2-OT,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,3:181063312
rs10965890-<b>C</b>,"4 x 10-6",,0.06,2.27,'-,[NR],'-,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,9:23516290
rs7912575-<b>G</b>,"3 x 10-6",,0.01,4.52,'-,[NR],'-,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,"Mapping not available"
rs10858583-<b>C</b>,"2 x 10-7",,0.23,1.84,'-,[NR],'-,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,12:87334666
rs314580-<b>G</b>,"8 x 10-6",,0.04,2.41,'-,[NR],LINC00440,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,13:89259450
rs9554752-<b>T</b>,"6 x 10-6",,0.36,1.65,'-,[NR],NALCN,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,13:101073961
rs12149074-<b>G</b>,"4 x 10-6",,0.63,1.7857143,'-,[NR],'-,"Bipolar disorder and eating disorder","eating disorder, bipolar disorder",'-,GCST003135,16:80071969
rs1395241-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,FAT4,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,4:125438301
rs12912251-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,LINC02694,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,15:38694167
rs11773103-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,DMTF1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,7:87192664
rs1006737-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,CACNA1C,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,12:2236129
rs17082664-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,SYNE1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,6:152417619
rs1262778-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,DLEU1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,13:50492487
rs10994338-<b>?</b>,"5 x 10-7",,NR,'-,'-,'-,ANK3,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,10:60421370
rs7226677-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,"COLEC12, THOC1-DT","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,18:278796
rs4972755-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,'-,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,2:175375121
rs3117099-<b>?</b>,"3 x 10-6",,NR,1.25,'-,[NR],TSBP1-AS1,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,6:32390493
rs17746001-<b>T</b>,"3 x 10-7",,NR,1.75,'-,[NR],'-,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,4:179734472
rs17746001-<b>?</b>,"3 x 10-7",,NR,1.75,'-,[NR],'-,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,4:179734472
rs886424-<b>?</b>,"9 x 10-7",,NR,1.37,'-,[NR],LINC00243,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,6:30814225
rs2054399-<b>?</b>,"1 x 10-6",,NR,1.22,'-,[NR],"KCNMB2-AS1, KCNMB2","Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,3:178623794
rs821470-<b>A</b>,"3 x 10-6",,NR,1.25,'-,[NR],NLRC5,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,16:57024670
rs1484642-<b>C</b>,"3 x 10-6",,NR,1.43,'-,[NR],MSRA,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,8:10129145
rs181500-<b>T</b>,"5 x 10-6",,NR,1.24,'-,[NR],"PDZD8, EMX2OS","Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,10:117422360
rs4262150-<b>?</b>,"7 x 10-6",,NR,1.22,'-,[NR],LINC01470,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,5:152908893
rs253959-<b>T</b>,"8 x 10-6",,NR,1.21,'-,[NR],COMMD10,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,5:116233060
rs2058710-<b>A</b>,"9 x 10-6",,NR,1.24,'-,[NR],GPR1-AS,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,2:206257058
rs2524005-<b>?</b>,"5 x 10-7",,NR,1.32,'-,[NR],"HLA-U, HLA-K","Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,6:29931900
rs7872515-<b>?</b>,"6 x 10-7",,NR,1.39,'-,[NR],SPTLC1,"Bipolar disorder and schizophrenia","schizophrenia, bipolar disorder",'-,GCST001567,9:92060258
rs2934442-<b>?</b>,"1 x 10-6","(age of onset)",NR,'-,"1.022 unit decrease",[NR],CGNL1,"Bipolar disorder (age of onset and psychotic symptoms)","age at onset, bipolar disorder",'-,GCST000969,15:57470595
rs7795096-<b>?</b>,"2 x 10-6","(psychotic symptoms)",NR,1.2,'-,[NR],PRKAG2,"Bipolar disorder (age of onset and psychotic symptoms)","psychotic symptoms, bipolar disorder",'-,GCST000969,7:151849504
rs10198175-<b>?</b>,"1 x 10-6",,NR,1.92,'-,[NR],"APOB, LINC02850","Binge eating behaviour and bipolar disorder","binge eating, bipolar disorder",'-,GCST002419,2:20934123
rs13233490-<b>?</b>,"4 x 10-6",,NR,4.89,'-,[NR],'-,"Binge eating behaviour and bipolar disorder","binge eating, bipolar disorder",'-,GCST002419,7:9030639
rs2660304-<b>?</b>,"2 x 10-9",,NR,'-,"0.0141 unit increase",NR,MIR137HG,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,1:98046571
rs6701877-<b>?</b>,"6 x 10-10",,NR,'-,"0.0146 unit decrease",NR,"LINC02776, RPL30P1","Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,1:174046121
rs9866687-<b>?</b>,"4 x 10-8",,NR,'-,"0.013 unit increase",NR,LINC00879,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,3:95109346
rs1278493-<b>?</b>,"1 x 10-8",,NR,'-,"0.0135 unit increase",NR,PPP2R3A,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,3:136095167
rs7790864-<b>?</b>,"2 x 10-8",,NR,'-,"0.0132 unit increase",NR,CREB5,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,7:28439006
rs11778040-<b>?</b>,"5 x 10-8",,NR,'-,"0.0129 unit decrease",NR,GULOP,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,8:27562290
rs12554512-<b>?</b>,"4 x 10-8",,NR,'-,"0.013 unit decrease",NR,"SUMO2P2, LINC01239","Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,9:23352295
rs3764002-<b>?</b>,"6 x 10-11",,NR,'-,"0.0155 unit increase",NR,WSCD2,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,12:108224853
rs28637922-<b>?</b>,"8 x 10-12",,NR,'-,"0.0162 unit decrease",NR,ANAPC7,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,12:110381334
rs9319540-<b>?</b>,"4 x 10-8",,NR,'-,"0.013 unit increase",NR,'-,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,16:79424125
rs1054972-<b>?</b>,"2 x 10-8",,NR,'-,"0.0133 unit decrease",NR,KLF16,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,19:1852583
rs11696888-<b>?</b>,"1 x 10-9",,NR,'-,"0.0143 unit decrease",NR,STAU1,"Schizophrenia vs bipolar disorder (ordinary least squares (OLS))","schizophrenia, bipolar disorder",'-,GCST90016621,20:49136728
rs34162609-<b>?</b>,"2 x 10-8",,NR,'-,"0.0204 unit decrease",NR,ZNF592,"Bipolar disorder vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, bipolar disorder",'-,GCST90016605,15:84761215
rs2011503-<b>?</b>,"2 x 10-8",,NR,'-,"0.0205 unit decrease",NR,'-,"Bipolar disorder vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, bipolar disorder",'-,GCST90016605,"Mapping not available"
rs9834970-<b>?</b>,"2 x 10-11",,NR,'-,"0.0217 unit increase",NR,"LINC02033, HSPD1P6","Bipolar disorder vs autism spectrum disorder (ordinary least squares (OLS))","autism spectrum disorder, bipolar disorder",'-,GCST90016606,3:36814539
rs11724116-<b>?</b>,"3 x 10-8",,NR,'-,"0.0179 unit decrease",NR,FSTL5,"Bipolar disorder vs autism spectrum disorder (ordinary least squares (OLS))","autism spectrum disorder, bipolar disorder",'-,GCST90016606,4:161372886
rs10744560-<b>?</b>,"5 x 10-9",,NR,'-,"0.019 unit increase",NR,"CACNA1C, CACNA1C-IT3","Bipolar disorder vs autism spectrum disorder (ordinary least squares (OLS))","autism spectrum disorder, bipolar disorder",'-,GCST90016606,12:2277933
rs4619651-<b>?</b>,"4 x 10-8",,NR,'-,"0.0151 unit decrease",NR,"CNNM4, LMAN2L","Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,2:96750416
rs9834970-<b>?</b>,"2 x 10-12",,NR,'-,"0.0194 unit increase",NR,"LINC02033, HSPD1P6","Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,3:36814539
rs11724116-<b>?</b>,"1 x 10-8",,NR,'-,"0.0157 unit decrease",NR,FSTL5,"Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,4:161372886
rs28565152-<b>?</b>,"3 x 10-8",,NR,'-,"0.0153 unit increase",NR,ADCY2,"Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,5:7542798
rs12538191-<b>?</b>,"2 x 10-8",,NR,'-,"0.0154 unit decrease",NR,"MYO1G, PURB","Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,7:44941225
rs1024432-<b>?</b>,"7 x 10-9",,NR,'-,"0.0159 unit decrease",NR,CTTNBP2,"Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,7:117939275
rs12275195-<b>?</b>,"7 x 10-9",,NR,'-,"0.016 unit increase",NR,TENM4,"Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,11:79394755
rs4447398-<b>?</b>,"2 x 10-8",,NR,'-,"0.0154 unit decrease",NR,STARD9,"Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,15:42612706
rs111444407-<b>?</b>,"3 x 10-10",,NR,'-,"0.0174 unit increase",NR,NCAN,"Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,19:19247398
rs2011503-<b>?</b>,"6 x 10-9",,NR,'-,"0.0225 unit decrease",NR,'-,"Bipolar disorder vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","Tourette syndrome, bipolar disorder",'-,GCST90016609,"Mapping not available"
rs11908600-<b>?</b>,"4 x 10-8",,NR,'-,"0.0151 unit decrease",NR,STK4,"Bipolar disorder vs major depressive disorder (ordinary least squares (OLS))","unipolar depression, bipolar disorder",'-,GCST90016607,20:45004777
rs6675366-<b>?</b>,"4 x 10-8",,NR,'-,"0.018 unit increase",NR,"PTPRC, ATP6V1G3","Bipolar disorder vs obsessive compulsive disorder (ordinary least squares (OLS))","obsessive-compulsive disorder, bipolar disorder",'-,GCST90016608,1:198548178
rs12563424-<b>?</b>,"3 x 10-8",,NR,'-,"0.0213 unit increase",NR,'-,"Bipolar disorder vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","Tourette syndrome, bipolar disorder",'-,GCST90016609,"Mapping not available"
rs3804640-<b>?</b>,"1 x 10-8",,NR,'-,"0.0221 unit decrease",NR,CD47,"Bipolar disorder vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","Tourette syndrome, bipolar disorder",'-,GCST90016609,3:108074862
rs2388334-<b>?</b>,"1 x 10-12",,NR,'-,"0.0274 unit increase",NR,"EIF4EBP2P3, HLA-DRB5","Bipolar disorder vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","Tourette syndrome, bipolar disorder",'-,GCST90016609,6:98143746
rs1511237-<b>?</b>,"5 x 10-8",,NR,'-,"0.0211 unit increase",NR,TENM4,"Bipolar disorder vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","Tourette syndrome, bipolar disorder",'-,GCST90016609,11:79403640
rs571017-<b>?</b>,"4 x 10-9",,NR,'-,"0.0207 unit increase",NR,LINC01748,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,1:60638487
rs17183814-<b>?</b>,"7 x 10-11",,NR,'-,"0.0229 unit decrease",NR,SCN2A,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,2:165295879
rs9834970-<b>?</b>,"6 x 10-12",,NR,'-,"0.0242 unit increase",NR,"LINC02033, HSPD1P6","Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,3:36814539
rs6829845-<b>?</b>,"1 x 10-8",,NR,'-,"0.0199 unit decrease",NR,IL21,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,4:122589611
rs79360559-<b>?</b>,"2 x 10-9",,NR,'-,"0.0212 unit decrease",NR,FSTL5,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,4:161378979
rs7707252-<b>?</b>,"2 x 10-8",,NR,'-,"0.0198 unit increase",NR,Y_RNA,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,5:79544787
rs7969091-<b>?</b>,"2 x 10-9",,NR,'-,"0.0212 unit increase",NR,"DHH, RHEBL1","Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,12:49070666
rs12898460-<b>?</b>,"2 x 10-9",,NR,'-,"0.0211 unit decrease",NR,LINC02694,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,15:38694612
rs6846584-<b>?</b>,"9 x 10-9",,NR,'-,"0.021 unit decrease",NR,SLC10A7,"Bipolar disorder vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, bipolar disorder",'-,GCST90016605,4:146346985
rs323509-<b>?</b>,"2 x 10-9",,NR,'-,"0.022 unit decrease",NR,RNU6-334P,"Bipolar disorder vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, bipolar disorder",'-,GCST90016605,5:104746478
rs2159100-<b>?</b>,"5 x 10-9",,NR,'-,"0.0213 unit increase",NR,CACNA1C,"Bipolar disorder vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, bipolar disorder",'-,GCST90016605,12:2237227
rs7871606-<b>T</b>,"8 x 10-6",,0.7645,'-,"0.264 unit increase",[0.15-0.38],"RN7SKP120, TUSC1","Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,9:25646818
rs12341335-<b>T</b>,"2 x 10-7",,0.8957,'-,"0.3726 unit increase",[0.23-0.51],"RN7SKP120, TUSC1","Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,9:25649147
rs17651437-<b>T</b>,"4 x 10-7",,0.5215,'-,"0.1553 unit increase",[0.096-0.215],FHL2,"Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,2:105439227
rs117780815-<b>A</b>,"1 x 10-6",,0.964,'-,"0.5043 unit increase",[0.3-0.71],NKAIN2,"Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,6:124005082
rs592019-<b>T</b>,"2 x 10-6",,0.6149,'-,"0.1533 unit increase",[0.09-0.216],SIPA1L2,"Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,1:232354369
rs35588074-<b>A</b>,"4 x 10-6",,0.9439,'-,"0.4037 unit increase",[0.23-0.58],"ADGRB1, TSNARE1","Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,8:142446374
rs7602299-<b>C</b>,"5 x 10-6",,0.6434,'-,"0.2193 unit increase",[0.13-0.31],TACR1,"Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,2:75130899
chr3:41902282-<b>?</b>,"7 x 10-6",,0.1444,'-,"0.2839 unit increase",[0.16-0.41],'-,"Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,"Mapping not available"
rs6898594-<b>A</b>,"8 x 10-6",,0.5681,'-,"0.1357 unit increase",[0.076-0.195],CWC27,"Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,5:169410484
rs72734311-<b>A</b>,"8 x 10-6",,0.0784,'-,"0.265 unit decrease",[0.15-0.38],TLE4,"Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,9:79664433
rs7325477-<b>A</b>,"9 x 10-6",,0.6739,'-,"0.1518 unit increase",[0.085-0.219],"LINC00676, LINC00399","Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,13:109409474
rs10738388-<b>C</b>,"1 x 10-5",,0.3563,'-,"0.1325 unit increase",[0.074-0.191],"TTC39B, CLCN3P1","Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,9:15158604
rs668959-<b>A</b>,"3 x 10-6",,0.5769,'-,"0.1363 unit decrease",[0.079-0.194],"RN7SL299P, SIPA1L2","Bipolar disorder x sex interaction","sex interaction measurement, bipolar disorder",'-,GCST012307,1:232348647
rs6728642-<b>A</b>,"5 x 10-8",,'-,'-,'-,'-,FAM178B,"Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,2:96941334
rs62200793-<b>T</b>,"1 x 10-8",,'-,'-,'-,'-,ZNF804A,"Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,2:184885915
rs7588746-<b>A</b>,"4 x 10-8",,'-,'-,'-,'-,'-,"Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,2:200121622
rs3919583-<b>A</b>,"5 x 10-9",,'-,'-,'-,'-,LINC02488,"Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,5:87651774
rs144373461-<b>A</b>,"1 x 10-17",,'-,'-,'-,'-,"HLA-V, IFITM4P","Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,6:29783228
rs209474-<b>A</b>,"2 x 10-8",,'-,'-,'-,'-,HLA-DMA,"Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,6:32956807
rs1521470-<b>A</b>,"3 x 10-8",,'-,'-,'-,'-,ADCY1,"Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,7:45607253
rs79403677-<b>T</b>,"2 x 10-8",,'-,'-,'-,'-,FAM177A1,"Bipolar disorder lithium response (continuous) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005081,14:35069925
rs324899-<b>A</b>,"2 x 10-8",,'-,'-,'-,'-,LINC00461,"Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,5:88619764
rs6942227-<b>A</b>,"3 x 10-8",,'-,'-,'-,'-,CMAHP,"Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,6:25177280
rs142425863-<b>T</b>,"5 x 10-11",,'-,'-,'-,'-,"HLA-V, IFITM4P","Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,6:29783976
rs59724122-<b>T</b>,"5 x 10-9",,'-,'-,'-,'-,GULOP,"Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,8:27567179
rs61123830-<b>A</b>,"5 x 10-8",,'-,'-,'-,'-,GRAMD1B,"Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,11:123522138
rs7959663-<b>C</b>,"3 x 10-8",,'-,'-,'-,'-,MYO1H,"Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,12:109446562
rs66486766-<b>A</b>,"1 x 10-11",,'-,'-,'-,'-,"EFL1P1, DNM1P41","Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,15:84137308
rs7405404-<b>T</b>,"5 x 10-11",,'-,'-,'-,'-,'-,"Bipolar disorder lithium response (categorical) or schizophrenia","schizophrenia, bipolar disorder, response to lithium ion",'-,GCST005082,"Mapping not available"
rs835436-<b>T</b>,"3 x 10-6",,'-,'-,"0.243 unit decrease",[0.14-0.34],FGGY,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,1:59374380
rs113067418-<b>A</b>,"8 x 10-6",,'-,'-,"0.913 unit decrease",[0.51-1.31],"CASP3P1, LINC01788","Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,1:70690888
rs1323097-<b>T</b>,"4 x 10-6",,'-,'-,"0.257 unit increase",[0.15-0.37],MGC27382,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,1:78236428
rs3754450-<b>T</b>,"3 x 10-6",,'-,'-,"0.244 unit increase",[0.14-0.35],"GSTM4, RPL7P8","Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,1:109654510
rs17498753-<b>A</b>,"5 x 10-6",,'-,'-,"0.328 unit increase",[0.19-0.47],CAMKMT,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,2:44420692
rs4904644-<b>A</b>,"2 x 10-6",,'-,'-,"0.245 unit decrease",[0.14-0.35],"PSMC1, KCNK13","Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,14:90199345
rs582066-<b>A</b>,"6 x 10-6",,'-,'-,"0.328 unit increase",[0.19-0.47],RANP7,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,3:22827865
rs7646282-<b>T</b>,"4 x 10-6",,'-,'-,"0.448 unit decrease",[0.26-0.64],ZBTB20,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,3:114883493
rs139459337-<b>T</b>,"8 x 10-7",,'-,'-,"0.49 unit increase",[0.29-0.69],ZBTB20,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,3:114997018
rs17756220-<b>A</b>,"2 x 10-6",,'-,'-,"0.469 unit decrease",[0.27-0.66],EIF4E2P2,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,3:115270438
rs7190761-<b>A</b>,"6 x 10-6",,'-,'-,"0.307 unit decrease",[0.17-0.44],PDPR,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,16:82329628
rs55685444-<b>C</b>,"2 x 10-6",,'-,'-,"0.278 unit decrease",[0.16-0.39],"TARS1, TOMM40P3","Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,5:33470746
rs77826363-<b>T</b>,"1 x 10-6",,'-,'-,"0.759 unit increase",[0.45-1.06],LINC01622,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,6:1128802
rs9364726-<b>A</b>,"1 x 10-6",,'-,'-,"0.567 unit decrease",[0.34-0.79],'-,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,6:164236705
rs190675597-<b>A</b>,"6 x 10-6",,'-,'-,"0.7 unit increase",[0.4-1],DGKB,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,7:14648124
rs2835473-<b>A</b>,"4 x 10-6",,'-,'-,"0.288 unit decrease",[0.16-0.41],HLCS,"Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,21:36823805
rs2646392-<b>A</b>,"2 x 10-6",,'-,'-,"0.239 unit decrease",[0.14-0.34],"CHCHD3P1, KRT8P37","Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,10:8523138
rs61852182-<b>T</b>,"6 x 10-6",,'-,'-,"0.351 unit decrease",[0.2-0.5],"PSAP, CHST3","Seasonality and depression","unipolar depression, seasonality measurement, bipolar disorder",'-,GCST007102,10:71878300
rs6484218-<b>A</b>,"4 x 10-8",,0.14,'-,'-,'-,AMPD3,"Schizophrenia, bipolar disorder and depression (combined)","unipolar depression, mental or behavioural disorder, bipolar disorder",'-,GCST000774,11:10369034
rs4982029-<b>A</b>,"4 x 10-6",,0.02,'-,'-,'-,NPAS3,"Schizophrenia, bipolar disorder and depression (combined)","unipolar depression, mental or behavioural disorder, bipolar disorder",'-,GCST000774,14:33007060
rs7326068-<b>A</b>,"3 x 10-6",,0.19,'-,'-,'-,IFT88,"Schizophrenia, bipolar disorder and depression (combined)","unipolar depression, mental or behavioural disorder, bipolar disorder",'-,GCST000774,13:20635373
rs3758354-<b>C</b>,"3 x 10-6",,0.03,'-,'-,'-,"ALDH1A1, ANXA1","Schizophrenia, bipolar disorder and depression (combined)","unipolar depression, mental or behavioural disorder, bipolar disorder",'-,GCST000774,9:73149649
rs1001021-<b>A</b>,"2 x 10-6",,0.02,'-,'-,'-,MYO18B,"Schizophrenia, bipolar disorder and depression (combined)","unipolar depression, mental or behavioural disorder, bipolar disorder",'-,GCST000774,22:26007633
