"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs12967143-<b>C</b>,"9 x 10-10",,NR,'-,"6.13 z score decrease",NR,TCF4,"Neuropsychiatric disorders","attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder",'-,GCST012088,18:55431781
rs7241572-<b>A</b>,"7 x 10-9",,NR,'-,"5.795 z score increase",NR,"CTDP1, KCNG2","Neuropsychiatric disorders","attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder",'-,GCST012088,18:79820712
rs6035790-<b>T</b>,"9 x 10-9",,NR,'-,"5.745 z score decrease",NR,"KIZ, KIZ-AS1","Neuropsychiatric disorders","attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder",'-,GCST012088,20:21154956
rs12624433-<b>A</b>,"5 x 10-10",,NR,'-,"6.219 z score increase",NR,SLC12A5,"Neuropsychiatric disorders","attention deficit hyperactivity disorder, autism spectrum disorder, schizophrenia, bipolar disorder, major depressive disorder",'-,GCST012088,20:46052214
rs11731175-<b>T</b>,"5 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.09],'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,4:188940097
rs3132581-<b>G</b>,"2 x 10-7","(Modelling analysis)",'-,'-,'-,'-,"MUCL3, SFTA2","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,6:30945681
rs12576775-<b>?</b>,"4 x 10-8","(Modelling analysis)",0.175,'-,'-,'-,'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,"Mapping not available"
rs2021722-<b>?</b>,"2 x 10-12","(Modelling analysis)",0.789,'-,'-,'-,TRIM26,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,6:30206354
rs12966547-<b>?</b>,"3 x 10-10","(Modelling analysis)",0.588,'-,'-,'-,LINC01929,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,18:55084786
rs7914558-<b>?</b>,"2 x 10-9","(Modelling analysis)",0.587,'-,'-,'-,CNNM2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:103016151
rs11191580-<b>?</b>,"1 x 10-8","(Modelling analysis)",0.911,'-,'-,'-,NT5C2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:103146454
rs10503253-<b>?</b>,"4 x 10-8","(Modelling analysis)",0.193,'-,'-,'-,CSMD1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,8:4323322
rs17662626-<b>?</b>,"5 x 10-8","(Modelling analysis)",0.915,'-,'-,'-,'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:193119895
rs548181-<b>?</b>,"9 x 10-7","(Modelling analysis)",0.884,'-,'-,'-,"FEZ1, STT3A","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,11:125591814
rs6990255-<b>T</b>,"2 x 10-6","(5 degree of freedom test)",NR,1.146,'-,[1.09-1.20],"PPP1R3B, RPL10AP3","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,8:34269430
rs9834970-<b>C</b>,"2 x 10-6","(5 degree of freedom test)",NR,1.051,'-,[1.03-1.07],"LINC02033, HSPD1P6","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,3:36814539
rs7004633-<b>?</b>,"3 x 10-8","(Modelling analysis)",0.184,'-,'-,'-,'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,8:88748082
rs7565792-<b>C</b>,"7 x 10-6","(5 degree of freedom test)",NR,1.03,'-,[1.00-1.06],"FOXN2, PPP1R21-DT","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:48422566
rs10994397-<b>?</b>,"7 x 10-9",,0.065,'-,'-,'-,ANK3,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:60519366
rs1533087-<b>T</b>,"9 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.09],"TCF15, SRXN1","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,20:614136
rs1107592-<b>A</b>,"5 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.09],MAD1L1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,7:2001797
rs6602217-<b>T</b>,"2 x 10-6","(Modelling analysis)",'-,1.12,'-,[1.07-1.17],LINC00707,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:6904301
rs12325410-<b>T</b>,"1 x 10-6","(Modelling analysis)",'-,1.09,'-,[1.05-1.13],"RNA5SP403, RNA5SP404","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,16:9581389
rs8058295-<b>A</b>,"7 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.04-1.09],GRIN2A,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,16:9817529
rs7254215-<b>A</b>,"7 x 10-6","(Modelling analysis)",'-,1.09,'-,[1.05-1.13],CLEC17A,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,19:14602681
rs2799573-<b>?</b>,"4 x 10-8","(Modelling analysis)",0.715,1.08,'-,[1.05-1.12],CACNB2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:18312999
rs249954-<b>A</b>,"2 x 10-6","(Modelling analysis)",'-,1.07,'-,[1.04-1.10],PALB2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,16:23629146
rs2721800-<b>C</b>,"6 x 10-7","(Modelling analysis)",'-,1.08,'-,[1.05-1.12],MPP6,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,7:24652933
rs6694545-<b>A</b>,"1 x 10-6","(Modelling analysis)",'-,1.07,'-,[1.04-1.11],'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,"Mapping not available"
rs159788-<b>G</b>,"7 x 10-6","(5 degree of freedom test)",NR,1.012,'-,[0.97-1.05],'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,20:4371457
rs11587682-<b>C</b>,"7 x 10-6","(5 degree of freedom test)",NR,1.086,'-,[1.05-1.12],PRPF3,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,1:150351808
rs7597593-<b>T</b>,"8 x 10-6","(5 degree of freedom test)",NR,1.055,'-,[1.03-1.08],ZNF804A,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:184668853
rs6435387-<b>G</b>,"8 x 10-6","(5 degree of freedom test)",NR,1.129,'-,[1.06-1.19],KIF5C,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:149008736
rs7849973-<b>?</b>,"8 x 10-6","(5 degree of freedom test)",NR,1.05,'-,[1.02-1.08],LINC01239,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,9:22819577
rs10250997-<b>C</b>,"8 x 10-6","(5 degree of freedom test)",NR,1.03,'-,[0.99-1.07],ZP3P2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,7:136461788
rs4741652-<b>T</b>,"7 x 10-6","(Modelling analysis)",NR,1.07,'-,[1.04-1.12],"SMARCA2, RN7SL592P","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,9:2194227
rs10994359-<b>C</b>,"3 x 10-9","(5 degree of freedom test)",NR,1.081,'-,[1.03-1.13],ANK3,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:60462349
rs1006737-<b>?</b>,"5 x 10-9","(5 degree of freedom test)",NR,1.071,'-,[1.05-1.10],CACNA1C,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,12:2236129
rs8321-<b>?</b>,"8 x 10-9","(5 degree of freedom test)",NR,1.081,'-,[1.04-1.12],POLR1H,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,6:30064745
rs2252865-<b>T</b>,"5 x 10-7","(5 degree of freedom test)",NR,1.03,'-,[1.00-1.06],RERE,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,1:8362616
rs10860392-<b>T</b>,"2 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.04-1.09],ANKS1B,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,12:99104409
rs7700191-<b>A</b>,"4 x 10-6","(Modelling analysis)",'-,1.12,'-,[1.06-1.17],BANK1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,4:101668126
rs9297357-<b>T</b>,"4 x 10-7","(Modelling analysis)",NR,1.07,'-,[1.04-1.10],ZFPM2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,8:105130105
rs4730430-<b>T</b>,"3 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.08],'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,7:110407907
rs9371601-<b>?</b>,"4 x 10-9","(Modelling analysis)",0.346,'-,'-,'-,SYNE1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,6:152469438
rs1715-<b>T</b>,"6 x 10-7","(5 degree of freedom test)",NR,1.41,'-,[1.29-1.53],ZNF615,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,19:51991525
rs4650608-<b>T</b>,"1 x 10-6","(5 degree of freedom test)",NR,1.06,'-,[1.03-1.09],'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,1:78772330
rs447-<b>C</b>,"4 x 10-6","(5 degree of freedom test)",NR,1.025,'-,[1.00-1.05],SEMA3A,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,7:84143099
rs7799006-<b>C</b>,"5 x 10-6","(5 degree of freedom test)",NR,1.059,'-,[1.03-1.08],MRM2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,7:2238591
rs363598-<b>C</b>,"5 x 10-6","(5 degree of freedom test)",NR,1.006,'-,[0.98-1.03],GRIK1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,21:29640839
rs2675968-<b>T</b>,"5 x 10-6","(5 degree of freedom test)",NR,1.016,'-,[0.99-1.04],SNORC,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:232871534
rs703970-<b>C</b>,"5 x 10-6","(5 degree of freedom test)",NR,1.01,'-,[0.99-1.03],ZMIZ1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:79193379
rs7948661-<b>C</b>,"5 x 10-6","(5 degree of freedom test)",NR,1.05,'-,[1.00-1.10],KMT2A,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,11:118470934
rs11827962-<b>C</b>,"6 x 10-6","(5 degree of freedom test)",NR,1.044,'-,[0.94-1.15],"SLC17A6, ANO5","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,11:22291020
rs9275524-<b>T</b>,"2 x 10-7","(Modelling analysis)",'-,1.07,'-,[1.04-1.09],"HLA-DQB3, MTCO3P1","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,6:32707332
rs2609653-<b>T</b>,"3 x 10-6","(Modelling analysis)",'-,1.13,'-,[1.07-1.19],RPL10AP3,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,8:34379474
rs13072940-<b>A</b>,"9 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.08],"LINC02033, HSPD1P6","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,3:36801132
rs9951150-<b>A</b>,"6 x 10-7","(Modelling analysis)",'-,1.06,'-,[1.04-1.09],"TCF4, RNA5SP459","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,18:55153893
rs11152369-<b>A</b>,"2 x 10-7","(Modelling analysis)",NR,1.19,'-,[1.12-1.28],TCF4,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,18:55399097
rs6765687-<b>T</b>,"5 x 10-6","(Modelling analysis)",'-,1.07,'-,[1.04-1.11],GLT8D1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,3:52699090
rs2535629-<b>?</b>,"3 x 10-12",,0.651,1.1,'-,[1.07-1.12],ITIH3,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,3:52799203
rs10873998-<b>T</b>,"4 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.09],ADGRL4,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,1:78798120
rs1104918-<b>T</b>,"6 x 10-6","(Modelling analysis)",'-,1.07,'-,[1.04-1.10],NTRK3,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,15:88180481
rs12443954-<b>A</b>,"1 x 10-6","(Modelling analysis)",'-,1.08,'-,[1.04-1.11],"SPATA33, CDK10","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,16:89675088
rs1625579-<b>?</b>,"2 x 10-11","(Modelling analysis)",0.801,'-,'-,'-,MIR137HG,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,1:98037378
rs2310173-<b>T</b>,"3 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.08],"IL1R2, IL1R1","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:102047167
rs11191454-<b>?</b>,"1 x 10-8",,0.91,1.13,'-,[1.08-1.18],"AS3MT, BORCS7-ASMT","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:102900247
rs7069733-<b>C</b>,"7 x 10-6","(Modelling analysis)",'-,1.08,'-,[1.04-1.12],NEURL1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,10:103538013
rs2186903-<b>A</b>,"4 x 10-6","(Modelling analysis)",'-,1.07,'-,[1.04-1.11],SLC35F2,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,11:107885825
rs12871532-<b>T</b>,"1 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.04-1.09],'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,13:108016199
rs6867265-<b>A</b>,"2 x 10-6","(Modelling analysis)",'-,1.11,'-,[1.06-1.16],HINT1,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,5:131078288
rs10255295-<b>A</b>,"5 x 10-6","(Modelling analysis)",'-,1.1,'-,[1.06-1.14],"RCC2P3, Y_RNA","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,7:138174020
rs609412-<b>A</b>,"2 x 10-6","(Modelling analysis)",'-,1.07,'-,[1.04-1.10],PPP2R2B,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,5:146845681
rs360932-<b>A</b>,"8 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.03-1.08],RNA5SP169,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,4:151987017
rs13418455-<b>T</b>,"1 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.04-1.09],'-,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:180212022
rs2297909-<b>A</b>,"2 x 10-6","(Modelling analysis)",'-,1.06,'-,[1.04-1.09],KIF21B,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,1:200991179
rs3791556-<b>A</b>,"8 x 10-6","(Modelling analysis)",'-,1.08,'-,[1.04-1.11],HDAC4,"Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,2:239191276
rs1480380-<b>C</b>,"6 x 10-7","(Modelling analysis)",0.908,'-,'-,'-,"HLA-DMB, HLA-DMA","Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST001877,6:32945469
rs13072940-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"LINC02033, HSPD1P6","Psychiatric diseases (pleiotropy) (HIPO component 1)","attention deficit hyperactivity disorder, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST006668,3:36801132
