,variant_and_allele,p_value,trait,gene,location,maf
610,rs73165159-<b>?</b>,3e-06,alzheimer disease,CENPM,22:41950038,-1.0
610,rs73165159-<b>?</b>,3e-06,alzheimer disease,LINC00634,22:41950038,-1.0
345,rs472926-<b>C</b>,3e-06,alzheimer disease,CDON,11:126035363,0.1505876955885635
64,rs147985478-<b>A</b>,3e-06,late-onset alzheimers disease,PRANCR,12:69997949,0.9976291693917593
601,rs7963314-<b>?</b>,3e-06,alzheimer disease,LINC02414,12:131573284,-1.0
135,rs79930850-<b>A</b>,3e-06,late-onset alzheimers disease,CASP12,11:104874043,0.9604961434229727
136,rs143261188-<b>C</b>,3e-06,late-onset alzheimers disease,TENM4,11:78938571,1.0
666,rs3109899-<b>A</b>,3e-06,alzheimer disease,USP50,15:50532526,0.12401523109243698
615,rs9862849-<b>?</b>,3e-06,alzheimer disease,UNKNOWN,3:66855351,-1.0
402,rs11055612-<b>C</b>,3e-06,alzheimer disease,GRIN2B,12:13770394,0.517211536117409
156,rs192326911-<b>?</b>,3e-06,late-onset alzheimers disease,STAU2-AS1,8:73378103,-1.0
156,rs192326911-<b>?</b>,3e-06,late-onset alzheimers disease,RDH10-AS1,8:73378103,-1.0
115,rs150291119-<b>A</b>,3e-06,late-onset alzheimers disease,NAALADL2,3:174769522,0.0050031269543464665
259,rs3814837-<b>?</b>,3e-06,alzheimer disease,CATSPERB,14:91725006,-1.0
468,rs3865444-<b>C</b>,3e-06,alzheimer disease,SIGLEC22P,19:51224706,0.6976760840763419
468,rs3865444-<b>C</b>,3e-06,alzheimer disease,CD33,19:51224706,0.6976760840763419
94,rs144471255-<b>A</b>,3e-06,late-onset alzheimers disease,RDX,11:110058188,0.0011095700416088765
520,rs9869689-<b>T</b>,3e-06,alzheimer disease,FBXO40,3:121607829,0.0935395774133985
44,rs1034435-<b>A</b>,3e-06,late-onset alzheimers disease,TAFA5,22:48492443,0.37342445801355667
49,rs846858-<b>A</b>,3e-06,late-onset alzheimers disease,IGSF23,19:44625528,0.33530968766543146
265,rs75036080-<b>?</b>,3e-06,alzheimer disease,C12orf40,12:39882501,-1.0
265,rs75036080-<b>?</b>,3e-06,alzheimer disease,SLC2A13,12:39882501,-1.0
125,rs138449900-<b>C</b>,3e-06,late-onset alzheimers disease,CNTNAP5,2:123951121,0.9933298041291688
125,rs138449900-<b>C</b>,3e-06,late-onset alzheimers disease,RN7SKP102,2:123951121,0.9933298041291688
535,rs13146780-<b>C</b>,3e-06,alzheimer disease,RN7SL193P,4:43849075,0.048736411520788975
38,rs192232892-<b>T</b>,3e-06,late-onset alzheimers disease,TBXAS1,7:139942249,0.001863486316686189
421,rs727153-<b>C</b>,3e-06,alzheimer disease,LRAT,4:154733269,0.4999164833139421
663,rs10426423-<b>C</b>,3e-06,alzheimer disease,NECTIN2,19:44844996,0.6287415491727262
663,rs10426423-<b>C</b>,3e-06,alzheimer disease,BCAM,19:44844996,0.6287415491727262
27,rs117760708-<b>T</b>,3e-06,late-onset alzheimers disease,JPH3,16:87653662,0.0033615267837779224
597,rs1497197-<b>?</b>,3e-06,alzheimer disease,LHX1-DT,17:36819274,-1.0
563,rs11782819-<b>?</b>,3e-06,alzheimer disease,LINCR-0001,8:10477271,-1.0
619,rs116593898-<b>?</b>,3e-06,alzheimer disease,SFT2D2,1:168232648,-1.0
558,rs6110969-<b>T</b>,3e-06,alzheimer disease,PPIAP17,20:16216865,0.1015342335751992
129,rs183291664-<b>T</b>,3e-06,late-onset alzheimers disease,SCAPER,15:76713822,0.9997153024911032
289,rs10838725-<b>?</b>,3e-06,alzheimer disease,CELF1,11:47536319,-1.0
374,rs2221154-<b>?</b>,3e-06,alzheimer disease,RBMS3,3:28887369,-1.0
126,rs12661302-<b>C</b>,3e-06,late-onset alzheimers disease,UNKNOWN,6:103817252,0.9655429423231281
90,rs853656-<b>T</b>,4e-06,late-onset alzheimers disease,RASSF8,12:25965239,0.11244044467972472
20,rs141521929-<b>T</b>,4e-06,late-onset alzheimers disease,TUSC1,9:25669750,0.0013869625520110957
68,rs147285445-<b>T</b>,4e-06,late-onset alzheimers disease,ANKRD22,10:88850285,0.999644128113879
647,rs10794342-<b>?</b>,4e-06,alzheimer disease,AP2A2,11:924904,-1.0
102,rs182972826-<b>T</b>,4e-06,late-onset alzheimers disease,SEC24B,4:109534350,0.0009015256588072122
646,rs4961664-<b>?</b>,4e-06,alzheimer disease,CCDC171,9:16161235,-1.0
646,rs4961664-<b>?</b>,4e-06,alzheimer disease,C9orf92,9:16161235,-1.0
160,rs19213255-<b>?</b>,4e-06,late-onset alzheimers disease,UNKNOWN,Mapping not available,-1.0
28,rs187423924-<b>A</b>,4e-06,late-onset alzheimers disease,AQP4-AS1,18:26735845,-1.0
26,rs141387448-<b>T</b>,4e-06,late-onset alzheimers disease,ZNF438,10:31115466,-1.0
26,rs141387448-<b>T</b>,4e-06,late-onset alzheimers disease,LINC02664,10:31115466,-1.0
164,rs6806784-<b>?</b>,4e-06,late-onset alzheimers disease,SENP7,3:101508591,-1.0
613,rs2282079-<b>?</b>,4e-06,alzheimer disease,PAX5,9:37036250,-1.0
613,rs2282079-<b>?</b>,4e-06,alzheimer disease,RPL32P21,9:37036250,-1.0
529,rs721146-<b>A</b>,4e-06,alzheimer disease,LINC01684,21:24540925,0.3195769230769231
286,rs190982-<b>?</b>,4e-06,alzheimer disease,MEF2C-AS1,5:88927603,-1.0
60,rs73681522-<b>A</b>,4e-06,late-onset alzheimers disease,UNKNOWN,7:13656708,0.012690707350901526
516,rs1125355-<b>A</b>,4e-06,alzheimer disease,DAPL1,2:158844068,0.2456326098464796
127,rs117022236-<b>A</b>,4e-06,late-onset alzheimers disease,AKR7A3,1:19288434,0.9988120950323974
128,rs115443594-<b>T</b>,4e-06,late-onset alzheimers disease,PRPF19P1,18:65993723,0.9920943134535367
378,rs912330-<b>?</b>,4e-06,alzheimer disease,STK24,13:98479040,-1.0
400,rs9832461-<b>A</b>,4e-06,alzheimer disease,NFU1P1,3:39708102,0.7662128913547696
130,rs142076474-<b>A</b>,4e-06,late-onset alzheimers disease,CEP63,3:134501479,0.9810454692731396
131,rs181299481-<b>A</b>,4e-06,late-onset alzheimers disease,RNY4P18,9:111149099,0.9998576512455516
262,rs78210707-<b>?</b>,4e-06,alzheimer disease,GRIN2B,12:13763366,-1.0
564,rs4972634-<b>T</b>,4e-06,alzheimer disease,RPSAP24,2:174042477,0.38289660775949624
564,rs4972634-<b>T</b>,4e-06,alzheimer disease,LINC01960,2:174042477,0.38289660775949624
518,rs178585-<b>C</b>,4e-06,alzheimer disease,UNKNOWN,2:211107743,0.4952140466263433
521,rs10018288-<b>G</b>,4e-06,alzheimer disease,LINC00290,4:181180536,0.22045815784983702
521,rs10018288-<b>G</b>,4e-06,alzheimer disease,LINC02500,4:181180536,0.22045815784983702
688,rs10748526-<b>?</b>,4e-06,alzheimer disease,TSPAN14,10:80513323,-1.0
154,rs190094306-<b>?</b>,4e-06,late-onset alzheimers disease,NHLRC3,13:39050685,-1.0
260,rs11909995-<b>?</b>,4e-06,alzheimer disease,ATP5PF,21:25725147,-1.0
52,rs2699450-<b>A</b>,4e-06,late-onset alzheimers disease,CDCA7L,7:22018573,0.26161990471148755
52,rs2699450-<b>A</b>,4e-06,late-onset alzheimers disease,RAPGEF5,7:22018573,0.26161990471148755
576,rs7561207-<b>?</b>,4e-06,alzheimer disease,ANTXR1,2:69138666,-1.0
679,rs17249850-<b>T</b>,4e-06,alzheimer disease,BANK1,4:101630413,0.0945713908334434
685,rs9787911-<b>?</b>,4e-06,alzheimer disease,NTM,11:131899508,-1.0
116,rs181990369-<b>A</b>,4e-06,late-onset alzheimers disease,DLC1,8:13182155,0.999288256227758
569,rs72839770-<b>T</b>,4e-06,alzheimer disease,DVL2,17:7228873,0.27242458279845955
15,rs201879533-<b>?</b>,4e-06,late-onset alzheimers disease,THSD4,15:71746912,-1.0
113,rs184695264-<b>T</b>,4e-06,late-onset alzheimers disease,LINC02421,12:67780260,0.0011802394199966278
684,rs9520713-<b>?</b>,4e-06,alzheimer disease,UNKNOWN,13:108020037,-1.0
24,rs150061627-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,MIR548Y,14:47737481,0.0011095700416088765
24,rs150061627-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,MDGA2,14:47737481,0.0011095700416088765
651,rs1172922-<b>A</b>,4.9999999999999996e-06,alzheimer disease,OR7E109P,9:90726252,0.115
651,rs1172922-<b>A</b>,4.9999999999999996e-06,alzheimer disease,DIRAS2,9:90726252,0.115
50,rs5771225-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,SELENOO,22:50201044,0.4195209729461405
78,rs140587050-<b>C</b>,4.9999999999999996e-06,late-onset alzheimers disease,IRAK1BP1,6:78889320,1.0
339,rs6738181-<b>A</b>,4.9999999999999996e-06,alzheimer disease,DSTNP5,2:204263298,0.2616085882252705
396,rs6856768-<b>?</b>,4.9999999999999996e-06,alzheimer disease,RN7SKP199,4:30466544,-1.0
380,rs17511627-<b>C</b>,4.9999999999999996e-06,alzheimer disease,ATP8A2P3,13:26150190,0.18561692067803431
380,rs17511627-<b>C</b>,4.9999999999999996e-06,alzheimer disease,RNF6,13:26150190,0.18561692067803431
73,rs75635567-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,BAALC-AS1,8:103186989,0.9977115117891817
73,rs75635567-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,BAALC,8:103186989,0.9977115117891817
36,rs180751169-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,ADAM18,8:39576416,0.0021704605611434623
36,rs180751169-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,ADAM3A,8:39576416,0.0021704605611434623
25,rs190457471-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,OSER1-DT,20:44233181,0.00042704626334519574
25,rs190457471-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,GDAP1L1,20:44233181,0.00042704626334519574
32,rs148003968-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,TFEB,6:41696609,0.007887771307570143
390,rs11738335-<b>?</b>,4.9999999999999996e-06,alzheimer disease,C5orf64,5:61654384,-1.0
71,rs77544685-<b>T</b>,4.9999999999999996e-06,late-onset alzheimers disease,UNKNOWN,11:116082456,0.0010499790004199917
31,rs188699384-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,MIR924HG,18:39619094,0.000970873786407767
33,rs185867524-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,DNAH6,2:84597852,7.117437722419929e-05
682,rs7618668-<b>?</b>,4.9999999999999996e-06,alzheimer disease,CDCP1,3:45056017,-1.0
682,rs7618668-<b>?</b>,4.9999999999999996e-06,alzheimer disease,CLEC3B,3:45056017,-1.0
132,rs191404864-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,BICRA,19:47635083,0.000970873786407767
81,rs10075047-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,CCDC112,5:115357977,0.009153952843273232
81,rs10075047-<b>A</b>,4.9999999999999996e-06,late-onset alzheimers disease,CTNNA1P1,5:115357977,0.009153952843273232
622,rs34925435-<b>?</b>,4.9999999999999996e-06,alzheimer disease,TMCC1-DT,3:129947221,-1.0
622,rs34925435-<b>?</b>,4.9999999999999996e-06,alzheimer disease,TRH,3:129947221,-1.0
554,rs7207400-<b>T</b>,4.9999999999999996e-06,alzheimer disease,LINC02210-CRHR1,17:45746994,0.7125493952820021
590,rs111436800-<b>?</b>,4.9999999999999996e-06,alzheimer disease,Y_RNA,21:23456358,-1.0
635,rs77657034-<b>G</b>,4.9999999999999996e-06,alzheimer disease,MAP4K4,2:101857264,0.9877670905687174
256,rs1353581-<b>?</b>,4.9999999999999996e-06,alzheimer disease,UNKNOWN,4:189068835,-1.0
583,rs76252969-<b>?</b>,4.9999999999999996e-06,alzheimer disease,RPL13AP7,21:25277446,-1.0
583,rs76252969-<b>?</b>,4.9999999999999996e-06,alzheimer disease,RNA5SP489,21:25277446,-1.0
570,rs7264688-<b>T</b>,4.9999999999999996e-06,alzheimer disease,MGME1,20:17974063,0.5501947735757182
570,rs7264688-<b>T</b>,4.9999999999999996e-06,alzheimer disease,OVOL2,20:17974063,0.5501947735757182
643,rs10953322-<b>?</b>,4.9999999999999996e-06,alzheimer disease,SERPINE1,7:101103377,-1.0
643,rs10953322-<b>?</b>,4.9999999999999996e-06,alzheimer disease,TRIM56,7:101103377,-1.0
335,rs11848070-<b>C</b>,6e-06,alzheimer disease,PCNX1,14:71040884,-1.0
106,rs191707442-<b>T</b>,6e-06,late-onset alzheimers disease,PPP1R3B,8:9182000,0.00028469750889679714
107,rs150269952-<b>T</b>,6e-06,late-onset alzheimers disease,RASSF5,1:206526352,0.00027739251040221914
683,rs905450-<b>?</b>,6e-06,alzheimer disease,EFL1,15:82152096,-1.0
502,rs3826656-<b>?</b>,6e-06,alzheimer disease,CD33,19:51223357,-1.0
502,rs3826656-<b>?</b>,6e-06,alzheimer disease,SIGLEC22P,19:51223357,-1.0
22,rs184614511-<b>T</b>,6e-06,late-onset alzheimers disease,KSR2,12:117861676,0.005888650963597431
556,rs199499-<b>C</b>,6e-06,alzheimer disease,WNT3,17:46788132,0.8483324510322923
375,rs1923775-<b>T</b>,6e-06,alzheimer disease,POLN,4:2101369,0.701701511267756
375,rs1923775-<b>T</b>,6e-06,alzheimer disease,HAUS3,4:2101369,0.701701511267756
53,rs6945197-<b>T</b>,6e-06,late-onset alzheimers disease,ZP3P2,7:136477062,0.04777106211514997
53,rs6945197-<b>T</b>,6e-06,late-onset alzheimers disease,PLXNA4,7:136477062,0.04777106211514997
522,rs2876189-<b>G</b>,6e-06,alzheimer disease,OFCC1,6:10101984,0.3290654390476362
55,rs115972394-<b>A</b>,6e-06,late-onset alzheimers disease,ATP6V0E2,7:149924921,0.0005975500448162533
47,rs12716755-<b>A</b>,6e-06,late-onset alzheimers disease,USP10,16:84699678,0.725235196458218
47,rs12716755-<b>A</b>,6e-06,late-onset alzheimers disease,KLHL36,16:84699678,0.725235196458218
69,rs187295598-<b>T</b>,6e-06,late-onset alzheimers disease,GPR180,13:94628579,0.9977115117891817
524,rs59406683-<b>A</b>,6e-06,alzheimer disease,UNKNOWN,7:110142514,0.8717310746426681
80,rs145840463-<b>A</b>,6e-06,late-onset alzheimers disease,CFAP74,1:1950293,0.0002827654460624912
359,rs4509693-<b>?</b>,6e-06,alzheimer disease,PAX2,10:100741814,-1.0
77,rs186588455-<b>A</b>,6e-06,late-onset alzheimers disease,MRPL45,17:38287606,0.9909847434119279
77,rs186588455-<b>A</b>,6e-06,late-onset alzheimers disease,NPEPPSP1,17:38287606,0.9909847434119279
42,rs2244526-<b>T</b>,6e-06,late-onset alzheimers disease,SELP,1:169617708,0.8997146324225573
163,rs11038990-<b>?</b>,6e-06,late-onset alzheimers disease,CKAP5,11:46783211,-1.0
157,rs192098867-<b>?</b>,7e-06,late-onset alzheimers disease,TRPM1,15:31149558,-1.0
545,rs10807828-<b>C</b>,7e-06,alzheimer disease,UNKNOWN,7:25528235,0.36631183469004386
61,rs2234017-<b>C</b>,7e-06,late-onset alzheimers disease,TAS2R5,7:141791266,0.00909090909090909
354,rs11613092-<b>G</b>,7e-06,alzheimer disease,SUDS3,12:118455443,-1.0
137,rs115078773-<b>A</b>,7e-06,late-onset alzheimers disease,TMCO4,1:19693032,0.9808364213869772
680,rs4073601-<b>G</b>,7e-06,alzheimer disease,LINC00899,22:46038806,0.5144549428853477
680,rs4073601-<b>G</b>,7e-06,alzheimer disease,WNT7B,22:46038806,0.5144549428853477
19,rs186076999-<b>T</b>,7e-06,late-onset alzheimers disease,UNKNOWN,9:20013543,0.001941747572815534
523,rs1129187-<b>T</b>,7e-06,alzheimer disease,PEX6,6:42964462,0.4410426328495834
98,rs148587130-<b>T</b>,7e-06,late-onset alzheimers disease,NEK10,3:27236975,0.0007117437722419929
159,rs190217640-<b>?</b>,7e-06,late-onset alzheimers disease,NEGR1,1:71755908,-1.0
30,rs145228677-<b>C</b>,7e-06,late-onset alzheimers disease,RPS18P12,17:14641688,7.117437722419929e-05
334,rs4937314-<b>C</b>,7e-06,alzheimer disease,LINC02098,11:128319206,-1.0
57,rs79926713-<b>T</b>,8e-06,late-onset alzheimers disease,SYNGAP1,6:33427745,0.16175124580494255
35,rs184457411-<b>A</b>,8e-06,late-onset alzheimers disease,SHANK2,11:70820116,0.00028469750889679714
403,rs7155434-<b>A</b>,8e-06,alzheimer disease,NRXN3,14:78308963,0.7176050659796653
56,rs73215707-<b>T</b>,8e-06,late-onset alzheimers disease,CYRIA,2:16736702,0.9808599167822469
338,rs41458646-<b>G</b>,8e-06,alzheimer disease,UNKNOWN,2:23016071,0.17370520927431496
546,rs75045569-<b>T</b>,8e-06,alzheimer disease,EPHA1-AS1,7:143412115,0.8492853361566967
550,rs61310603-<b>T</b>,8e-06,alzheimer disease,UNKNOWN,10:128547890,0.7794931286810637
101,rs113884973-<b>C</b>,8e-06,late-onset alzheimers disease,UNKNOWN,2:53256902,0.023451561672842774
372,rs340849-<b>?</b>,8e-06,alzheimer disease,PROX1-AS1,1:213944747,-1.0
79,rs114179644-<b>T</b>,8e-06,late-onset alzheimers disease,CPSF6,12:69160349,0.9916782246879334
82,rs10060040-<b>A</b>,8e-06,late-onset alzheimers disease,ADGRV1,5:11930025,0.012343966712898752
82,rs10060040-<b>A</b>,8e-06,late-onset alzheimers disease,CTNND2,5:11930025,0.012343966712898752
536,rs78538083-<b>C</b>,8e-06,alzheimer disease,IL21-AS1,4:122647254,0.05784262636789995
104,rs141104697-<b>A</b>,8e-06,late-onset alzheimers disease,GTF2H3,12:123635804,0.0017337031900138697
95,rs144216026-<b>A</b>,8e-06,late-onset alzheimers disease,ABCA8,17:68920354,0.00010613457864572278
18,rs186542490-<b>A</b>,8e-06,late-onset alzheimers disease,UNKNOWN,6:78644638,-1.0
46,rs7260181-<b>T</b>,8e-06,late-onset alzheimers disease,PPP5D1,19:46595170,0.5382317319337909
43,rs17022021-<b>T</b>,8e-06,late-onset alzheimers disease,RBMS3,3:28837197,0.8445535667141877
99,rs185126971-<b>A</b>,8e-06,late-onset alzheimers disease,ERO1A,14:52702250,0.00035587188612099647
99,rs185126971-<b>A</b>,8e-06,late-onset alzheimers disease,PSMC6,14:52702250,0.00035587188612099647
346,rs17767225-<b>T</b>,8e-06,alzheimer disease,FOXN3,14:71199580,0.1393550044969806
346,rs17767225-<b>T</b>,8e-06,alzheimer disease,PCNX1,14:71199580,0.1393550044969806
86,rs75770912-<b>A</b>,8e-06,late-onset alzheimers disease,AOX1,2:200653321,0.004426674282450378
89,rs61233297-<b>A</b>,8e-06,late-onset alzheimers disease,IQGAP2,5:76567335,0.04827951296982531
530,rs2271920-<b>A</b>,8e-06,alzheimer disease,PTK2B,8:27458600,0.4089564623847317
361,rs9390537-<b>?</b>,8e-06,alzheimer disease,UNKNOWN,6:148102235,-1.0
29,rs181634374-<b>T</b>,8e-06,late-onset alzheimers disease,RPL23AP44,5:121563422,0.0018528321863419798
45,rs4760243-<b>A</b>,8e-06,late-onset alzheimers disease,LINC02388,12:58828030,0.6127051349920593
45,rs4760243-<b>A</b>,8e-06,late-onset alzheimers disease,LRIG3,12:58828030,0.6127051349920593
124,rs146997164-<b>C</b>,9e-06,late-onset alzheimers disease,OR7E39P,7:6830481,0.99763644177052
124,rs146997164-<b>C</b>,9e-06,late-onset alzheimers disease,CCZ1B,7:6830481,0.99763644177052
537,rs71636213-<b>G</b>,9e-06,alzheimer disease,SERINC5,5:80285949,0.08321863419798835
537,rs71636213-<b>G</b>,9e-06,alzheimer disease,KRT18P45,5:80285949,0.08321863419798835
415,rs12044355-<b>?</b>,9e-06,alzheimer disease,TSNAX-DISC1,1:231708601,-1.0
415,rs12044355-<b>?</b>,9e-06,alzheimer disease,DISC1,1:231708601,-1.0
371,rs956225-<b>A</b>,9e-06,alzheimer disease,HAS2-AS1,8:121897448,0.8530747975838581
373,rs11889338-<b>A</b>,9e-06,alzheimer disease,ZFYVE9P2,2:17246318,0.0279916833513014
376,rs10273775-<b>G</b>,9e-06,alzheimer disease,CNTNAP2,7:147200311,0.5558223641722344
34,rs117756856-<b>A</b>,9e-06,late-onset alzheimers disease,HDAC9,7:18212452,0.008940124691212798
39,rs149839710-<b>A</b>,9e-06,late-onset alzheimers disease,KIFC3,16:57869386,0.011569731081926203
39,rs149839710-<b>A</b>,9e-06,late-onset alzheimers disease,CNGB1,16:57869386,0.011569731081926203
392,rs1357692-<b>?</b>,9e-06,alzheimer disease,DHFRP3,2:107062032,-1.0
14,rs201850688-<b>G</b>,9e-06,late-onset alzheimers disease,BSG,19:572671,0.0010107391029690461
103,rs112920270-<b>A</b>,9e-06,late-onset alzheimers disease,STK31,7:23931916,0.026576341844710787
92,rs147582129-<b>T</b>,9e-06,late-onset alzheimers disease,FAT3,11:92422052,0.0031206657420249652
72,rs185170954-<b>A</b>,9e-06,late-onset alzheimers disease,SEMA3A,7:83870966,0.9994306049822064
91,rs116530595-<b>T</b>,9e-06,late-onset alzheimers disease,TXN,9:110213589,0.006966397377356282
91,rs116530595-<b>T</b>,9e-06,late-onset alzheimers disease,C9orf152,9:110213589,0.006966397377356282
634,rs283814-<b>G</b>,9e-06,alzheimer disease,NECTIN2,19:44885967,0.931145259495506
76,rs141846544-<b>T</b>,9e-06,late-onset alzheimers disease,RNU6-1213P,8:80432793,0.9977808599167822
76,rs141846544-<b>T</b>,9e-06,late-onset alzheimers disease,Y_RNA,8:80432793,0.9977808599167822
336,rs6085820-<b>A</b>,9e-06,alzheimer disease,UNKNOWN,20:6999988,-1.0
519,rs71316816-<b>C</b>,9e-06,alzheimer disease,CADM2,3:85855884,0.9450365225721471
119,rs186891871-<b>C</b>,9e-06,late-onset alzheimers disease,ADGRL2,1:81589710,0.9993594306049822
