"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs34553878-<b>A</b>,"1 x 10-10",,0.892,'-,"0.012 unit decrease",[0.0081-0.0159],PRRC2B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:131459201
rs4246167-<b>C</b>,"3 x 10-9",,0.334,'-,"0.007 unit increase",[0.005-0.009],MED27,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:132058343
rs34756027-<b>C</b>,"1 x 10-9",,0.763,'-,"0.009 unit decrease",[0.007-0.011],OLFM1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,9:135079003
rs11250991-<b>G</b>,"2 x 10-8",,0.766,'-,"0.008 unit decrease",[0.006-0.01],"MIR6072, LINC00700","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,10:2015464
rs7078430-<b>C</b>,"1 x 10-17",,0.741,'-,"0.012 unit decrease",[0.01-0.014],"LINC02676, RNA5SP299","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,10:8787657
rs6602388-<b>G</b>,"6 x 10-13",,0.517,'-,"0.008 unit increase",[0.006-0.01],"LINC02670, LINC02663","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,10:9993053
rs2093623-<b>G</b>,"5 x 10-10",,0.506,'-,"0.007 unit increase",[0.005-0.009],CELF2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,10:10881014
rs1291824-<b>C</b>,"8 x 10-13",,0.463,'-,"0.008 unit decrease",[0.006-0.01],"CELF2-AS2, CELF2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,10:11099768
rs7708354-<b>T</b>,"2 x 10-10",,0.762,'-,"0.009 unit decrease",[0.007-0.011],TENM2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:168217288
rs10070758-<b>G</b>,"3 x 10-13",,0.285,'-,"0.009 unit decrease",[0.007-0.011],RANBP17,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:171012068
rs359456-<b>T</b>,"1 x 10-12",,0.432,'-,"0.008 unit increase",[0.006-0.01],"CPEB4, LINC01485","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,5:173852805
rs559602-<b>C</b>,"3 x 10-8",,0.647,'-,"0.007 unit increase",[0.005-0.009],"ECI2-DT, RNA5SP202","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:4366474
rs4714052-<b>G</b>,"3 x 10-11",,0.216,'-,"0.01 unit increase",[0.008-0.012],"HIVEP1, AMD1P4","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:11945249
rs7774403-<b>G</b>,"4 x 10-9",,0.596,'-,"0.007 unit decrease",[0.005-0.009],PHACTR1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:12950519
rs9460342-<b>C</b>,"3 x 10-8",,0.916,'-,"0.011 unit decrease",[0.0071-0.0149],LNC-LBCS,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:19373583
rs766406-<b>G</b>,"4 x 10-17",,0.361,'-,"0.01 unit increase",[0.008-0.012],"H3C9P, H4C8","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:26319360
rs6918792-<b>A</b>,"7 x 10-20",,0.917,'-,"0.021 unit increase",[0.017-0.025],"ZNF184, HNRNPA1P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:27483640
rs1264565-<b>T</b>,"8 x 10-15",,0.618,'-,"0.01 unit increase",[0.008-0.012],"UBQLN1P1, MICC","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:30399234
rs34260955-<b>C</b>,"2 x 10-9",,0.783,'-,"0.009 unit decrease",[0.0051-0.0129],"ZBTB9, GGNBP1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:33485334
rs3957165-<b>C</b>,"3 x 10-8",,0.189,'-,"0.008 unit increase",[0.006-0.01],"LINC01016, MLN","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:33817087
rs877596-<b>T</b>,"8 x 10-9",,0.354,'-,"0.007 unit increase",[0.005-0.009],"MAPK13, MAPK14","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:36121273
rs10947675-<b>G</b>,"5 x 10-13",,0.481,'-,"0.008 unit increase",[0.006-0.01],LINC02520,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:37512196
rs75108536-<b>C</b>,"5 x 10-11",,0.84,'-,"0.01 unit increase",[0.0061-0.0139],LRFN2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:40408201
rs9471935-<b>G</b>,"1 x 10-10",,0.775,'-,"0.009 unit decrease",[0.007-0.011],"BICRAL, RPL7L1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:42872580
rs4628086-<b>C</b>,"7 x 10-18",,0.897,'-,"0.015 unit increase",[0.011-0.019],TFAP2B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:50819644
rs160631-<b>T</b>,"1 x 10-13",,0.261,'-,"0.01 unit increase",[0.008-0.012],CILK1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:53030432
rs11750999-<b>G</b>,"4 x 10-21",,0.616,'-,"0.012 unit decrease",[0.01-0.014],"NUFIP1P1, RNU7-66P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:66709763
rs4706314-<b>C</b>,"3 x 10-8",,0.463,'-,"0.006 unit decrease",[0.004-0.008],"LINC02549, Y_RNA","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:68019238
rs7738395-<b>G</b>,"1 x 10-10",,0.375,'-,"0.008 unit increase",[0.006-0.01],"MAP3K7, MIR4643","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:91493049
rs2506929-<b>G</b>,"5 x 10-8",,0.254,'-,"0.007 unit increase",[0.005-0.009],"COPS5P1, ATF1P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:92896426
rs2029241-<b>G</b>,"8 x 10-15",,0.845,'-,"0.013 unit increase",[0.0091-0.0169],"EIF4EBP2P3, MIR2113","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:98140058
rs9321055-<b>A</b>,"2 x 10-16",,0.316,'-,"0.01 unit increase",[0.008-0.012],"EIF4EBP2P3, POU3F2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:98402977
rs62432597-<b>A</b>,"5 x 10-16",,0.641,'-,"0.01 unit increase",[0.008-0.012],"Y_RNA, MCHR2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:99873512
rs210593-<b>A</b>,"3 x 10-9",,0.655,'-,"0.007 unit increase",[0.005-0.009],AUTS2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:69779326
rs2074646-<b>C</b>,"8 x 10-14",,0.387,'-,"0.009 unit decrease",[0.007-0.011],MAGI2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:78132696
rs12536030-<b>C</b>,"1 x 10-8",,0.953,'-,"0.014 unit increase",[0.01-0.018],MAGI2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:78760517
rs12666502-<b>G</b>,"1 x 10-8",,0.779,'-,"0.009 unit decrease",[0.0051-0.0129],CDK14,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:90798078
rs3801289-<b>A</b>,"3 x 10-9",,0.663,'-,"0.007 unit increase",[0.005-0.009],"DLX6, DLX6-AS1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:97008955
rs2017923-<b>G</b>,"3 x 10-11",,0.75,'-,"0.009 unit increase",[0.007-0.011],"TAC1, ASNS","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:97756199
rs2272168-<b>G</b>,"3 x 10-20",,0.843,'-,"0.015 unit increase",[0.011-0.019],ZKSCAN5,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:99505154
rs2074686-<b>G</b>,"3 x 10-9",,0.415,'-,"0.007 unit increase",[0.005-0.009],AP1S1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:101157354
rs112284461-<b>C</b>,"9 x 10-9",,0.929,'-,"0.015 unit decrease",[0.0091-0.0209],CUX1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:102240005
rs253376-<b>C</b>,"8 x 10-12",,0.528,'-,"0.008 unit decrease",[0.006-0.01],IMMP2L,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:111299597
rs1476535-<b>C</b>,"3 x 10-26",,0.451,'-,"0.013 unit decrease",[0.011-0.015],FOXP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:114430980
rs17137753-<b>G</b>,"6 x 10-19",,0.49,'-,"0.011 unit increase",[0.009-0.013],"POLR2DP2, LINC01392","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:115390538
rs11770163-<b>G</b>,"2 x 10-10",,0.667,'-,"0.008 unit decrease",[0.006-0.01],MET,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:116777794
rs7795873-<b>C</b>,"5 x 10-16",,0.359,'-,"0.01 unit decrease",[0.008-0.012],CTTNBP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:117872599
rs6973947-<b>C</b>,"8 x 10-10",,0.805,'-,"0.009 unit increase",[0.007-0.011],"KCND2, RNU1-29P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:120180943
rs10953957-<b>G</b>,"3 x 10-17",,0.623,'-,"0.01 unit decrease",[0.008-0.012],"FEZF1, CADPS2","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:122314655
rs2097641-<b>G</b>,"1 x 10-8",,0.614,'-,"0.007 unit increase",[0.005-0.009],GRM8,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:126649421
rs3757757-<b>G</b>,"7 x 10-16",,0.885,'-,"0.014 unit decrease",[0.01-0.018],SND1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:128055805
rs9649579-<b>T</b>,"1 x 10-9",,0.422,'-,"0.007 unit decrease",[0.005-0.009],PLXNA4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:132569129
rs34060248-<b>C</b>,"3 x 10-16",,0.589,'-,"0.01 unit increase",[0.008-0.012],LRGUK,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:134134092
rs7793448-<b>T</b>,"6 x 10-11",,0.717,'-,"0.008 unit increase",[0.006-0.01],RAB19,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:140425023
rs62479657-<b>C</b>,"3 x 10-9",,0.639,'-,"0.007 unit increase",[0.005-0.009],PTPRN2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:158318697
rs4240671-<b>G</b>,"5 x 10-23",,0.509,'-,"0.012 unit increase",[0.01-0.014],XKR6,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,8:10910238
rs76552497-<b>C</b>,"2 x 10-11",,0.829,'-,"0.011 unit decrease",[0.0071-0.0149],"LINC00681, TRMT9B","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,8:12822171
rs59724122-<b>C</b>,"4 x 10-19",,0.831,'-,"0.014 unit increase",[0.01-0.018],GULOP,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,8:27567179
rs12660725-<b>C</b>,"6 x 10-19",,0.525,'-,"0.011 unit decrease",[0.009-0.013],ASCC3,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:100530694
rs10782363-<b>C</b>,"7 x 10-10",,0.531,'-,"0.007 unit increase",[0.005-0.009],"NPM1P10, HACE1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:104701838
rs531111-<b>T</b>,"7 x 10-10",,0.821,'-,"0.009 unit increase",[0.007-0.011],"FOXO3, LINC00222","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:108698403
rs458806-<b>C</b>,"1 x 10-29",,0.178,'-,"0.016 unit increase",[0.014-0.018],"REV3L, MFSD4B","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:111354825
rs174393-<b>G</b>,"2 x 10-10",,0.253,'-,"0.009 unit increase",[0.007-0.011],"TRAF3IP2, TRAF3IP2-AS1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:111597662
rs9372355-<b>A</b>,"1 x 10-8",,0.349,'-,"0.007 unit increase",[0.005-0.009],"FCF1P10, SOCS5P5","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:113216660
rs71561806-<b>G</b>,"3 x 10-9",,0.727,'-,"0.008 unit increase",[0.006-0.01],"NKAIN2, RNF217-AS1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:124721359
rs45582334-<b>A</b>,"8 x 10-10",,0.691,'-,"0.008 unit increase",[0.006-0.01],PTPRK,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:128005886
rs9402093-<b>G</b>,"2 x 10-12",,0.3,'-,"0.009 unit decrease",[0.007-0.011],LAMA2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:129032526
rs1358433-<b>G</b>,"3 x 10-12",,0.603,'-,"0.008 unit decrease",[0.006-0.01],UTRN,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:144559822
rs1856416-<b>C</b>,"2 x 10-12",,0.798,'-,"0.01 unit decrease",[0.008-0.012],"UTRN, EPM2A","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:144965232
rs12204714-<b>C</b>,"5 x 10-11",,0.37,'-,"0.008 unit increase",[0.006-0.01],ESR1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:151914204
rs4870492-<b>C</b>,"9 x 10-11",,0.664,'-,"0.008 unit increase",[0.006-0.01],ARID1B,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:156811501
rs143465123-<b>C</b>,"8 x 10-11",,0.94,'-,"0.017 unit increase",[0.011-0.023],TULP4,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:158473958
rs12194023-<b>C</b>,"7 x 10-10",,0.739,'-,"0.008 unit increase",[0.006-0.01],"CAHM, PACRG-AS1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:163395871
rs7744868-<b>A</b>,"1 x 10-9",,0.804,'-,"0.009 unit decrease",[0.007-0.011],WDR27,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,6:169660237
rs11763008-<b>C</b>,"2 x 10-9",,0.862,'-,"0.01 unit increase",[0.0061-0.0139],"ELFN1, MAD1L1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:1766291
rs6460944-<b>C</b>,"2 x 10-23",,0.592,'-,"0.012 unit decrease",[0.01-0.014],MAD1L1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:1836563
rs4349886-<b>C</b>,"2 x 10-26",,0.462,'-,"0.012 unit decrease",[0.01-0.014],SDK1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:3330406
rs35929923-<b>G</b>,"2 x 10-8",,0.744,'-,"0.008 unit decrease",[0.006-0.01],"ASS1P11, RNU1-15P","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:21360907
rs35851551-<b>A</b>,"9 x 10-13",,0.899,'-,"0.016 unit decrease",[0.012-0.02],"NEUROD6, ADCYAP1R1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:31291171
rs10237329-<b>C</b>,"2 x 10-10",,0.371,'-,"0.008 unit increase",[0.006-0.01],PDE1C,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:32226113
rs17170827-<b>C</b>,"2 x 10-10",,0.816,'-,"0.009 unit decrease",[0.007-0.011],"ELMO1-AS1, ELMO1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:37006815
rs1174864-<b>G</b>,"1 x 10-9",,0.454,'-,"0.007 unit decrease",[0.005-0.009],"POM121L12, HAUS6P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:53059866
rs62449380-<b>G</b>,"4 x 10-10",,0.493,'-,"0.007 unit increase",[0.005-0.009],LINC01445,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,7:54417951
rs12902636-<b>C</b>,"9 x 10-24",,0.489,'-,"0.012 unit increase",[0.01-0.014],SEMA6D,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:47679254
rs74692183-<b>C</b>,"1 x 10-10",,0.954,'-,"0.017 unit increase",[0.011-0.023],HERC1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:63712048
rs12914773-<b>G</b>,"3 x 10-10",,0.402,'-,"0.007 unit decrease",[0.005-0.009],MAP2K5,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:67727620
rs4404022-<b>A</b>,"5 x 10-13",,0.587,'-,"0.009 unit decrease",[0.007-0.011],"CD276, INSYN1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:73718089
rs72730718-<b>C</b>,"4 x 10-11",,0.929,'-,"0.018 unit increase",[0.012-0.024],LINGO1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:77772569
rs7167767-<b>G</b>,"3 x 10-10",,0.347,'-,"0.008 unit decrease",[0.006-0.01],ABHD17C,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:80733414
rs113930428-<b>A</b>,"9 x 10-12",,0.88,'-,"0.013 unit increase",[0.0091-0.0169],BNC1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:83283386
rs35380240-<b>G</b>,"4 x 10-10",,0.577,'-,"0.007 unit decrease",[0.005-0.009],"LINC00052, NTRK3","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:87585747
rs7495737-<b>C</b>,"5 x 10-9",,0.604,'-,"0.007 unit decrease",[0.005-0.009],"MIR9-3HG, POLG-DT","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:89355925
rs4702-<b>G</b>,"1 x 10-23",,0.442,'-,"0.012 unit increase",[0.01-0.014],FURIN,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:90883330
rs11631953-<b>A</b>,"1 x 10-9",,0.769,'-,"0.009 unit increase",[0.007-0.011],NR2F2-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:96319532
rs1155641-<b>G</b>,"1 x 10-15",,0.652,'-,"0.01 unit decrease",[0.008-0.012],"RN7SKP181, LINC02253","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:96959765
rs12914977-<b>C</b>,"4 x 10-14",,0.603,'-,"0.009 unit decrease",[0.007-0.011],IGF1R,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,15:98661995
rs1139897-<b>G</b>,"7 x 10-21",,0.78,'-,"0.013 unit increase",[0.011-0.015],RHOT2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:670986
rs17136317-<b>T</b>,"1 x 10-8",,0.762,'-,"0.007 unit decrease",[0.005-0.009],ZNF75A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:3316513
rs9936015-<b>G</b>,"3 x 10-10",,0.695,'-,"0.008 unit decrease",[0.006-0.01],RBFOX1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:5777014
rs4786809-<b>C</b>,"9 x 10-9",,0.38,'-,"0.007 unit increase",[0.005-0.009],RBFOX1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:6061252
rs4494563-<b>C</b>,"2 x 10-11",,0.817,'-,"0.01 unit decrease",[0.0061-0.0139],RBFOX1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:7280127
rs7192140-<b>T</b>,"1 x 10-9",,0.507,'-,"0.007 unit increase",[0.005-0.009],GRIN2A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:10079891
rs115690621-<b>G</b>,"2 x 10-9",,0.675,'-,"0.008 unit increase",[0.006-0.01],"ERCC4, TMF1P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:13493225
rs56225373-<b>T</b>,"2 x 10-10",,0.839,'-,"0.011 unit decrease",[0.0071-0.0149],"TMF1P1, ERCC4","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:13661551
rs9922607-<b>C</b>,"2 x 10-15",,0.793,'-,"0.012 unit increase",[0.01-0.014],"RPL7P47, XYLT1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:17476363
rs76853196-<b>C</b>,"2 x 10-12",,0.685,'-,"0.009 unit increase",[0.007-0.011],"RPL7P47, XYLT1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:17920063
rs7188873-<b>A</b>,"5 x 10-15",,0.38,'-,"0.009 unit decrease",[0.007-0.011],TNRC6A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,16:24715743
