"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs112262807-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44828429
rs1466435-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"BCAM, NECTIN2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44839558
rs140824606-<b>?</b>,"4 x 10-26",,NR,'-,'-,'-,"BCAM, CBLC","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44807827
rs186110295-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"BCL3, CEACAM16-AS1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44730236
rs1135062-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,BCAM,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44819487
rs10412413-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"BCAM, NECTIN2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44824052
rs12974942-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44849230
rs78986976-<b>?</b>,"5 x 10-9",,NR,'-,'-,'-,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44826181
rs77241309-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"BCAM, NECTIN2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44845920
rs12978931-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44860443
rs4802240-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44849547
rs283814-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44885967
rs61679753-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44897490
rs148601586-<b>?</b>,"2 x 10-43",,NR,'-,'-,'-,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44843409
rs112380717-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,RELB,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45019803
rs2927468-<b>?</b>,"4 x 10-108",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44854682
rs4803760-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44830577
rs11668738-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44844304
rs2972558-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44852884
rs73050293-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44876489
rs375972689-<b>?</b>,"1 x 10-32",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44857231
rs8112526-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44857505
rs406456-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44879460
rs35568738-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44899461
rs157580-<b>?</b>,"2 x 10-208",,NR,'-,'-,'-,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44892009
rs11669338-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44879727
rs760136-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44900601
rs405697-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44901434
rs157595-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"APOC1, APOC1P1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44922203
rs8106813-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,APOC1P1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44928401
rs141864196-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44902242
rs150639620-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44878035
rs41290120-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44879418
rs138235833-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"APOE, APOC1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44912028
rs283810-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44884984
rs769446-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"APOE, TOMM40","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44905371
rs12721109-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"APOC4-APOC2, APOC4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44943964
rs1081105-<b>?</b>,"1 x 10-162",,NR,'-,'-,'-,"APOE, APOC1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44909698
rs7254133-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"APOC4, APOC1P1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44935297
rs60049679-<b>?</b>,"2 x 10-70",,NR,'-,'-,'-,"APOC1, APOC1P1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44926451
rs4263041-<b>?</b>,"5 x 10-10",,NR,'-,'-,'-,"APOC1P1, APOC4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44935386
rs2376866-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"CLPTM1, RELB","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:44997454
rs35194383-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,RELB,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45012792
rs4803791-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,'-,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,"Mapping not available"
rs117612135-<b>?</b>,"9 x 10-31",,NR,'-,'-,'-,"RELB, CLPTM1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45001269
rs76856627-<b>?</b>,"9 x 10-11",,NR,'-,'-,'-,CLASRP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45040497
rs78620885-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, GEMIN7, GEMIN7-AS1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45087826
rs112481437-<b>?</b>,"6 x 10-15",,NR,'-,'-,'-,CLASRP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45045877
rs7251911-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,GEMIN7-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45079144
rs145903417-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"PPP1R37, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45125846
rs149495476-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"BLOC1S3, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45193381
rs138137383-<b>?</b>,"2 x 10-15",,NR,'-,'-,'-,"MARK4, PPP1R37","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45098343
rs12461065-<b>?</b>,"1 x 10-17",,NR,'-,'-,'-,"PPP1R37, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45102050
rs8100183-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, GEMIN7-AS1, GEMIN7","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45081434
rs17643262-<b>?</b>,"2 x 10-30",,NR,'-,'-,'-,"MARK4, PPP1R37","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45128558
rs10408847-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, PPP1R37","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45131424
rs12463049-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, BLOC1S3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45187692
rs111243475-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, BLOC1S3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45188312
rs595290-<b>?</b>,"7 x 10-21",,NR,'-,'-,'-,"MARK4, BLOC1S3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45205150
rs620807-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"BLOC1S3, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45203694
rs346758-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, EXOC3L2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45222481
rs346763-<b>?</b>,"1 x 10-12",,NR,'-,'-,'-,"EXOC3L2, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45226017
rs12461144-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, EXOC3L2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45220448
rs62118504-<b>?</b>,"5 x 10-14",,NR,'-,'-,'-,"MARK4, EXOC3L2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45231493
rs11667829-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MARK4, EXOC3L2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,19:45236417
rs6069736-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"CSTF1, CASS4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,20:56408019
rs9271192-<b>?</b>,"7 x 10-10",,NR,1.0530598,'-,'-,"HLA-DRB1, HLA-DQA1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,6:32610753
rs2718058-<b>?</b>,"2 x 10-6",,NR,1.0383158,'-,'-,"GPR141, EPDR1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,7:37801932
rs10838725-<b>?</b>,"2 x 10-6",,NR,1.0392507,'-,"[1.02288186365195- 1.05588153898494]",CELF1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST005922,11:47536319
rs576651896-<b>G</b>,"2 x 10-11",,0.004649,'-,"6.6975107 z-unit increase",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44960141
rs186110295-<b>T</b>,"4 x 10-11",,0.01273,'-,"6.5884266 z-unit increase",NR,"BCL3, CEACAM16-AS1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44730236
rs78986976-<b>A</b>,"8 x 10-11",,0.05489,'-,"6.508301 z-unit decrease",NR,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44826181
rs204907-<b>G</b>,"9 x 10-11",,0.049,'-,"6.482148 z-unit decrease",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44958739
rs9469112-<b>T</b>,"1 x 10-10",,0.1734,'-,"6.4424515 z-unit increase",NR,"HLA-DRA, HLA-DRB9","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,6:32447376
rs141864196-<b>A</b>,"3 x 10-10",,0.02628,'-,"6.313068 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44902242
rs114036675-<b>A</b>,"3 x 10-10",,0.002756,'-,"6.2855 z-unit increase",NR,BCL3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44759439
rs3752241-<b>G</b>,"4 x 10-10",,0.1656,'-,"6.273173 z-unit decrease",NR,ABCA7,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:1053525
rs11083743-<b>C</b>,"1 x 10-9",,0.2682,'-,"6.0971603 z-unit increase",NR,IGSF23,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44621921
rs34181358-<b>A</b>,"3 x 10-9",,0.1063,'-,"5.9258137 z-unit decrease",NR,CHRNA2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,8:27465457
rs204480-<b>T</b>,"6 x 10-9",,0.2501,'-,"5.81275 z-unit decrease",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44973854
rs10421247-<b>C</b>,"7 x 10-9",,0.4994,'-,"5.801472 z-unit decrease",NR,"NKPD1, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45154228
rs419010-<b>C</b>,"8 x 10-9",,0.4477,'-,"5.773656 z-unit decrease",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44865063
rs9653111-<b>T</b>,"1 x 10-8",,0.1298,'-,"5.6693845 z-unit decrease",NR,"GEMIN7-AS1, MARK4, GEMIN7","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45089217
rs769452-<b>C</b>,"2 x 10-8",,0.001629,'-,"5.5855217 z-unit increase",NR,APOE,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44907853
rs143332484-<b>T</b>,"3 x 10-8",,0.009954,'-,"5.5406914 z-unit increase",NR,TREM2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,6:41161469
rs4727449-<b>T</b>,"3 x 10-8",,0.1607,'-,"5.5144157 z-unit increase",NR,STAG3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,7:100188127
rs123187-<b>A</b>,"4 x 10-8",,0.3694,'-,"5.504638 z-unit decrease",NR,"RPS16P9, CKM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45327689
rs10498633-<b>T</b>,"2 x 10-7",,NR,'-,"5.17 z-unit decrease",NR,SLC24A4,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,14:92460608
rs10792832-<b>A</b>,"7 x 10-18",,0.3702,'-,"8.61 z-unit decrease",NR,"RNU6-560P, LINC02695","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,11:86156833
rs10948363-<b>G</b>,"1 x 10-8",,0.2754,'-,"5.72 z-unit increase",NR,CD2AP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,6:47520026
rs1081105-<b>C</b>,"1 x 10-231",,0.02756,'-,"32.50298 z-unit increase",NR,"APOE, APOC1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44909698
rs157580-<b>G</b>,"8 x 10-220",,0.3949,'-,"31.6502 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44892009
rs6859-<b>A</b>,"1 x 10-152",,0.4218,'-,"26.320562 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44878777
rs9381563-<b>C</b>,"3 x 10-10",,0.355,'-,"6.33 z-unit increase",NR,"CD2AP-DT, B3GNTL1P2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,6:47464901
rs11257238-<b>C</b>,"1 x 10-8",,0.375,'-,"5.69 z-unit increase",NR,"ECHDC3, USP6NL-AS1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,10:11675398
rs2081545-<b>A</b>,"2 x 10-15",,0.381,'-,"7.97 z-unit decrease",NR,MS4A4A,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,11:60190907
rs4236673-<b>A</b>,"3 x 10-19",,0.391,'-,"8.98 z-unit decrease",NR,CLU,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,8:27607412
rs4663105-<b>C</b>,"3 x 10-44",,0.415,'-,"13.94 z-unit increase",NR,"NIFKP9, BIN1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,2:127133851
rs2632516-<b>C</b>,"1 x 10-6",,0.455,'-,"4.9 z-unit decrease",NR,TSPOAP1-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,17:58331728
rs28394864-<b>A</b>,"2 x 10-8",,0.473,'-,"5.62 z-unit increase",NR,"ZNF652, PHB","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,17:49373413
rs7810606-<b>T</b>,"4 x 10-11",,0.5,'-,"6.62 z-unit decrease",NR,EPHA1-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,7:143411065
rs7412-<b>T</b>,"1 x 10-99",,0.07994,'-,"21.199877 z-unit decrease",NR,APOE,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44908822
rs138607350-<b>G</b>,"3 x 10-65",,0.00629,'-,"17.060017 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44860563
rs79701229-<b>A</b>,"1 x 10-64",,0.01276,'-,"16.990263 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44881674
rs10407439-<b>A</b>,"1 x 10-58",,0.296,'-,"16.138115 z-unit decrease",NR,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44838691
rs2965169-<b>C</b>,"3 x 10-57",,0.3883,'-,"15.944032 z-unit decrease",NR,BCL3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44747899
rs116949436-<b>A</b>,"7 x 10-50",,0.01073,'-,"14.848961 z-unit increase",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44960129
rs55923289-<b>C</b>,"3 x 10-44",,0.13,'-,"13.958599 z-unit increase",NR,"CEACAM16-AS1, BCL3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44737327
rs28469095-<b>C</b>,"2 x 10-38",,0.09149,'-,"12.963469 z-unit increase",NR,"MARK4, NKPD1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45152075
rs111371860-<b>T</b>,"6 x 10-35",,0.06009,'-,"12.327317 z-unit decrease",NR,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44842530
rs2967668-<b>G</b>,"7 x 10-25",,0.1098,'-,"10.3022 z-unit decrease",NR,CBLC,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44799694
rs76692773-<b>T</b>,"9 x 10-24",,0.07319,'-,"10.04716 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44890954
rs11672748-<b>G</b>,"1 x 10-23",,0.3171,'-,"10.028075 z-unit increase",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44986934
rs595290-<b>C</b>,"7 x 10-23",,0.1582,'-,"9.847612 z-unit increase",NR,"MARK4, BLOC1S3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45205150
rs346757-<b>C</b>,"2 x 10-22",,0.08386,'-,"9.756002 z-unit increase",NR,"MARK4, EXOC3L2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45222190
rs34874378-<b>A</b>,"9 x 10-22",,0.04366,'-,"9.593067 z-unit increase",NR,RELB,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45013623
rs183427010-<b>A</b>,"3 x 10-21",,0.004629,'-,"9.459884 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44863241
rs111740474-<b>A</b>,"5 x 10-21",,0.01165,'-,"9.402366 z-unit increase",NR,CEACAM16-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44720227
rs1160984-<b>T</b>,"2 x 10-20",,0.05762,'-,"9.292308 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44900667
rs11665676-<b>T</b>,"1 x 10-19",,0.05183,'-,"9.089448 z-unit decrease",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44875462
rs561654715-<b>A</b>,"9 x 10-19",,0.002832,'-,"8.842536 z-unit increase",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44890947
rs55840414-<b>A</b>,"5 x 10-18",,0.1183,'-,"8.655959 z-unit decrease",NR,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:44840322
rs112481437-<b>A</b>,"1 x 10-17",,0.02337,'-,"8.578216 z-unit increase",NR,CLASRP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer disease, family history of Alzheimer’s disease",'-,GCST007320,19:45045877
