"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs913687-<b>?</b>,"2 x 10-8",,NR,'-,"0.01442 unit decrease",[0.0094-0.0195],RABGAP1L,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,1:174805993
rs9303521-<b>?</b>,"1 x 10-9",,NR,'-,"0.01413 unit increase",[0.0096-0.0187],LINC02210-CRHR1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45727828
rs9586-<b>?</b>,"4 x 10-9",,NR,'-,"0.01634 unit increase",[0.011-0.022],KLHDC8B,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,3:49176204
rs9904290-<b>?</b>,"2 x 10-9",,NR,'-,"0.01443 unit decrease",[0.0097-0.0191],MAPT,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45924905
rs145410455-<b>G</b>,"7 x 10-18",,NR,1.0638298,'-,'-,"LINC00533, RPSAP2","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,6:28706221
rs58235352-<b>G</b>,"2 x 10-10",,NR,1.0526316,'-,'-,"ACADS, SPPL3","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,12:120748443
rs4143229-<b>C</b>,"3 x 10-10",,NR,1.0526316,'-,'-,ENOX1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,13:43753663
rs7531118-<b>C</b>,"1 x 10-16",,NR,1.0416667,'-,'-,RPL31P12,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,1:72371556
rs10959753-<b>C</b>,"1 x 10-13",,NR,1.0416667,'-,'-,'-,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,9:11379630
rs61867293-<b>C</b>,"6 x 10-12",,NR,1.0416667,'-,'-,SORCS3,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,10:104804166
rs4526442-<b>C</b>,"8 x 10-11",,NR,1.0416667,'-,'-,ZCCHC7,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,9:37207272
rs113872034-<b>G</b>,"1 x 10-9",,NR,1.0416667,'-,'-,TUBGCP6,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,22:50241007
rs1531188-<b>C</b>,"2 x 10-9",,NR,1.0416667,'-,'-,MYH15,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,3:108429710
rs16851203-<b>C</b>,"2 x 10-9",,NR,1.0416667,'-,'-,LINC01645,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,1:177400897
rs78821730-<b>G</b>,"3 x 10-8",,NR,1.0416667,'-,'-,CNNM2,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,10:102924787
rs8037355-<b>C</b>,"4 x 10-15",,NR,1.0309278,'-,'-,'-,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,15:37351630
rs11682175-<b>C</b>,"2 x 10-11",,NR,1.0309278,'-,'-,ACTG1P22,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,2:57760458
rs7430565-<b>G</b>,"2 x 10-11",,NR,1.0309278,'-,'-,RSRC1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,3:158389391
rs1002656-<b>C</b>,"3 x 10-11",,NR,1.0309278,'-,'-,"GRIK3, FTLP18","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,1:36727140
rs11135349-<b>C</b>,"3 x 10-11",,NR,1.0309278,'-,'-,'-,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,5:165096466
rs61533748-<b>C</b>,"4 x 10-11",,NR,1.0309278,'-,'-,"RNA5SP87, LINC01830","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,2:22360096
rs102275-<b>C</b>,"5 x 10-11",,NR,1.0309278,'-,'-,TMEM258,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,11:61790331
rs8063603-<b>G</b>,"5 x 10-11",,NR,1.0309278,'-,'-,RBFOX1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,16:6260644
rs6667297-<b>G</b>,"6 x 10-11",,NR,1.0309278,'-,'-,HMGB1P18,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,1:80330304
rs4721057-<b>G</b>,"7 x 10-11",,NR,1.0309278,'-,'-,TMEM106B,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,7:12227595
rs1045430-<b>G</b>,"1 x 10-10",,NR,1.0309278,'-,'-,AREL1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,14:74663532
rs10149470-<b>G</b>,"1 x 10-10",,NR,1.0309278,'-,'-,"RNU7-160P, BAG5","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,14:103551616
rs10913112-<b>C</b>,"1 x 10-10",,NR,1.0309278,'-,'-,"RPS29P5, COP1","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,1:175944692
rs116755193-<b>C</b>,"1 x 10-10",,NR,1.0309278,'-,'-,LINC02240,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,5:124916190
rs34215985-<b>G</b>,"2 x 10-10",,NR,1.0309278,'-,'-,SLC30A9,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,4:42045761
rs61990288-<b>G</b>,"2 x 10-10",,NR,1.0309278,'-,'-,LRFN5,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,14:41605523
rs2514218-<b>C</b>,"3 x 10-10",,NR,1.0309278,'-,'-,DRD2,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,11:113522272
rs12935276-<b>G</b>,"5 x 10-10",,NR,1.0309278,'-,'-,SHISA9,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,16:12944866
rs910187-<b>G</b>,"3 x 10-9",,NR,1.0309278,'-,'-,ZMYND8,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,20:47212407
rs4074723-<b>C</b>,"3 x 10-9",,NR,1.0309278,'-,'-,SOX5,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,12:23794803
rs4753209-<b>T</b>,"4 x 10-9",,NR,1.0309278,'-,'-,GRM5,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,11:89010040
rs4529173-<b>C</b>,"4 x 10-9",,NR,1.0309278,'-,'-,SCAMP1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,5:78413606
rs4869056-<b>G</b>,"5 x 10-9",,NR,1.0309278,'-,'-,TENM2,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,5:167565073
rs62099069-<b>T</b>,"1 x 10-9",,NR,1.0309278,'-,'-,MIR924HG,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,18:39303773
rs7771570-<b>C</b>,"1 x 10-9",,NR,1.0309278,'-,'-,"GRIK2, ASCC3","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,6:100891524
rs1828385-<b>C</b>,"1 x 10-8",,NR,1.0309278,'-,'-,LINC02853,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,15:36063667
rs1518367-<b>T</b>,"1 x 10-8",,NR,1.0309278,'-,'-,PLCL1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,2:197942291
rs977509-<b>C</b>,"1 x 10-8",,NR,1.0309278,'-,'-,SOX6,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,11:16272134
rs117763335-<b>C</b>,"1 x 10-8",,NR,1.0309278,'-,'-,SETBP1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,18:44680383
rs4261101-<b>G</b>,"2 x 10-8",,NR,1.0309278,'-,'-,RNU6-695P,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,1:90330495
rs55993664-<b>C</b>,"2 x 10-8",,NR,1.0309278,'-,'-,PSMC1P5,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,5:107267781
rs1933802-<b>G</b>,"1 x 10-8",,NR,1.0204082,'-,'-,LIN28B-AS1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,6:104918016
rs10818400-<b>G</b>,"1 x 10-8",,NR,1.0204082,'-,'-,LINC01613,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,9:119902190
rs915057-<b>G</b>,"2 x 10-8",,NR,1.0204082,'-,'-,"ESR2, SYNE2","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,14:64219489
rs10792422-<b>G</b>,"2 x 10-8",,NR,1.0204082,'-,'-,MARK2,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,11:63865201
rs1504721-<b>C</b>,"2 x 10-8",,NR,1.0204082,'-,'-,CNTN5,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,11:99397886
rs12552-<b>A</b>,"1 x 10-23",,NR,1.04,'-,[1.03-1.05],OLFM4,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,13:53051646
rs12658032-<b>A</b>,"2 x 10-16",,NR,1.04,'-,[1.03-1.05],"LINC02163, RNU6-334P","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,5:104568525
rs12958048-<b>A</b>,"5 x 10-14",,NR,1.04,'-,[1.03-1.05],'-,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST010416,"Mapping not available"
rs10891564-<b>?</b>,"2 x 10-9",,NR,'-,"0.01424 unit increase",[0.0096-0.0189],DRD2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:113503291
rs10965780-<b>?</b>,"2 x 10-9",,NR,'-,"0.01412 unit increase",[0.0095-0.0187],"SUMO2P2, LINC01239","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,9:23341717
rs11039409-<b>?</b>,"9 x 10-10",,NR,'-,"0.01574 unit increase",[0.011-0.021],NUP160,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:47814169
rs11152363-<b>?</b>,"1 x 10-10",,NR,'-,"0.01941 unit increase",[0.013-0.025],TCF4,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55389957
rs11214589-<b>?</b>,"2 x 10-8",,NR,'-,"0.01339 unit increase",[0.0087-0.018],TTC12,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:113374326
rs11214607-<b>?</b>,"2 x 10-9",,NR,'-,"0.01928 unit increase",[0.013-0.026],DRD2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:113441417
rs11663393-<b>?</b>,"7 x 10-9",,NR,'-,"0.01346 unit increase",[0.0089-0.018],DCC,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:53088362
rs11664123-<b>?</b>,"2 x 10-8",,NR,'-,"0.01428 unit decrease",[0.0093-0.0193],DCC,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:53440658
rs12420205-<b>?</b>,"7 x 10-11",,NR,'-,"0.01631 unit decrease",[0.011-0.021],DRD2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:113523313
rs12457157-<b>?</b>,"4 x 10-9",,NR,'-,"0.01366 unit decrease",[0.0091-0.0182],TCF4,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55629696
rs1261070-<b>?</b>,"6 x 10-12",,NR,'-,"0.02838 unit decrease",[0.02-0.036],TCF4,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55235854
rs1261114-<b>?</b>,"5 x 10-8",,NR,'-,"0.01303 unit increase",[0.0084-0.0177],TCF4,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55271138
rs12938031-<b>?</b>,"1 x 10-9",,NR,'-,"0.01436 unit increase",[0.0097-0.019],LINC02210-CRHR1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45777136
rs12963463-<b>?</b>,"3 x 10-8",,NR,'-,"0.01434 unit increase",[0.0093-0.0194],TCF4,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55431862
rs13060816-<b>?</b>,"3 x 10-9",,NR,'-,"0.01381 unit increase",[0.0093-0.0184],BBX,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,3:107561639
rs13296664-<b>?</b>,"5 x 10-9",,NR,'-,"0.01521 unit increase",[0.01-0.02],RPL35AP22,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,9:117684418
rs13381817-<b>?</b>,"2 x 10-8",,NR,'-,"0.02374 unit increase",[0.015-0.032],TCF4,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55230988
rs1360380-<b>?</b>,"2 x 10-10",,NR,'-,"0.01503 unit increase",[0.01-0.02],'-,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,9:23378490
rs1427027-<b>?</b>,"1 x 10-8",,NR,'-,"0.015 unit increase",[0.0099-0.0201],"RPL12P40, MIR4318","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:37666359
rs145097508-<b>?</b>,"2 x 10-9",,NR,'-,"0.03206 unit increase",[0.022-0.043],"RPSAP2, LINC00533","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,6:28714629
rs1490176-<b>?</b>,"2 x 10-8",,NR,'-,"0.01435 unit increase",[0.0093-0.0194],SORCS3,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,10:104800467
rs1560312-<b>?</b>,"1 x 10-16",,NR,'-,"0.02016 unit increase",[0.015-0.025],MAPT,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45901622
rs1724422-<b>?</b>,"1 x 10-11",,NR,'-,"0.01616 unit increase",[0.012-0.021],LINC02210-CRHR1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45699947
rs17508548-<b>?</b>,"1 x 10-8",,NR,'-,"0.02016 unit increase",[0.013-0.027],GABBR1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,6:29595290
rs17570807-<b>?</b>,"2 x 10-8",,NR,'-,"0.03203 unit increase",[0.021-0.043],"MIR4318, RPL12P40","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:37662673
rs1875560-<b>?</b>,"3 x 10-11",,NR,'-,"0.01545 unit increase",[0.011-0.02],DCC,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:53434318
rs1940728-<b>?</b>,"1 x 10-8",,NR,'-,"0.01354 unit increase",[0.0089-0.0182],NCAM1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:112981473
rs199505-<b>?</b>,"1 x 10-18",,NR,'-,"0.02469 unit increase",[0.019-0.03],WNT3,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:46782044
rs2090408-<b>?</b>,"2 x 10-9",,NR,'-,"0.01416 unit decrease",[0.0095-0.0188],"LINC01990, BBX","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,3:107479604
rs2215939-<b>?</b>,"5 x 10-8",,NR,'-,"0.0135 unit decrease",[0.0087-0.0183],LINC01122,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,2:58492312
rs2278609-<b>?</b>,"9 x 10-9",,NR,'-,"0.01622 unit increase",[0.011-0.022],PLCL2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,3:16882947
rs2298489-<b>?</b>,"2 x 10-11",,NR,'-,"0.01668 unit increase",[0.012-0.022],TTC12,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:113364697
rs242947-<b>?</b>,"6 x 10-9",,NR,'-,"0.01361 unit increase",[0.009-0.0182],MAPT-AS1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45839770
rs2435200-<b>?</b>,"6 x 10-9",,NR,'-,"0.01363 unit increase",[0.009-0.0182],MAPT,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45994485
rs2867972-<b>?</b>,"2 x 10-9",,NR,'-,"0.01654 unit increase",[0.011-0.022],ARFGAP2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:47169687
rs34030812-<b>?</b>,"3 x 10-8",,NR,'-,"0.01334 unit increase",[0.0086-0.018],ARHGAP15,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,2:143491336
rs34186148-<b>?</b>,"7 x 10-13",,NR,'-,"0.01715 unit increase",[0.012-0.022],LINC02210-CRHR1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45777289
rs34467936-<b>?</b>,"4 x 10-11",,NR,'-,"0.01605 unit decrease",[0.011-0.021],"NUP160, PTPRJ","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:47893747
rs35609938-<b>?</b>,"2 x 10-8",,NR,'-,"0.01321 unit decrease",[0.0086-0.0178],LINC01122,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,2:58529594
rs35738585-<b>?</b>,"2 x 10-13",,NR,'-,"0.01722 unit decrease",[0.013-0.022],DRD2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:113515625
rs35825582-<b>?</b>,"3 x 10-8",,NR,'-,"0.01277 unit decrease",[0.0082-0.0173],ARHGAP15,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,2:143491193
rs35909029-<b>?</b>,"2 x 10-8",,NR,'-,"0.01299 unit increase",[0.0085-0.0175],LINC02210-CRHR1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,17:45774132
rs3758667-<b>?</b>,"3 x 10-11",,NR,'-,"0.01798 unit decrease",[0.013-0.023],DDB2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:47214747
rs3819325-<b>?</b>,"3 x 10-8",,NR,'-,"0.0129 unit increase",[0.0084-0.0174],UBA7,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,3:49806290
rs3936093-<b>?</b>,"1 x 10-8",,NR,'-,"0.01338 unit decrease",[0.0088-0.018],LINGO1,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,15:77809567
rs4257287-<b>?</b>,"2 x 10-9",,NR,'-,"0.02217 unit decrease",[0.015-0.029],LINC01929,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55076600
rs4373974-<b>?</b>,"2 x 10-8",,NR,'-,"0.01295 unit decrease",[0.0084-0.0175],DRD2,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,11:113559764
rs4800995-<b>?</b>,"7 x 10-13",,NR,'-,"0.01996 unit decrease",[0.015-0.025],"LINC01415, TCF4","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55748146
rs4801157-<b>?</b>,"2 x 10-10",,NR,'-,"0.01921 unit increase",[0.013-0.025],TCF4,"Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55497462
rs56403421-<b>?</b>,"2 x 10-10",,NR,'-,"0.01579 unit increase",[0.011-0.021],"LINC01929, CCDC68","Depressed affect","unipolar depression, mood disorder",'-,GCST006475,18:55098052
rs12552-<b>A</b>,"4 x 10-8",,0.424,'-,"0.047 unit increase",[0.029-0.065],OLFM4,"Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,13:53051646
rs1806153-<b>T</b>,"4 x 10-8",,0.213,'-,"0.057 unit increase",[0.037-0.077],PAUPAR,"Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,11:31828558
rs8063603-<b>A</b>,"7 x 10-6",,0.673,'-,"0.041 unit decrease",[0.023-0.059],RBFOX1,"Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,16:6260644
rs61867293-<b>T</b>,"1 x 10-6",,0.216,'-,"0.05 unit decrease",[0.03-0.07],SORCS3,"Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,10:104804166
rs325506-<b>C</b>,"3 x 10-11",,0.423,'-,"0.057 unit increase",[0.039-0.075],'-,"Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,5:104676602
rs10149470-<b>A</b>,"9 x 10-9",,0.487,'-,"0.049 unit increase",[0.033-0.065],"RNU7-160P, BAG5","Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,14:103551616
rs1620977-<b>A</b>,"7 x 10-9",,0.26,'-,"0.056 unit increase",[0.036-0.076],NEGR1,"Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,1:72263459
rs16854048-<b>A</b>,"1 x 10-8",,0.858,'-,"0.069 unit increase",[0.045-0.093],BEND4,"Autism and major depressive disorder (MTAG)","unipolar depression, autism spectrum disorder",'-,GCST007553,4:42121711
rs7074335-<b>T</b>,"2 x 10-6",,NR,'-,"4.758858 z score increase",[NR],SORCS3,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,10:104940636
rs7973260-<b>A</b>,"2 x 10-8",,NR,'-,"5.6011147 z score increase",[NR],KSR2,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,12:117937681
rs6828666-<b>A</b>,"3 x 10-6",,NR,'-,"4.6532216 z score decrease",[NR],FNIP2,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,4:158858089
rs4810896-<b>A</b>,"4 x 10-9",,NR,'-,"5.8794484 z score decrease",[NR],"PREX1, ARFGEF2",Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,20:48918761
rs59659806-<b>T</b>,"5 x 10-6",,NR,'-,"4.563033 z score decrease",[NR],"RASGRP1, LINC02694",Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,15:38627763
rs10884216-<b>T</b>,"6 x 10-7",,NR,'-,"4.994715 z score decrease",[NR],YWHAZP5,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,10:105701367
rs10809520-<b>T</b>,"6 x 10-9",,NR,'-,"5.8197784 z score decrease",[NR],'-,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,9:11557797
rs1690818-<b>T</b>,"6 x 10-8",,NR,'-,"5.4051075 z score decrease",[NR],CNTN5,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,11:99625823
rs1961982-<b>A</b>,"7 x 10-7",,NR,'-,"4.971417 z score decrease",[NR],C12orf42,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,12:103218955
rs782212-<b>T</b>,"7 x 10-11",,NR,'-,"6.516477 z score decrease",[NR],'-,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,1:72479983
rs10233018-<b>A</b>,"9 x 10-8",,NR,'-,"5.3463354 z score decrease",[NR],CTTNBP2,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,7:117883655
rs853679-<b>A</b>,"1 x 10-7",,NR,'-,"5.298256 z score decrease",[NR],ZSCAN31,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,6:28329086
rs62100776-<b>A</b>,"1 x 10-8",,NR,'-,"5.6640935 z score decrease",[NR],DCC,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,18:53228263
rs2017122-<b>T</b>,"1 x 10-6",,NR,'-,"4.811745 z score increase",[NR],KMT2A,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,11:118444134
rs1877075-<b>A</b>,"2 x 10-6",,NR,'-,"4.810405 z score decrease",[NR],MAML3,Depression,"unipolar depression, depressive symptom measurement",'-,GCST003769,4:140004716
rs465787-<b>?</b>,"1 x 10-6",(dominant),'-,'-,'-,'-,'-,"Depression x herpes simplex 1 infection interaction","unipolar depression, herpes virus seropositivity",'-,GCST010561,5:2388741
rs377094-<b>?</b>,"2 x 10-6",(dominant),'-,'-,'-,'-,'-,"Depression x herpes simplex 1 infection interaction","unipolar depression, herpes virus seropositivity",'-,GCST010561,5:2391248
rs414421-<b>?</b>,"2 x 10-6",(dominant),'-,'-,'-,'-,'-,"Depression x herpes simplex 1 infection interaction","unipolar depression, herpes virus seropositivity",'-,GCST010561,5:2391247
rs113444436-<b>?</b>,"2 x 10-6",(additive),'-,'-,'-,'-,"CLPSL2, ARMC12","Depression x herpes simplex 1 infection interaction","unipolar depression, herpes virus seropositivity",'-,GCST010561,6:35749084
rs160730-<b>?</b>,"2 x 10-6",(dominant),'-,'-,'-,'-,'-,"Depression x herpes simplex 1 infection interaction","unipolar depression, herpes virus seropositivity",'-,GCST010561,5:2392717
rs4846314-<b>A</b>,"6 x 10-6",,0.25004333,'-,"0.14602003 unit increase",[0.083-0.209],XRCC6P3,"Menstruation quality of life impact (depression)","quality of life during menstruation measurement, unipolar depression",'-,GCST006644,1:220325294
rs1395241-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,FAT4,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,4:125438301
rs12912251-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,LINC02694,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,15:38694167
rs11773103-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,DMTF1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,7:87192664
rs1006737-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,CACNA1C,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,12:2236129
rs17082664-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,SYNE1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,6:152417619
rs1262778-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,DLEU1,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,13:50492487
rs10994338-<b>?</b>,"5 x 10-7",,NR,'-,'-,'-,ANK3,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,10:60421370
rs7226677-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,"COLEC12, THOC1-DT","Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,18:278796
rs4972755-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,'-,"Bipolar disorder or major depressive disorder","unipolar depression, bipolar disorder",'-,GCST000641,2:175375121
rs3950186-<b>T</b>,"8 x 10-6",,0.338,1.319,'-,[NR],"ADTRP, AMD1P4","Anxiety and major depressive disorder","unipolar depression, anxiety",'-,GCST002200,6:11811081
rs294856-<b>?</b>,"2 x 10-6",,0.58,1.34,'-,[NR],PTPRD,"Anxiety and major depressive disorder","unipolar depression, anxiety",'-,GCST002200,9:10192290
rs4796827-<b>A</b>,"2 x 10-6",,0.409,1.326,'-,[NR],"CYTH1, SCAT1","Anxiety and major depressive disorder","unipolar depression, anxiety",'-,GCST002200,17:78637883
rs12410444-<b>?</b>,"2 x 10-10",,NR,'-,"0.0145 unit increase",NR,"ST3GAL3, ST3GAL3-AS1","Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,1:43723048
